diary_name,strain,strains_company,light_watt,nutrients,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Gelato auto,Gelato Auto,Fast Buds,250 watt,,Manual,"Soil Grow Medium,",,"LST,",3.88,8,4.0,9.17,
SQ1 Nana Glue Round 2,Square One Genetics Nana Glue,Custom Breeder & Strain,200 watt,"Real Growers,BuildASoil,Botanicare,Rootwise Soil Dynamics,Fox Farm,",Manual,"Soil Grow Medium,",,"Topping,LST,Defoliation,",18.04,15,1.0,1.13,
Tester grape soda auto,Grape Soda Auto,Original Sensible Seeds,"LED / 230W MF2000,","BioBizz,Advanced Nutrients,",Manual,"Soil Grow Medium,",Glass Of Water,"Defoliation,",32.29,12,,2.15,
01 - Super Skunk Auto,Super Skunk Automatic,White Label,120 watt,"Atami,PLAGRON.,",Manual,"Soil Grow Medium,",Directly In Substrate,"LST,Defoliation,",6.46,12,3.0,,20.11
Twenty20 The Spice,The Spice,Twenty20,200 watt,"Real Growers,Botanicare,BuildASoil,Rootwise Soil Dynamics,Fox Farm,",Manual,"Soil Grow Medium,",,"Topping,LST,Defoliation,",18.04,16,1.0,2.12,
Tester black dog auto,Black Dog Auto,Original Sensible Seeds,"LED / 230W MF2000,","Advanced Nutrients,BioBizz,General Hydroponics (GHE),",Manual,"CoolGrows GT 24x24x55,Soil Grow Medium,",Glass Of Water,"LST,Defoliation,",32.29,12,,1.98,
Cookies Gelato,Cookies Gelato,Royal Queen Seeds,600 watt,"Advanced Hydroponics of Holland,Advanced Nutrients,",Manual,"Soil Grow Medium,",,"LST,",10.76,17,6.0,8.71,8.71
Candy Kush,Candy Kush,Custom Breeder & Strain,680 watt,,Manual,"Soil Grow Medium,",Peat Pellet,"SoG,Defoliation,",25,17,1.0,,24.0
Euphoria,Euphoria,Custom Breeder & Strain,680 watt,,Manual,"Soil Grow Medium,",Peat Pellet,"SoG,Defoliation,",82.02,15,3.0,,46.0
Tante secondaire,Runtz,Zamnesia Seeds,"LED / 200W SF-2000,","Green House Feeding,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"HST,LST,Lolipoping,Defoliation,",Custom,15,1.0,,2.65
#4 Viparspectra Sirius Black,Sirius Black feminized seeds,Weedseedsexpress,240 watt,"Top Crop,PLAGRON.,",Manual,,Peat Pellet,"LST,ScrOG,Defoliation,",10.76,12,,1.62,7.3
#1 Viparspectra Sir Jack,Sir Jack,Exotic Seed,240 watt,"Top Crop,PLAGRON.,",Manual,,Peat Pellet,"LST,ScrOG,",10.76,12,1.0,1.59,7.23
Luca’s first grow,Watermelon Automatic,Royal Queen Seeds,"LED / 1000W Custom,","RQS Organic Nutrients,Dyna-Gro,",Manual,"Soil Grow Medium,",Rockwool Cube,"LST,",,9,1.0,,2.93
"Karma MS #29 grow, x7 seeds",MS #29,Karma Genetics,240 watt,"Advanced Nutrients,",Drip,"Coco Coir Grow Medium,Expanded Clay Grow Medium,",,"LST,Topping,Defoliation,ScrOG,",,9,7.0,,
First grow/@white wizard,Auto Blue Cheese,Divine Seeds,,"BioBizz,Advanced Nutrients,",Manual,"Soil Grow Medium,",,"LST,",,8,1.0,,7.8
Oxidation,Cafe Racer,Crop King Seeds,"LED / 300W HLG 300 V2 Rspec,LED / 260W 260W QB V2 Rspec,LED / 300W HLG 300 V2 Rspec,","Green Planet Nutrients,Grotek,",Drip,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,LST,Main-Lining,Defoliation,ScrOG,",Custom,FLOWERING,,,
ZKITZZ Auto Ganga Farmer Ganga Grow,Zkitzz Auto,Ganja Farmer Seeds,220 watt,"Living Soils,",Manual,"Soil Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,",,"LST,Topping,Defoliation,",5.38,9,1.0,3.25,
Lambs Bread,Lambs bread,Custom Breeder & Strain,,,Manual,"Coco Coir Grow Medium,Other Grow Medium,Vermiculite Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Topping,",,15,1.0,,1.2
Blackberry moonrock,Blackberry moonrock,Custom Breeder & Strain,,,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Other Grow Medium,",Directly In Substrate,"Topping,",,14,1.0,,1.06
Second Indoor Grow! lets get BIG,Skunk XL,Royal Queen Seeds,400 watt,"PLAGRON.,BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Defoliation,Topping,ScrOG,lollipopping,LST,",15.5,17,3.0,26.28,0.04
Girl Scout Cookies,Girl Scout Cookies,Garden Of Green,100 watt,"BioBizz,Biodyne,Freedom Farms,",Manual,"Soil Grow Medium,",Peat Pellet,"Defoliation,Leaf Tucking,Topping,LST,",38.75,19,1.0,,2.5
(⌐▨_▨) Amensi-K Lemon,Amnesi-K,Kannabia Seed Company,240 watt,"Advanced Nutrients,BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Paper Towel,"Defoliation,",9.69,14,2.0,2.42,14.82
( ˘ ͜ʖ˘ ) Colombian Jack,Colombian Jack,Kannabia Seed Company,240 watt,"Advanced Nutrients,BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Paper Towel,"Defoliation,",9.69,14,2.0,1.75,16.08
Jack The Ripper SubCool's The Dank,Jack the Ripper,TGA Genetics Subcool Seeds,150 watt,"B.A.C.,",Manual,"Soil Grow Medium,",,"Topping,",Custom,7,,,
22 Barcelona Critical,BCN Critical XXL Autoflower,Seedstockers,,"Grotek,Gaia Green,",Manual,"Soil Grow Medium,Perlite Grow Medium,Peat Grow Medium,Compost Grow Medium,",Glass Of Water,,,15,2.0,2.33,8.43
Watermelon weddingcake,watermelon weddingcake,Growers Choice,300 watt,"Growth Technology,Dutchpro USA,Advanced Nutrients,",Manual,"Soil Grow Medium,",,"LST,Topping,Defoliation,",3.28,13,1.0,3.41,12.2
Cali Crasher Tester - Doctors Choice,Cali Crasher,Doctor'S Choice,300 watt,"Growth Technology,Dutchpro USA,Advanced Nutrients,",Manual,"Soil Grow Medium,",Glass Of Water,"Topping,LST,Defoliation,",3.28,13,1.0,3.05,11.1
Sintrex Grow,Northern Lights Autoflower,Seedstockers,,"Hesi,",Manual,"Soil Grow Medium,Biobizz all mix Grow Medium,",Other,"Defoliation,",,13,1.0,,2.47
SEEDSTOCKERS.COM — AUTO POWER PLANT,BCN Power Plant Autoflower,Seedstockers,140 watt,"General Hydroponics (GHE),",,"Soil Grow Medium,",Paper Towel,"Defoliation,",6.46,10,1.0,2.54,10.23
First grow - auto,Sensi Amnesia XXL,Sensi Seeds,,,Manual,"Perlite Grow Medium,Soil Grow Medium,Other Grow Medium,",Paper Towel,"LST,",,12,1.0,0.35,0.53
Chocolate cake DBG testers,Chocolate Cake by Dropping Beans Genetics,Custom Breeder & Strain,"LED / 200W Custom,","General Hydroponics (GHE),",Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Topping,LST,Defoliation,",,FLOWERING,,,
Grape Walker Kush (Mephisto Genetics),Illuminauto №28 Grapey Walker Kush,Mephisto Genetics,600 watt,"Canna,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Peat Pellet,,,9,1.0,1.1,
27_Bluedream Matic,Blue Dream Auto,Fast Buds,,,Hydroponics,,,"ScrOG,",,11,1.0,2.89,
Gelato_01_Japan,Gelato Auto,Fast Buds,,,Hydroponics,,,"LST,ScrOG,",,11,1.0,4.34,
Gorilla Glue_01_Tee,Gorilla Glue Auto,Fast Buds,,,Hydroponics,,,"LST,ScrOG,",,11,1.0,6.98,
Grand mommy purple 1,Grandmommy Purple,Herbies Seeds,100 watt,,Manual,"Cannaterra profesional Grow Medium,",,"LST,Defoliation,",6.56,7,1.0,1.23,0.99
Cookie Gelato auto,Cookies Gelato Automatic,Royal Queen Seeds,300 watt,"PLAGRON.,Atami,BioBizz,",Manual,"Plagron royalmix Grow Medium,",Paper Towel,"LST,",,13,1.0,2.05,
3rd Grow but 1st Grow here :),Grand Daddy Purple,ILGM,1000 watt,"Fox Farm,Bloom City Organics,Coast of Maine,",Manual,"Soil Grow Medium,",Paper Towel,"Topping,LST,FIMing,Defoliation,ScrOG,",8,18,3.0,,7.52
Strawberry Banana Purps Auto,Strawberry Banana Purps Auto,Ganja Farmer Seeds,600 watt,,Manual,"Island-Blend Precharged Supercoco Grow Medium,",,"Topping,LST,Defoliation,",12.92,11,3.0,7.76,
Gassiautos by Gemseekers Genetics,Gem Seekers - Gassiautos,Custom Breeder & Strain,150 watt,"Microbe Life Hydro,Mammoth Microbes,",Manual,"Soil Grow Medium,",Peat Pellet,,13.12,9,1.0,,1.66
Royal Queen Blue Cheese Auto,Blue Cheese Automatic,Royal Queen Seeds,600 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,LST,",12.92,11,1.0,3.0,5.0
FastBuds Testing (White Widow Auto),White Widow Auto,Fast Buds,600 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,Defoliation,",12.92,11,1.0,2.2,4.5
FastBuds Testing (Ak Auto),AK Auto,Fast Buds,600 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,",12.92,11,1.0,2.5,5.0
Outdoor Auto 2022,Skywalker OG Runtz XL Auto,Sweet Seeds,,"Bio Nova,",Manual,"Coco Coir Grow Medium,Expanded Clay Grow Medium,Perlite Grow Medium,",Glass Of Water,,,10,4.0,,
Bloody Skunk Auto,Bloody Skunk Auto®,Sweet Seeds,200 watt,"BioBizz,Advanced Nutrients,",Manual,"BIO BIZZ ALL MIX 2/3 Grow Medium,BIO BIZZ LIGHT MIX 1/3 ON THE TOP Grow Medium,",Directly In Substrate,"Topping,",6.03,9,1.0,0.46,1.69
MADE OF HONOR,Made of Honor,Twenty20,400 watt,"Oregon’s Only (Nectar for the Gods),South Cascade Organics,",Manual,"Soil Grow Medium,",,,,18,,,4.5
Mimosa Purple Kush,Mimosa Purple Kush Autoflower,Dutchfem,,"Green Buzz Nutrients,Gen1:11,",Manual,"Soil Grow Medium,",Other,,,10,3.0,,14.82
HSC - Hella Jelly// HYPHOTONFLUX,Hella Jelly,Humboldt Seed Company,960 watt,"Green Buzz Nutrients,",Manual,"Soil Grow Medium,",Other,"TRANSPLANT,Topping,Defoliation,",96.88,13,3.0,,14.82
22 Tropicana Cookies,Tropicana Cookies Autoflowering,Pev Seeds,,"Grotek,Gaia Green,",Manual,"Soil Grow Medium,Soil Grow Medium,Peat Grow Medium,Compost Grow Medium,",Glass Of Water,,,15,1.0,2.05,7.58
22 Fast Cheese,Cheese Fast Version,Ganja Farmer Seeds,,"Grotek,Gaia Green,",Manual,"Soil Grow Medium,Perlite Grow Medium,Compost Grow Medium,",Glass Of Water,"Main-Lining,",,17,1.0,5.4,20.74
HSC - The Bling// HYPHOTONFLUX,The Bling,Humboldt Seed Company,960 watt,"Green Buzz Nutrients,",Manual,"Soil Grow Medium,",Other,"Topping,Defoliation,",96.88,13,3.0,,14.82
Outdoor project ‘22,HippieBerrie,Exotic Seed,,,Manual,,Glass Of Water,"Defoliation,",,21,,,
Blue Sunset Sherbert by Barneys Farm,Blue Sunset Sherbert,Barney'S Farm,600 watt,,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,HST,Topping,Main-Lining,Defoliation,",,13,1.0,,
EarthBox [LOS] - Seedsman - Black Sugar,Black Sugar,Seedsman,310 watt,"BuildASoil,General Hydroponics (GHE),Plant Success (Plant Revolution),Rootwise Soil Dynamics,",Manual,"Gorilla Grow Tent GGT Lite 4x4,Living Orgainc Soil Grow Medium,",Glass Of Water,"Defoliation,LST,",96,17,1.0,2.26,14.82
Nanaz and Purple Punch,Nanaz,Robin Hood Seeds,530 watt,"Down To Earth,Dynomyco,",Manual,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Coco Coir Grow Medium,",Glass Of Water,"ScrOG,Lollipopping,Topping,LST,HST,Defoliation,",,12,2.0,,
Lemon skunk,Lemon Skunk,Green House Seed Co.,300 watt,"Superbud,",Manual,"Altro Grow Medium,",,"Main-Lining,",Custom,12,,5.11,
Mars Mimosa Cake,Mimosa Cake Auto,Fast Buds,300 watt,,Manual,"CoolGrows GT 48x24x72,Living soil Grow Medium,Perlite Grow Medium,",Other,"6/2 light schedule,Topping,LST,Defoliation,",8.53,12,1.0,4.8,18.03
Cherry Cola auto,Cherry Cola Auto,Fast Buds,150 watt,"Ecothrive,Plant Success (Plant Revolution),General Hydroponics (GHE),Advanced Nutrients,",Manual,"Perlite Grow Medium,",Paper Towel,,,7,,,
Mix first grow automatic / plagron,Auto Blueberry Berry,BulkSeedBank,540 watt,"PLAGRON.,BioBizz,Bio Tabs,",Manual,,Peat Pellet,"LST,Defoliation,",8.72,17,1.0,1.8,6.6
For the love of plants,Gorilla Lemon Fire,Custom Breeder & Strain,2250 watt,"NPK Industries,",Manual,"Coco Coir Grow Medium,",Peat Pellet,"Defoliation,LST,",,19,,,
LINEA KUSH ed limitada LAMARIHUANA.COM,STAR CRITICAL,Custom Breeder & Strain,250 watt,"Cannaboom,Mills Nutrients,BioBizz,Grotek,",Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,Vermiculite Grow Medium,",Paper Towel,"Defoliation,",8.61,19,2.0,2.12,4.59
To top or not to top,Green Gelato Automatic,Royal Queen Seeds,200 watt,,Manual,"Soil Grow Medium,Pro-mix h.p Grow Medium,",,,10,12,2.0,,
Red Hot Cookies,Red Hot Cookies,Sweet Seeds,200 watt,"BioBizz,Plant Success (Plant Revolution),Grotek,",Manual,"Soil Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,HST,",10.76,20,4.0,8.25,
BlueBerry,Auto Blueberry,Dutch Passion,400 watt,"Advanced Nutrients,",,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Defoliation,",861.11,9,3.0,6.63,13.4
The fantastic four,Afgan Kush x Skunk,World Of Seeds,260 watt,"BioBizz,Green Buzz Nutrients,",Manual,"Soil Grow Medium,",Paper Towel,"LST,FIMing,Defoliation,",1.72,17,1.0,3.63,3.95
Sour Diesel original 4,Sour Diesel Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,,,,2.15,10,1.0,1.76,6.0
Sour Diesel original 3,Sour Diesel Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,2.15,8,1.0,2.82,5.82
Double Sour Diesel Original 2,Sour Diesel Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,,,,2.15,10,2.0,2.65,8.82
ORIGINAL line Amnesia Haze,Amnesia Haze Auto,Fast Buds,680 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",,,4.31,13,1.0,,20.28
Amnesia Haze Original 2,Amnesia Haze Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,4.31,11,1.0,5.64,23.1
White Widow Original 2,White Widow Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,,,,3.23,8,1.0,2.29,8.11
Northern Lights Original 3,Northern Lights Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,4.31,11,1.0,5.64,20.81
Kera Pineapple Sativa,Pineapple Sativa,Keraseeds,44 watt,"Atami,B.A.C.,Green House Feeding,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Other,"Topping,ScrOG,",5.38,16,1.0,3.35,12.7
3M ⯁ JUΛИ ΞL FЯUTΛ$,Fruity Jack aka Jack El Frutero,Philosopher Seeds,150 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,Humus Grow Medium,Bocashi Grow Medium,Minerals Grow Medium,",Directly In Substrate,"Defoliation,Stem lashing,Topping,LST,",1.94,19,1.0,3.99,11.43
Northern Lights original 2,Northern Lights Auto,Fast Buds,480 watt,"General Hydroponics (GHE),",Manual,,,,2.15,8,1.0,4.59,17.28
Jack Herer original 3,Jack Herer Auto,Fast Buds,480 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,4.31,11,1.0,9.52,36.33
Jack Herer original 2,Jack Herer Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,,,,3.23,9,1.0,3.35,13.4
Critical original 2,Critical Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,2.15,9,1.0,2.22,4.94
Chemdawg original 3,Chemdawg Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,,,,3.23,9,1.0,1.94,6.35
Chemdawg original 2,Chemdawg Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,2.15,8,1.0,2.12,5.29
Cherry Cola auto,Cherry Cola Auto,Fast Buds,600 watt,"URB Natural,FloraFlex,Emerald Harvest,",Manual,,,"LST,Defoliation,",,12,3.0,,5.82
Critical 207 Genetics Auto,Critical,207 Genetics,,"Fox Farm,Real Growers,Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,Other Grow Medium,",Glass Of Water,"LST,Defoliation,Leaf Tucking,",,9,1.0,,0.67
Nana Glue Square1Genetics,Nana Glue,Custom Breeder & Strain,300 watt,"Gaia Green,",Manual,"Other Grow Medium,",Directly In Substrate,"Topping,Main-Lining,Defoliation,ScrOG,",26.25,16,1.0,2.82,
Cheese Original 3,Cheese Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,,,,3.23,10,1.0,2.79,9.35
Cheese Original 2,Cheese Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,3.23,9,1.0,2.4,6.7
*Mars hydro TS1000* Strawbba the hutt,Illuminauto #50 - Strawbba the Hutt,Mephisto Genetics,150 watt,"Buddhas Tree,Plant Magic,Canna,",Hydroponics,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,",3.28,13,2.0,,2.89
"Buble Gum, Original 3",BubbleGum Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,,,,2.15,10,1.0,2.12,4.94
*Mars Hydro TS1000* 3 bears og x mango,Mango Smile,Mephisto Genetics,150 watt,"Buddhas Tree,Canna,Plant Magic,",,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,",3.28,13,2.0,,6.84
"Buble Gum, Original 2",BubbleGum Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,2.15,8,1.0,0.85,3.7
Alien Otto (Auto) •Elev8•,Alien Otto,Elev8 Seeds,300 watt,,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,,,10,1.0,1.77,9.14
FastBuds Strawberry Gorilla,Strawberry Gorilla Auto,Fast Buds,660 watt,"Fish Head Farms,Dutchpro USA,Earth Juice,GreenGro,Down To Earth,",Manual,"Gorilla Grow Tent GGT 4x8,Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",16,11,2.0,9.49,29.67
Special Queen 8 Plants Grow,Special Queen #1,Royal Queen Seeds,200 watt,"BioBizz,Dynomyco,",Manual,"Coco Coir Grow Medium,",Paper Towel,"LST,",,10,8.0,,1.87
Super Fast Berry,Fastberry Auto,Fast Buds,"LED / 240W Custom,",,Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Fox farms ocean floor Grow Medium,Supersoil Grow Medium,",Glass Of Water,"LST,",177.17,9,1.0,,5.5
Sour Diesel auto,Sour Diesel Auto,Fast Buds,245 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",,10,1.0,1.16,
Aurora Indica - Nirvana Seeds,Aurora Indica,Nirvana,450 watt,"Fox Farm,Dr. Earth,",Manual,"Coco Coir Grow Medium,Peat Moss Grow Medium,Perlite Grow Medium,Rabbit Manure Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",4,17,1.0,4.2,17.53
Pineapple Express Auto,Pineapple Express auto,Amsterdam Marijuana Seeds AMS,653 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,",,"Defoliation,HST,",141.21,9,1.0,,21.7
Lemon gelato x Sour Apple,Humboldt Seed Company- lemon gelato x sour apple,Custom Breeder & Strain,600 watt,"Dutchpro USA,Bloom City Organics,FloraFlex,",Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Soil Grow Medium,",Glass Of Water,,13.12,9,1.0,5.61,24.06
Costa cup solo’s (Anesia Autos),Auto Lemongrass,Anesia Seeds,300 watt,"Zamnesia,Dynomyco,Bio Nova,",Manual,"Soil Grow Medium,",Directly In Substrate,,,9,,,
AK original 3,AK Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,,,,3.23,9,1.0,1.76,4.23
AK original 2,AK Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,3.23,9,1.0,1.59,6.0
CBD for health,Solomatic CBD,Royal Queen Seeds,400 watt,"Emerald Harvest,",Manual,"canna terra Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,",,8,1.0,,
CBD Lemon please,CBD Lemon Auto,Herbies Seeds,400 watt,"Emerald Harvest,",Manual,"canna terra Grow Medium,Perlite Grow Medium,",,,,9,1.0,,
22 Frostberry,Frostberry - Lucky13,Custom Breeder & Strain,,"Greenleaf Nutrients,Grotek,Gaia Green,",Manual,"Soil Grow Medium,Perlite Grow Medium,Compost Grow Medium,",Glass Of Water,"Main-Lining,",,22,1.0,3.14,12.1
Lemonchello Haze,Lemonchello Haze,Seedsman,,"Emerald Harvest,",Manual,"Soil Grow Medium,",Paper Towel,,,17,1.0,,
Acapulco Gold,Acapulco Gold,Barney'S Farm,,"Emerald Harvest,",Manual,"Soil Grow Medium,",Paper Towel,,,17,1.0,,0.24
CONTEST SEEDSTOCKERS (GROWER YARI),Gorilla Cookies,Seedstockers,200 watt,"BioBizz,",Manual,"Soil Grow Medium,",Paper Towel,,Custom,17,3.0,,
Amnesia Zkittlez Auto,Amnesia Zkittlez Auto,Fast Buds,200 watt,"BIOCANNA,BioBizz,Canna,",Manual,"Soil Grow Medium,",Peat Pellet,"LST,Defoliation,",1.94,11,1.0,2.96,
Guava X Gelato#41 - Autoflower.,Guava X Gelato #41 Auto,Green House Seed Co.,,"PLAGRON.,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,,,12,1.0,,0.88
Peanut butter breath,Pean,Custom Breeder & Strain,260 watt,"Fox Farm,",Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Soil Grow Medium,",Glass Of Water,"Defoliation,Topping,HST,FIMing,LST,",43.06,18,1.0,,
Auto cop,Auto Critical Orange Punch,Dutch Passion,,"Aurora Innovations (Roots Organics),",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,,,8,1.0,,0.71
CONTEST SEEDSTOCKERS (GROWER CRISTIANO),Gorilla Cookies,Seedstockers,600 watt,"BioBizz,Atami,Hesi,",Manual,"Soil Grow Medium,",Paper Towel,,15.5,12,3.0,,
pickled diesel auto outdoor grow,Pickled Diesel Auto,Dr. Krippling,,"Aurora Innovations (Roots Organics),",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,",,10,1.0,,4.0
Female End Game F1,End Game Rbx EC#4 line,ETHOS Genetics,,,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",,,,8,,,
Blue Cheese auto RQS 2nd Time,Blue Cheese Automatic,Royal Queen Seeds,100 watt,"BioBizz,",Manual,"Biobizz light mix Grow Medium,",Paper Towel,,10.76,11,3.0,3.88,
Fruity Loopz (My Own Strain),Fruity Loopz,Custom Breeder & Strain,450 watt,,Manual,"AC Infinity Cloudlab 894 Advance Grow Tent 8x4 (96"" X 48"" X 80""),Soil Grow Medium,",,"LST,Topping,Defoliation,",15.5,9,1.0,3.0,
Lemon Garlic OG,Lemon Garlic OG,Humboldt Seed Organization,300 watt,"Advanced Nutrients,",Manual,"Batmix Grow Medium,",,"LST,Defoliation,",2.15,15,1.0,,14.82
Stardawg x Berry = Berry Stardawg,Auto Stardawg,Blackskull Seeds,300 watt,"Fox Farm,Real Growers,",Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Paper Towel,"LST,Topping,Defoliation,",9.84,13,1.0,5.0,
DWC Mainline Run,Do-Si-Dos Cookies,00seeds,240 watt,"General Hydroponics (GHE),Botanicare,Green Planet Nutrients,",Hydroponics,"Expanded Clay Grow Medium,Mineral Wool Grow Medium,",Glass Of Water,"Main-Lining,Supercropping,LST,Defoliation,Topping,HST,",26.25,15,1.0,,70.0
Purple Lemonade,Purple Lemonade Auto,Fast Buds,400 watt,,Manual,"Soil Grow Medium,",,"Topping,",,10,1.0,2.43,2.4
First Grow - Start Growing I.,White Widow XL Autoflowering,Zambeza,300 watt,"PLAGRON.,",Manual,"Plagron Supermix Grow Medium,",Peat Pellet,"Defoliation,",6.46,15,1.0,0.56,0.67
RQS' Purple Queen Automatic,Purple Queen Automatic,Royal Queen Seeds,"LED / 600W VT600,LED / 600W VT600,","B.A.C.,",Manual,"Soil Grow Medium,Expanded Clay Grow Medium,",Paper Towel,"Defoliation,",,9,5.0,,
Cookies&Cream,Cookies and Cream Auto,Seedstockers,"LED / 600W VT600,LED / 600W VT600,","B.A.C.,",Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",Directly In Substrate,"Transplanting,Defoliation,",,10,10.0,10.58,35.27
Outdoor 2022,Shao X KK,Custom Breeder & Strain,,,,"Soil Grow Medium,",,,,FLOWERING,,,
“Take Me To Church”,The Church,Green House Seed Co.,310 watt,"Shogun,",Manual,"Coco Coir Grow Medium,",Directly In Substrate,,,11,1.0,3.7,4.1
CONTEST SEEDSTOCKERS (GROWER COSTA),Gorilla Cookies,Seedstockers,310 watt,,Manual,"Soil Grow Medium,",Glass Of Water,,Custom,15,,,
NORCAL FARMS Grease Monkey,NORCAL FARMS Grease Monkey,Custom Breeder & Strain,100 watt,"General Hydroponics (GHE),Humboldts Secret,",Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,HST,Topping,Main-Lining,LST,",,21,2.0,5.0,5.0
NoTrim-Canarifornia(MimosaxClementine),NoTrim,Custom Breeder & Strain,150 watt,"BioBizz,",Manual,"Soil Grow Medium,",Paper Towel,"LST,Topping,Defoliation,",,17,2.0,,19.4
Miracle Alien Cookies DWC,Exclusive Miracle Alien Cookies,Custom Breeder & Strain,200 watt,"General Hydroponics (GHE),Current Culture H2O,Humboldts Secret,",Hydroponics,"CoolGrows GT 48x24x72,",Paper Towel,"HST,Topping,Main-Lining,Defoliation,LST,",26.25,15,2.0,,8.0
CONTEST SEEDSTOCKERS (GROWER ALIEN),Gorilla Cookies,Seedstockers,650 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,",Paper Towel,,15.5,15,1.0,,
