diary_name,strain,strains_company,light_watt,nutrients,indoor,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Fastbuds cherry cola auto,Cherry Cola Auto,Fast Buds,615 watt,"Canna,Shogun,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,,2.88,14,1.0,,156.0
First Grow Afghani Bullrider,afghani bullrider,Custom Breeder & Strain,150 watt,"General Hydroponics (GHE),",True,Hydroponics,"soil Grow Medium,Perlite Grow Medium,water Grow Medium,",Directly In Substrate,"LST,Defoliation,",1.8,13,1.0,212.62,212.62
Big Bang Auto,Big Bang Auto,Green House Seed Co.,2900 watt,"Fox Farm,",True,Drip,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"Defoliation,",,9,1.0,80.0,
Grape Ape by WeedSeedsExpress,Grape Ape feminized seeds,Weedseedsexpress,200 watt,,True,Manual,"Soil Grow Medium,",Glass Of Water,"SoG,Topping,Defoliation,",0.74,18,1.0,68.4,253.8
Corte,Jack 47 Auto®,Sweet Seeds,250 watt,,True,Manual,"BloomGrow GT 120''X60''X80'',",,,1,8,1.0,,7.0
Frambolesco 6 SkywalkerOGruntz Ts1000,Skywalker OG Runtz XL Auto,Sweet Seeds,150 watt,"Bio Tabs,",True,Manual,"Soil Grow Medium,",Rockwool Cube,,0.8,10,1.0,34.0,100.0
White Widow xxl BF,White Widow XXL Auto,Barney'S Farm,100 watt,"BioBizz,RQS Organic Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Glass Of Water,"LST,",,11,1.0,,150.0
Raccolta delle bimbe .,Gorilla Cookies Auto,Fast Buds,,,True,Manual,,,,100,10,2.0,,
MARSHYDRO FC4800(480W) HONEY MELON HAZE,Honey Melon Haze,Sensi Seeds,480 watt,"Canna,",True,Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,LST,ScrOG,Fluxing,",1,25,5.0,323.0,1497.0
High oh Silver Away !!!,Silver Widow,Kannabia Seed Company,725 watt,"Dynomyco,",True,Manual,"Living soil Grow Medium,Perlite Grow Medium,",Other,"Quad Manifold,LST,Defoliation,",1.22,15,1.0,,660.0
It's Columbian Jack,Colombian Jack,Kannabia Seed Company,725 watt,,True,Manual,"Living soil Grow Medium,Perlite Grow Medium,",Other,"Main-Lining,LST,Defoliation,",1.22,15,1.0,,425.0
Mendo T .The High Chameleon / Demetearth,Mendo T,The High Chameleon,300 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,",0.64,16,1.0,46.0,777.0
Girl Scout Cookies aka GSC,Girl Scout Cookies,Custom Breeder & Strain,400 watt,"General Hydroponics (GHE),",True,,,Directly In Substrate,"LST,Topping,Defoliation,",,15,1.0,80.0,
Blueberry Auto 1,Blueberry,Custom Breeder & Strain,120 watt,,True,Manual,"Coco Coir Grow Medium,",,"LST,",,11,1.0,,55.0
FB | GORILLA COOKIES AUTO,Gorilla Cookies Auto,Fast Buds,620 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,",,11,1.0,120.0,437.0
WHITE RUSSIAN by SEEDS MAFIA,White Russian,Custom Breeder & Strain,720 watt,"Top Crop,Hesi,Grotek,Advanced Nutrients,BioBizz,",True,Manual,"Soil Grow Medium,",Paper Towel,,1.44,16,1.0,,300.0
PEANUT BUTTER OKGB FAST VERSION,Peanut Butter OGKB Fast,Original Sensible Seeds,720 watt,"Top Crop,Grotek,Advanced Nutrients,Hesi,BioBizz,",True,Manual,"LIGHT MIX BioBizz Grow Medium,",,,1.44,17,1.0,,300.0
MIMOSA X ORANGE PUNCH by Barney’s Farm,Mimosa x Orange Punch,Barney'S Farm,720 watt,"Top Crop,Hesi,Grotek,Advanced Nutrients,BioBizz,",True,Manual,"LIGHT MIX by BioBizz Grow Medium,",,"Defoliation,",1.44,16,1.0,,300.0
Organic Pink Panama - 1 Gallon,Pink Panama,Mephisto Genetics,200 watt,"BioBizz,Living Soils,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,",,10,1.0,,45.0
White Widow Coco,White Widow,Green House Seed Co.,1200 watt,"Green House Feeding,General Hydroponics (GHE),Bloom City Organics,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,FIMing,Topping,LST,",0.3,17,1.0,127.0,1049.0
Runtz Muffin Coco,Runtz Muffin,Barney'S Farm,1200 watt,"Green House Feeding,General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"FIMing,LST,Topping,",0.3,17,1.0,103.6,737.0
Bruce banner#3 auto = @Sensibleseeds.co,Bruce Banner #3,Original Sensible Seeds,,,True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Expanded Clay Grow Medium,Worm castings Grow Medium,",,,2,8,1.0,,58.0
Automatic Winter,Glue Gelato Auto,Barney'S Farm,460 watt,"FloraFlex,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Directly In Substrate,,,12,1.0,,14.17
Tropicana cookies,Tropicana Cookies Auto,Fast Buds,150 watt,"Bio Tabs,",True,Manual,"Soil Grow Medium,",,"Topping,LST,Defoliation,",0.36,12,1.0,,145.0
Glookies,Glookies,Barney'S Farm,1320 watt,"BioBizz,Advanced Nutrients,Buddhas Tree,",True,Manual,"BioBizz Light Mix Grow Medium,",Peat Pellet,"Lolly Popping,Defoliation,Topping,ScrOG,",,18,,,
Purple Punch,Purple Punch,Barney'S Farm,720 watt,"Growth Technology,BioBizz,Advanced Nutrients,Buddhas Tree,",True,Manual,"BioBizz Light Mix Grow Medium,",Other,"Lolly Popping,Defoliation,Topping,",,17,,,
OG Kush & Gorilla Zkittlez,OG Kush Autoflower,Homegrown Cannabis Co,300 watt,"Fox Farm,Advanced Nutrients,Down To Earth,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,0.74,20,3.0,297.67,297.67
Blue dream,Quebec Cannabis Seeds Blue Dream,Custom Breeder & Strain,1000 watt,,True,Manual,"HID / 1000W 1000W DE MH Grow Bulb,HID / 1000W 1000W DE HPS Grow Bulb,pro mix Grow Medium,various composts Grow Medium,",,"Topping,",,9,3.0,,156.0
Biscotti Skunk,Quebec Cannabis Seeds Biscotti Skunk,Custom Breeder & Strain,1000 watt,,True,Manual,"HID / 1000W 1000W DE MH Grow Bulb,HID / 1000W 1000W DE HPS Grow Bulb,pro mix Grow Medium,various composts Grow Medium,",,"Topping,",,8,1.0,,32.0
EL CARTEL,White Widow Automatic,Royal Queen Seeds,240 watt,"RQS Organic Nutrients,Hesi,",True,Manual,,Peat Pellet,,2,5,2.0,,334.0
Biscotti Mintz,Biscotti Mintz,Barney'S Farm,720 watt,"Growth Technology,BioBizz,Advanced Nutrients,Buddhas Tree,",True,,"BioBizz Light Mix Grow Medium,",Other,"Lolly Popping,Defoliation,Topping,ScrOG,",,17,,,
Quebec Blue,Quebec Blue,Quebec Cannabis Seeds QCS,1000 watt,,True,Manual,"HID / 1000W 1000W DE MH Grow Bulb,HID / 1000W 1000W DE HPS Grow Bulb,promix Grow Medium,various composts Grow Medium,",,"Topping,",,8,5.0,,350.0
Tastebudz Blackberry Moonrocks,Blackberry Moonrocks,Tastebudz Genetics,245 watt,"PRO-MIX,",True,Manual,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,Defoliation,LST,",2.44,12,1.0,38.0,
SkyWalka Cookies,Skywalka Cookies,Big Head Seeds,600 watt,"BioBizz,Advanced Nutrients,Buddhas Tree,",True,Manual,"BioBizz Light Mix Grow Medium,",Peat Pellet,"ScrOG,Defoliation,Lolly Popping,Topping,",,19,,,
Banana Kush Cake Auto,Banana Kush Cake Automatic,Sensi Seeds,205 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Paper Towel,"LST,Defoliation,",,14,4.0,,300.0
Revenge of OG Kush Auto - FastBuds,OG Kush Auto,Fast Buds,240 watt,,True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,ScrOG,",,13,2.0,30.5,
How NOT to grow weed (An anecdote),Critical,Custom Breeder & Strain,,,True,Manual,"Soil Grow Medium,",Paper Towel,,,VEGETATION,,,
100%OG - Cherry Cola Auto - Fast buds,Cherry Cola Auto,Fast Buds,240 watt,,True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",,"LST,Defoliation,ScrOG,",,13,1.0,23.5,
100%OG - Mimosa Evo - Barney's Farm,Mimosa Evo,Barney'S Farm,240 watt,,True,Manual,"Coco Coir Grow Medium,Living Soil Grow Medium,",,"HST,Topping,LST,Defoliation,ScrOG,",,13,2.0,49.6,
100%OG - Cressendo RBX1 - Ethos Genetics,Crescendo RBX1,ETHOS Genetics,240 watt,,True,Manual,"Coco Coir Grow Medium,Living Soil Grow Medium,",,"HST,Topping,LST,Defoliation,ScrOG,",0.61,13,2.0,56.3,
Fastbuds Banana purple punch auto,Banana Purple Punch Auto,Fast Buds,"LED / 300W SE3000,","Athena,",True,Manual,"BloomGrow GT 48''X48''X78'',Soil Grow Medium,",Glass Of Water,"Defoliation,",1.22,13,1.0,,
Fast Buds Gorilla Cookies Auto,Gorilla Cookies Auto,Fast Buds,,"Aurora Innovations (Roots Organics),",True,Manual,"Soil Grow Medium,",Directly In Substrate,"Topping,LST,",,10,6.0,170.1,173.5
RQS Quick one - first indoor grow,Quick One,Royal Queen Seeds,150 watt,"BioBizz,Advanced Nutrients,PLAGRON.,BIOCANNA,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,",0.7,11,1.0,33.0,156.0
Round 2 of round 1,Auto,Custom Breeder & Strain,2400 watt,"Fox Farm,",True,Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,",Custom,10,3.0,,22.0
Gummibears AUTO,Gummibears,Atlas Seed,315 watt,"Fish Head Farms,Real Growers,FloraFlex,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,",0.84,11,1.0,,
Godzilla Cookies Auto x2:First Auto Grow,Godzilla Cookies Auto,Herbies Seeds,400 watt,"Greenleaf Nutrients,General Hydroponics (GHE),Dynomyco,Botanicare,Espoma,",True,Drip,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",0.58,12,2.0,479.11,3073.09
Purple Haze wietzaadjes.nl homebrand,purple haze,Custom Breeder & Strain,600 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"ScrOG,SoG,Topping,",1.2,10,13.0,,980.0
Amnesia Auto,Auto Amnesia,Advanced Seeds,150 watt,"Advanced Nutrients,",True,Hydroponics,"water Grow Medium,",,"Topping,LST,Defoliation,",1,12,1.0,75.0,200.0
3 Blue Dreams,Blue Dream Auto,Fast Buds,,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,LST,Defoliation,",,13,3.0,,
Stealth grow #2 Sleep well,O.G. Kush,Royal Queen Seeds,150 watt,"BioBizz,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,"ScrOG,Topping,LST,Defoliation,",,16,1.0,,101.0
A-Team Devil Fruit,Twenty20 - Devil Fruit Auto,Custom Breeder & Strain,640 watt,"Oregon’s Only (Nectar for the Gods),",True,Manual,"Nectar for the Gods #4 Grow Medium,",Paper Towel,,18.29,10,7.0,,918.8
Mexican Sativa,Mexican Sativa Fem,Sensi Seeds,365 watt,"PLAGRON.,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Lollipopping,Defoliation,",2,15,2.0,,141.0
"Tempo di raccolta "" Erano le nuove bimbe",Wedding Cheesecake Auto,Fast Buds,,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,100,10,7.0,,
Exotic seed quicklato sherbert promo run,Quicklato,Exotic Seed,750 watt,"Ecothrive,Guanokalong,BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,ScrOG,Topping,",1.5,19,2.0,198.45,198.45
Mega Power Plant (auto) 2,Mega Power Plant Automatic,Spliff Seeds,650 watt,"Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,0.5,11,1.0,140.0,545.0
Mega Power Plant (auto) 1,Mega Power Plant Automatic,Spliff Seeds,650 watt,"Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,0.5,11,1.0,200.0,715.0
GH white widow auto,GH white widow,Custom Breeder & Strain,,"BioBizz,",True,Manual,,,,,6,1.0,,
AMNESIA HAZE AUTO,Amnesia Haze Auto,Fast Buds,,,True,Manual,,,,,11,,,444.0
Garden of Weeden - Autopot edition,Bruce Banner Auto,Fast Buds,600 watt,"FloraFlex,General Hydroponics (GHE),Technaflora,J.R. Peters, Inc.,Advanced Nutrients,",True,Hydroponics,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"HST,",,13,1.0,,
Rhinos grow extended,Strawberry Gorilla Auto,Fast Buds,600 watt,"Cronk Nutrients,Aurora Innovations (Roots Organics),Fish Head Farms,Mammoth Microbes,Microbe Life Hydro,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,,1.22,8,1.0,,85.05
Sub Irrigated Hempy w/ Lucas Formula,Strawberry Banana Feminized,Canuk Seeds,400 watt,"General Hydroponics (GHE),Cronk Nutrients,Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"HST,Defoliation,Topping,Main-Lining,",3.66,16,1.0,,35.0
Herbies blackberry auto,Herbies Seeds - Blackberry auto,Custom Breeder & Strain,,"Fox Farm,",True,Manual,"Soil Grow Medium,",,"LST,FIMing,",Custom,11,1.0,,78.0
PAPARUDE,Ripper Badazz,Ripper Seeds,150 watt,,True,Manual,"Reused Soil Grow Medium,",,,Custom,12,1.0,36.5,
Testing for Gure Brox,Lime OG x Chewy Runtz - Gure Brox Genetics,Custom Breeder & Strain,,,True,Manual,,Paper Towel,"SoG,",,15,,,
Skunk #1 autoflower 1st ever grow,Skunk #1 autoflowering,Custom Breeder & Strain,200 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Wormcastings Grow Medium,",,"LST,",0.28,6,1.0,,84.0
Bruce Banner Auto,Bruce Banner #3,Herbies Seeds,,"Fox Farm,",True,Manual,"AC Infinity Cloudlab 422 Advance Grow Tent 2x2 (24"" X 24"" X 48""),",Paper Towel,"Defoliation,",,9,1.0,,
White Widow Auto RQS,White Widow Automatic,Royal Queen Seeds,100 watt,"PLAGRON.,Advanced Nutrients,Canna,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",Other,"FIMing,HST,LST,Defoliation,",0.71,15,4.0,266.0,913.0
FIN22,Cream Brulee,Hypno Seeds,400 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,Coco Coir Grow Medium,Other Grow Medium,",Paper Towel,"HST,topping,LST,Defoliation,",,16,,103.0,
Strawberry CheeseCake,Strawberry Cheesecake Auto,Seedsman,300 watt,"Aurora Innovations (Roots Organics),",True,Manual,"Soil Grow Medium,",Directly In Substrate,,0.3,10,1.0,77.0,
Fastbuds and Exotic Seeds Auto Grow,BubbleGum Auto,Fast Buds,,"Fox Farm,Advanced Nutrients,Mammoth Microbes,",True,,"Soil Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,",0.91,12,1.0,87.88,374.21
Golocious….. Papahhh!!!,Golocious - Eureka seeds,Custom Breeder & Strain,,,True,Manual,,Paper Towel,"SoG,",,15,,,
cream caramel pt 2,Cream Caramel®,Sweet Seeds,150 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",,,,7,1.0,,30.0
Testing fire!! “Ortzadar”,Bask Triangle Farms - Ortzadar,Custom Breeder & Strain,,,True,Manual,,Paper Towel,"SoG,",,15,,,
Ghost cookies auto pt 3,Auto Ghost Cookies,Original Sensible Seeds,150 watt,"Advanced Nutrients,Dyna-Gro,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",,"LST,",,6,1.0,,7.0
Sweetseeds sweet tai,Sweet Tai®,Sweet Seeds,320 watt,,True,,"Soil Grow Medium,",,"Defoliation,",,9,,,
Black Dog Auto,Black Dog Auto,Original Sensible Seeds,150 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",Glass Of Water,"LST,",,6,1.0,,14.0
Wedding cookies pt 3,Wedding Cookies,Original Sensible Seeds,150 watt,"Advanced Nutrients,Dyna-Gro,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",,"LST,",,7,1.0,,20.0
Grape soda auto,Grape Soda Auto,Original Sensible Seeds,150 watt,"Dyna-Gro,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",Glass Of Water,"Topping,Main-Lining,",,8,1.0,,10.0
Barneys Farm mimosa evo,Mimosa Evo,Barney'S Farm,320 watt,,True,,"Soil Grow Medium,",,"Defoliation,",,12,,,
Barneys Farm Dos si Dos 33,Dos Si Dos 33,Barney'S Farm,320 watt,,True,,"Soil Grow Medium,",,"Defoliation,",,12,,,
Mimosa x Orange punch auto,Mimosa x Orange Punch Auto,Barney'S Farm,"LED / 95W P600,","Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"LST,Topping,Defoliation,",0.09,9,1.0,19.0,90.0
Bruce banner XXL,Advanced Seeds - Bruce banner XXL,Custom Breeder & Strain,600 watt,,True,Manual,,,,,11,1.0,,
my old Cookies Gelato Automatic,Cookies Gelato Automatic,Royal Queen Seeds,"LED / 120W Custom,",,True,Manual,"Soil Grow Medium,",,,Custom,13,1.0,50.0,
FBT2310,FBT2310,Fast Buds,465 watt,"Aptus,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,",0.3,9,1.0,162.0,
Bubble kush automatic,Bubble Kush Automatic,Royal Queen Seeds,400 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Peat Pellet,"Topping,LST,Defoliation,",1,12,1.0,,60.0
(207)Mainegrows@jayw89_nuggz,Rhino Ryder Auto,Fast Buds,2200 watt,"Growth Science,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,4,11,1.0,,103.48
Frambo 5 Cherry cola auto,Cherry Cola Auto,Fast Buds,150 watt,"Bio Tabs,Atami,",True,Manual,,Paper Towel,"Defoliation,",0.8,11,1.0,64.0,176.0
MOBY DICK by Seeds Mafia,Moby Dick,Seeds Mafia,720 watt,"Top Crop,Hesi,Grotek,Advanced Nutrients,BioBizz,",True,Manual,"LIGHT MIX Grow Medium,",Paper Towel,"ScrOG,Defoliation,Topping,LST,SoG,HST,",1.44,16,1.0,,300.0
My first weed grow,Strawberry deluxe,Custom Breeder & Strain,108 watt,"BioBizz,",True,Manual,"Organic soil Grow Medium,",Paper Towel,"LST,Topping,",,22,1.0,,32.0
KUSH MINTZ FAST by Original Sensible,Kush Mintz Fast,Original Sensible Seeds,480 watt,"Top Crop,Hesi,Grotek,Advanced Nutrients,Purpinator,",True,,"LIGHT MIX by BioBizz Grow Medium,",Paper Towel,,1.44,16,1.0,,300.0
WHITE CAKES,White Widow XXL Auto,Barney'S Farm,630 watt,"BioBizz,Organics Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"SoG,LST,",3.28,10,3.0,,1844.0
2210 Fast Buds,FBT2210,Fast Buds,300 watt,"Aurora Innovations (Roots Organics),",True,Manual,"Soil Grow Medium,",Directly In Substrate,,0.3,10,1.0,63.0,
First Grow (Hydro Stealth Cabinet),Black Apple Hitchcock,T.H.Seeds,480 watt,"General Hydroponics (GHE),Botanicare,",True,Hydroponics,"Expanded Clay Grow Medium,Mineral Wool Grow Medium,",Rockwool Cube,"Topping,LST,Main-Lining,",0.35,18,1.0,283.5,708.74
SupaFreak,Kush mints,Custom Breeder & Strain,510 watt,,True,Manual,"Soil Grow Medium,",,"LST,",0.61,13,1.0,35.44,35.44
Strawberry nug X forgotten cookies,Mephisto forgotten cookies X strawberry nuggets,Custom Breeder & Strain,100 watt,"Greenleaf Nutrients,",,,"Mineral Wool Grow Medium,",,"LST,",,8,1.0,,28.35
Actual growth,Honey Cream (Royal Caramel),Royal Queen Seeds,"LED / 150W Mars TS 1000,LED / 150W Mars TS 1000,","BioBizz,",True,Manual,,Paper Towel,"ScrOG,Main-Lining,LST,Defoliation,Topping,Flushing,",,FLOWERING,,,
// Auto Kush //,Auto Kush,Female Seeds,300 watt,"Aurora Innovations (Roots Organics),Age Old Organics,",True,Manual,"Soil Grow Medium,",,"SoG,",1,7,1.0,,70.0
White Rhino GHS,White Rhino,Green House Seed Co.,310 watt,"Aurora Innovations (Roots Organics),",True,Manual,"Gorilla Grow Tent GGT 8x16,Soil Grow Medium,",Directly In Substrate,"ScrOG,Defoliation,",0.3,14,1.0,64.0,
