diary_name,strain,strains_company,light_watt,nutrients,indoor,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Hella In Mars,Hella Jelly,Humboldt Seed Company,480 watt,,,Manual,,Paper Towel,"ScrOG,Topping,Defoliation,",,22,,,
LED Special Queen 1 & Sunset Paradise,Sunset Paradise,Paradise Seeds,200 watt,"BioBizz,General Hydroponics (GHE),Advanced Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Defoliation,",Custom,14,,95,470
Fast Buds Gorillas,Gorilla Cookies Auto,Fast Buds,615 watt,"BIOCANNA,Cronk Nutrients,",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,Topping,",,12,1,103,
Here Comes Bubble OG Gum,Bubble OG Gum,Ganja Farmer Seeds,650 watt,"Advanced Nutrients,Mammoth Microbes,Fox Farm,Earth Juice,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,Defoliation,",1.22,16,1,65.2,331.69
"OG #18 in40x40, like OG Kush only better",The OG #18,Reserva Privada,180 watt,"General Hydroponics (GHE),Advanced Nutrients,Canna,Plant Success (Plant Revolution),The American Root Company (Big Foot),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,0.64,16,1,245,
Critical Purple Kush from Seedsman,Critical Purple Kush,Seedsman,650 watt,"Advanced Nutrients,Fox Farm,Mammoth Microbes,Earth Juice,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,",1.22,17,1,102.06,507.46
Elmer's Glue #2,Elmer's Glue,Custom Breeder & Strain,650 watt,"Advanced Nutrients,Fox Farm,Mammoth Microbes,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,",1.22,17,1,121.9,
Purple Punch Auto,Purple Punch Auto,Fast Buds,660 watt,"Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",1.2,12,4,669,669
Small cup cup,Diesel Automatic,Royal Queen Seeds,,"BioBizz,Grotek,",True,Manual,"Soil Grow Medium,",,"12-12 From Seed,",1,9,1,,
Electric Puha,Electric Puha,Custom Breeder & Strain,,,True,,"Potting mix Grow Medium,",,,,5,1,,34.02
95_Purple Thai Auto,Purple Thai Auto Rbx1,ETHOS Genetics,100 watt,,True,Hydroponics,"Other Grow Medium,",,"LST,",,10,1,68,440
AMS Supreme Auto DWC,AMS Supreme Auto,Amsterdam Marijuana Seeds AMS,480 watt,"Blue Planet Nutrients,Athena,",True,Hydroponics,"Clay pebbles Grow Medium,Water Grow Medium,Rockwool Grow Medium,",Glass Of Water,"Root pruning,Defoliation,LST,Lollipopped,",0.47,12,1,,450
Og Tops,Blue Dream,Custom Breeder & Strain,,,True,Manual,"Soil Grow Medium,",,,2.44,9,1,,109.43
Sour diesel X northern lights auto,Sour diesel x northern lights auto mix,Custom Breeder & Strain,480 watt,"Blue Planet Nutrients,Dynomyco,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Growstone Grow Medium,",Glass Of Water,"Defoliation,",0.14,11,1,65.2,150
VAZ-4,Purple Punch,Barney'S Farm,,"Advanced Nutrients,General Hydroponics (GHE),",True,Manual,,,"HST,ScrOG,LST,Topping,Defoliation,",,14,6,,
Runtz Muffin | Barney's Farm,Runtz Muffin,Barney'S Farm,"LED / 150W Mars TS 1000,","Advanced Nutrients,Canna,Growth Technology,Grotek,",True,Manual,"Soil Grow Medium,",,"Topping,Defoliation,",,15,1,,20
Sweet Mimosa XL / FC 3000 Mars Hydro,Sweet Mimosa XL Auto,Sweet Seeds,300 watt,"Advanced Nutrients,BioBizz,Plant Success (Plant Revolution),",,,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,",,8,3,,
Sweet Zenzation XL / FC 3000 Mars Hydro,Sweet Zenzation XL Auto,Sweet Seeds,300 watt,"Advanced Nutrients,BioBizz,Plant Success (Plant Revolution),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"SoG,LST,Defoliation,",,8,3,,
Tropicanna Posion XL/FC 3000 Mars Hydro,Tropicanna Poison XL Auto,Sweet Seeds,300 watt,"BioBizz,Advanced Nutrients,",,,"Soil Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,",,8,3,,
BlackBerry Gum Auto,Blackberry Gum Autoflower,Seedstockers,,"Advanced Nutrients,Fox Farm,NPK Industries,General Hydroponics (GHE),Botanicare,",True,Manual,"Soil Grow Medium,Soil Grow Medium,Soil Grow Medium,",,"Defoliation,12-12 From Seed,Topping,FIMing,",,FLOWERING,,,
Apple Betty - Herbies Seeds,Apple Betty,Herbies Seeds,450 watt,"Advanced Nutrients,",True,Manual,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Soil Grow Medium,Coco Coir Grow Medium,Worm Castings Grow Medium,Perlite Grow Medium,",Directly In Substrate,"ScrOG,LST,Topping,HST,Transplanted,Defoliation,",1.2,15,3,104,
Bubba slush ( Granita ),Bubba Slush,Green House Seed Co.,"LED / 300W Mars TSL 2000,","PLAGRON.,Hesi,Bio Nova,",True,Manual,,Paper Towel,"Topping,Main-Lining,",,FLOWERING,,,
Super Lemon Haze,Super Lemon Haze,Green House Seed Co.,480 watt,"Gaia Green,Down To Earth,Espoma,",True,Manual,"Soil Grow Medium,",,,Custom,9,1,72.5,
Thin Mint GSC,Thin Mint Girl Scout Cookies,Elev8 Seeds,480 watt,"Gaia Green,Down To Earth,Espoma,",True,Manual,"Soil Grow Medium,",,,Custom,9,1,,
"COP2 1,6g/w",Critical Orange Punch,Dutch Passion,480 watt,"Bio Technology,BioBizz,",True,Manual,"Mélange léger Plagron Grow Medium,Mélange léger Biobizz Grow Medium,",,"Topping,LST,Defoliation,",,15,,762,3800
Violet Lakes- Robin Hood Seeds,Violet Lakes,Custom Breeder & Strain,480 watt,"Gaia Green,Espoma,Down To Earth,",True,Manual,"Soil Grow Medium,",Paper Towel,,Custom,12,1,30.2,
sweet seeds 2 red strawberry banana auto,Red Strawberry Banana Auto,Sweet Seeds,"LED / 480W SE5000,",,True,Manual,"Soil Grow Medium,",,,,13,2,,
Purple Queen Feminized from RQS,Purple Queen,Royal Queen Seeds,150 watt,"RQS Organic Nutrients,Atami,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,0.32,17,2,86,310
Eleven Roses - why not a dozen?,Eleven Roses,Delicious Seeds,,,True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Other Grow Medium,",,"Defoliation,Topping,",,27,3,,214
Y griega,Y Griega,Medical Seeds,250 watt,"Advanced Nutrients,Canna,BioBizz,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,",,23,,,
White widow coco grow,White Widow feminised,Custom Breeder & Strain,"LED / 800W FC-E 8000,LED / 300W SE3000,LED / 800W FC-E 8000,","Growth Technology,",True,Hydroponics,"Coco Coir Grow Medium,",Peat Pellet,"Topping,Defoliation,LST,HST,SoG,",Custom,FLOWERING,,,
1st LSD-25 Auto fastbuds,LSD-25 Auto,Fast Buds,300 watt,"Advanced Nutrients,Plant Success (Plant Revolution),Botanicare,",True,Manual,"Peat Moss Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Worm Casting Grow Medium,",Directly In Substrate,"LST,Defoliation,",,10,1,20,20
1st Gorilla Cookies Auto fastbuds,Gorilla Cookies Auto,Fast Buds,300 watt,"Advanced Nutrients,Plant Success (Plant Revolution),Botanicare,",True,Manual,"Peat Moss Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Worm Castings Grow Medium,",Directly In Substrate,"LST,Defoliation,",,10,1,,20
"Perpetual grow NL, DD & GG",Northern Lights,Seedstockers,630 watt,"Green Planet Nutrients,Nutrifield,",True,Hydroponics,"Expanded Clay Grow Medium,",,"Defoliation,",1.2,15,2,245,
Winter Run October 2022,Pineapple Muffin,Humboldt Seed Company,200 watt,"Cronk Nutrients,",True,Manual,"AC Infinity Cloudlab 722 Advance Grow Tent 2x2 (24"" X 24"" X 72""),Pro-Mix HP Grow Medium,",Paper Towel,"Defoliation,LST,Topping,ScrOG,",2.44,12,1,,
Auto Lemon - Cdaddy,Auto Lemon,Seedsman,250 watt,"True Plant Science (TPS),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Soil Grow Medium,",Paper Towel,"LST,Defoliation,",5.02,9,1,28,85.05
101_Lilac Diesel Auto x Ethos Haze Auto,Lilac Diesel Auto x Ethos Haze Auto,Custom Breeder & Strain,,,True,Hydroponics,,,"LST,",,11,1,36,
Forbidden runtz,Forbidden Runtz Auto,Fast Buds,100 watt,"Bio Tabs,",True,Manual,"Miscela leggera Biobizz Grow Medium,",Peat Pellet,"LST,Defoliation,",0.9,9,1,41,
Darth,Darth Vader Og Kush,Custom Breeder & Strain,600 watt,,True,Manual,,,,,10,1,,
1st Successful,Red Congoles,Custom Breeder & Strain,250 watt,,True,Manual,,,,,12,1,,10
Purple punch auto,Purple Punch Auto,Fast Buds,"LED / 100W Custom,","Fox Farm,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,",,12,1,60,
L.A. Peyote Kush Is On The Menu,LA Peyote Kush,Seedsman,650 watt,"Advanced Nutrients,Fox Farm,Mammoth Microbes,Earth Juice,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,1.22,16,1,178.6,799.46
PERSIAN PIE,Persian Pie,Green House Seed Co.,300 watt,,True,Manual,"Soil Grow Medium,",Paper Towel,"ScrOG,Topping,",,5,,,
Zamnesia Automatic,Watermelon Candy Automatic,Zamnesia Seeds,195 watt,"Green House Feeding,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Glass Of Water,,0.7,11,1,,244
Special Kush #1 meet CampaCavallo,Special Kush #1,Royal Queen Seeds,300 watt,"BioBizz,Atami,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Other,"Topping,ScrOG,Defoliation,",1,15,1,,
Two Fast Girls,+ Speed Auto®,Sweet Seeds,150 watt,"Green House Feeding,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",Paper Towel,"LST,",0.3,7,2,25,
Gelato Auto,Auto Gelato,Quebec Cannabis Seeds QCS,150 watt,"Remo Nutrients,",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,",1.22,14,1,40,169
Samsquanch Auto,Samsquanch OG,Mephisto Genetics,200 watt,"Foop Organic Biosciences,",True,Manual,"AC Infinity Cloudlab 632 Advance Grow Tent 36” X 20” X 62”,Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",0.56,11,1,218.29,425.24
Herbies Seeds - Mimosa Shot,Mimosa Shot,Herbies Seeds,250 watt,,True,Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Peatmoss Grow Medium,Pumice for Agriculture Grow Medium,Vermicompost Grow Medium,Vermiculite Grow Medium,",Directly In Substrate,"Topping,Main-Lining,Defoliation,",,21,,,
Kongetteauta,Gorilla Cookies Auto,Fast Buds,55 watt,"BioBizz,",True,Drip,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,",0.16,11,1,42.57,
Peyote wonderful Cookies,Peyote Cookies,Barney'S Farm,310 watt,,True,Manual,"biobizz all mix Grow Medium,",,"LST,FIMing,Defoliation,",,15,,,
Cali bay dream indoor,Cali Bay Dream,Garden Of Green,,"Boom Nutrients,",True,Manual,"Other Grow Medium,",,,,16,,,
Thailand Sativa cross 2.0 New season,(bubba kush x Thai sativa ) x Grand daddy purple,Custom Breeder & Strain,480 watt,"Emerald Harvest,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Topping,Defoliation,HST,Main-Lining,LST,",1,25,3,350,
7.5l Banana Purple Punch Auto,Banana Purple Punch Auto,Fast Buds,65 watt,,,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,"Topping,",,9,,,
White Truffle S1,Fresh Coast GBF2WTC,Custom Breeder & Strain,480 watt,"Gaia Green,Espoma,Down To Earth,",True,Manual,"Soil Grow Medium,",Paper Towel,,,12,1,20,
Ethos Member Berry RBx1 Organic SIP,Member Berry,ETHOS Genetics,325 watt,"Rootwise Soil Dynamics,BuildASoil,",True,Manual,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Soil Grow Medium,",Directly In Substrate,"HST,LST,Topping,Main-Lining,Defoliation,",0.56,18,2,411,428
Pineapple Express,Pineapple Express auto,Amsterdam Marijuana Seeds AMS,240 watt,,True,Manual,"Soil Grow Medium,",Other,"Topdressed with a half cup of End Game Flowering Mix,",0.61,13,1,78.5,748
Canuk CBG Feminized Seeds,Canuk CBG Feminized,Canuk Seeds,"LED / 250W Custom,",,True,Manual,"Coco Coir Grow Medium,",Glass Of Water,"FIMing,LST,Defoliation,",,FLOWERING,,,
Mephisto-Forgotten Cookies,Forgotten Cookies,Mephisto Genetics,320 watt,"Advanced Nutrients,Botanicare,",True,,"Coco Coir Grow Medium,Perlite Grow Medium,",,"FIMing,Defoliation,LST,",1.16,12,1,153.09,633.61
Kush mintz,Kush Mintz Fast,Original Sensible Seeds,400 watt,,True,Manual,"Perlite Grow Medium,Soil Grow Medium,",,,1.22,8,1,141.75,
DWC - Amnesia Haze & Pineapple Muffin,Amnesia Haze Fem,ETHOS Genetics,135 watt,"Botanicare,South Cascade Organics,General Hydroponics (GHE),Remo Nutrients,",True,Hydroponics,"Expanded Clay Grow Medium,",,,,13,1,,110
Cookies - 34 Street Seed Co.,34 Street Cookies,34 Street Seed Co.,450 watt,"Advanced Nutrients,",True,Manual,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,Other Grow Medium,",Directly In Substrate,"Defoliation,ScrOG,HST,Topping,LST,Transplanting,",1.2,15,3,343,
Keep the cycle going...,Gorilla Zkittlez Auto,Fast Buds,200 watt,"Humboldts Secret,",True,Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Coco Coir Grow Medium,Perlite Grow Medium,Worm castings Grow Medium,",,"Topping,HST,Defoliation,",,9,2,,113.4
Fast buds train wreck auto,Trainwreck Auto,Fast Buds,2000 watt,,True,Manual,"Soil Grow Medium,",,,,10,,,
Organic Lemon OG auto,Larry Lemon OG Auto,Seedsman,310 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Topping,FIMing,Main-Lining,Defoliation,",1,17,1,87,295
Organic Sweet cream auto XXL,Sweet Cream Auto,Expert Seeds,310 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"FIMing,LST,Defoliation,",1,17,1,103,325
Organic OGesus auto,OGesus Auto,Expert Seeds,310 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"FIMing,LST,Defoliation,",1,17,1,103,258
Organic Critical Blue auto,Critical Blue Auto,Expert Seeds,310 watt,,True,,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,Vermiculite Grow Medium,",Paper Towel,"Topping,Main-Lining,Defoliation,",1,17,1,115,372
Risciacquare Big Bang,Big Bang,Green House Seed Co.,"LED / 300W LUMATEK Attis 300W,LED / 300W LUMATEK Attis 300W,","Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,",Custom,VEGETATION,,,
KPS 2de ronde,Pineapple Sativa,Keraseeds,100 watt,"Green House Feeding,Atami,B.A.C.,",True,Hydroponics,"Other Grow Medium,",Other,"Topping,ScrOG,",0.6,13,1,95,398
Cinderella Auto Fastbuds.,Cinderella Auto,Fast Buds,375 watt,"Advanced Nutrients,PLAGRON.,Agrobeta,CannaBioGen,Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Humus de lombriz Grow Medium,",Paper Towel,"Lollipopping,Defoliation,LST,",0.9,12,1,13.54,52.74
126_Strawberry Gorilla Auto,Strawberry Gorilla Auto,Fast Buds,,,True,Hydroponics,,,"LST,",,10,1,46,440
2022 Shiva Skunk,Shiva Skunk Fem,Sensi Seeds,500 watt,"Hesi,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,,1,15,6,430,
First Photo Grow - PotG (Ethos),Planet Of The Grapes,ETHOS Genetics,500 watt,"Botanicare,Advanced Nutrients,",True,Manual,"FFOF Grow Medium,FFHF Grow Medium,Perlite Grow Medium,",Peat Pellet,"Defoliation,ScrOG,Topping,LST,",,23,1,,
Purple Haze,Purple haze auto,Custom Breeder & Strain,120 watt,"PRO-MIX,Advanced Nutrients,Neptune's Harvest,",True,Manual,"TopoGrow D-Door 24""X24""X48"",Soil Grow Medium,",Paper Towel,"LST,",1.22,11,,60,
WatermelonOG x MangoAuto GreenHouseSeed,Watermelon OG X Mango Auto,Green House Seed Co.,200 watt,"Green House Feeding,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Topping,",1,9,4,,190
Grandpas cookies R2,Grandpa’s Cookies R2 V1,ETHOS Genetics,,"Oregon’s Only (Nectar for the Gods),Fish Head Farms,South Cascade Organics,Real Growers,Advanced Nutrients,",True,Manual,,Glass Of Water,"Topping,LST,Defoliation,",,FLOWERING,,,
M.A.C BX4,M.A.C BX4 From Beanhub,Custom Breeder & Strain,1200 watt,"Green Planet Nutrients,General Hydroponics (GHE),Superthrive,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,9.75,14,16,,128
Kannabia Kickass Auto,Kickass Auto,Kannabia Seed Company,230 watt,"Real Growers,",True,Hydroponics,"Soil Grow Medium,",,,0.87,12,1,190,
New home 2ª ROUND,Wedding Crasher,Royal Queen Seeds,150 watt,"BioBizz,",True,Manual,,,"LST,Topping,Main-Lining,",,13,,70,70
Blackberry Kush Dutch Passion III,Auto Blackberry Kush,Dutch Passion,100 watt,"Top Crop,",True,Manual,"Soil Grow Medium,",Paper Towel,"12-12 Desde Crecimiento,12-12 From Seed,12-12 Desde Floración,",60,13,1,,15
Auto Girl Scout Cookies,Auto Girl Scout Cookies,MSNL,,"Botanicare,Fox Farm,",True,Manual,"Soil Grow Medium,",Peat Pellet,"Defoliation,",,17,1,,16.6
Sativa-dominant auto's,Bruce Banner Auto,MSNL,,"Botanicare,Fox Farm,",True,Manual,"Other Grow Medium,",Peat Pellet,,,18,1,11.5,39.1
Northern Majesty,Alaskan Purple,Seedsman,260 watt,"Gaia Green,",True,Manual,"Soil Grow Medium,",,"Main-Lining,Defoliation,Topping,LST,",0.74,16,1,,
Amnesia Zkittlez,Amnesia Zkittlez Auto,Fast Buds,150 watt,"Canna,",True,Manual,"Canna Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",0.6,10,1,147,
Second Grow: Variety!,Northern Storm Auto,MSNL,,"Botanicare,Fox Farm,",True,Manual,"Other Grow Medium,",Peat Pellet,"Defoliation,",,22,1,,9.64
San Bacio Gelato Humboldt Seed Org.,San Bacio Gelato,Humboldt Seed Organization,150 watt,"B.A.C.,",True,Manual,"Soil Grow Medium,",Paper Towel,,0.4,14,1,191.5,
Sugarcane Clone #Marcud,Sugar Cane,In House Genetics,650 watt,"FloraFlex,Emerald Harvest,Advanced Nutrients,NPK Industries,General Hydroponics (GHE),",True,Manual,"Peatmoss Grow Medium,Perlite Grow Medium,",,"Defoliation,",1.22,17,1,57,140
Wedding Glue Auto,Wedding Glue Auto,Fast Buds,615 watt,"BIOCANNA,Cronk Nutrients,",True,Manual,,Glass Of Water,"LST,",,10,1,88,
Green D,Apple Fritter Feminized,Seeds Genetics Co.,,"Canna,",True,Manual,,,,10.5,10,80,,106.8
BlueberryHeadband - Humboldt,Blueberry Headband,Humboldt Seed Organization,300 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Topping,",1,10,2,,490
Double Runtz XL auto,Runtz XL Auto,Sweet Seeds,250 watt,"Advanced Nutrients,PLAGRON.,General Hydroponics (GHE),Cannaboom,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Defoliation,LST,ScrOG,",Custom,14,2,,187
Indoor MM RQS,Mimosa Automatic,Royal Queen Seeds,"LED / 150W Mars TS 1000,","BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",,FLOWERING,,,
GHSC - Persian Pie,Persian Pie,Green House Seed Co.,250 watt,,True,Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Peatmoss Grow Medium,Pumice for Agriculture Grow Medium,Vermicompost Grow Medium,Vermiculite Grow Medium,",Directly In Substrate,"Topping,Main-Lining,Defoliation,",0.91,21,3,94,314
Indoor RG RQS,Royal Gorilla Automatic,Royal Queen Seeds,"LED / 150W Mars TS 1000,","BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",,FLOWERING,,,
Herbies Seeds - Godzilla Glue #4,Godzilla Glue #4,Herbies Seeds,250 watt,,True,Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Peatmoss Grow Medium,Pumice for Agriculture Grow Medium,Vermicompost Grow Medium,Vermiculite Grow Medium,",Directly In Substrate,"Topping,Main-Lining,Defoliation,",0.28,21,1,,
Indoor NL RQS,Northern Light Automatic,Royal Queen Seeds,"LED / 150W Mars TS 1000,LED / 150W Mars TS 1000,","BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",,VEGETATION,,,
Indoor PP RQS,Purple Punch Automatic,Royal Queen Seeds,"LED / 150W Mars TS 1000,LED / 150W Mars TS 1000,","BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",,FLOWERING,,,
FastBuds tester,Gorilla Cookies Auto,Fast Buds,100 watt,,True,Manual,"Coco Coir Grow Medium,",Directly In Substrate,"Defoliation,LST,HST,",,17,,155.68,
Gorilla Cookies Auto (fastbuds),Gorilla Cookies Auto,Fast Buds,95 watt,"Hesi,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Defoliation,",0.35,12,1,82,
Pan Pestka seeds by Cannabis_Ninja,Wedding Cake Pan Pestka,Custom Breeder & Strain,400 watt,"Superthrive,Canna,PLAGRON.,BioBizz,",True,Manual,"Soil Grow Medium,",,"Topping,",,16,,80,
Calling Dr Greenthumb Calling Dr Green..,Dr Greenthumb’s Em-Dog By B-Real,Humboldt Seed Organization,300 watt,"B.A.C.,",True,Hydroponics,"Coco Coir Grow Medium,",,"Topping,SoG,",1,9,20,,330
White Choco Autoflower,White Choco Autoflower,Amsterdam Genetics,310 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",,"LST,Topping,Defoliation,",0.64,14,1,,4000
New Test Autoflowers #1 & #2,Amsterdam Genetics - Test Autoflower,Custom Breeder & Strain,310 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",,"LST,Defoliation,",0.64,15,2,180,500
RQS - Mimosa Auto - LST Only,Mimosa Automatic,Royal Queen Seeds,100 watt,"RQS Organic Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"LST,Defoliation,ScrOG,",0.5,8,1,,230
Gorilla cookies FAST BUDS,Gorilla Cookies Auto,Fast Buds,,"PLAGRON.,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Peat Pellet,"Risciacquo,Topping,LST,Main-Lining,Defoliation,",,10,1,,360
Strowberry Gorilla (FAST BUDS),Strawberry Gorilla Auto,Fast Buds,400 watt,"PLAGRON.,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Peat Pellet,"Risciacquo,Topping,LST,Main-Lining,Defoliation,",1,10,1,,330
Pink Sugar Breath F2 by VMAN,Pink Sugar Breath F2,Custom Breeder & Strain,480 watt,,True,Manual,"Soil Grow Medium,",Paper Towel,"Transplanting,PRE-HARVEST,HST,Compost Tea,Topping,Defoliation,RePotting,IPM Treatment,",1.11,17,7,573,1354
Gelato Kiss Elev8Seeds,Gelato Kiss,Elev8 Seeds,600 watt,,True,Manual,"Soil Grow Medium,",,,,9,2,,
Proyecto esqueje auto,Cinderella Auto,Fast Buds,375 watt,"PLAGRON.,Advanced Nutrients,CannaBioGen,Canna,Green Planet Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",,"Esqueje,Microconicity,",,7,1,,
Cultivo indoor,Pink Rozay,Zamnesia Seeds,480 watt,"PLAGRON.,",True,Manual,"Soil Grow Medium,",Paper Towel,,,16,,,
Jack herer #1,Jack Herer (fem),ILGM,300 watt,"BuildASoil,",True,Manual,"Worm castings 34% Grow Medium,Lava rock 33% Grow Medium,Sphagnum peat moss 33 Grow Medium,",Directly In Substrate,"lollipopping,Lolliepopping,LST,Defoliation,",2.11,17,1,14.5,56.7
Solo cup,Double Grape,Mephisto Genetics,100 watt,"Growth Technology,Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,",Directly In Substrate,"Defoliation,LST,",0.91,10,1,29,
Amnesia CBD Auto under TS1000 Mars Hydro,Amnesia Autoflowering CBD,Dinafem,150 watt,"Atami,PLAGRON.,Canna,Hesi,Jungle indabox,",True,Hydroponics,"Mineral Wool Grow Medium,",Glass Of Water,"Defoliation,ScrOG,LST,",0.5,15,1,177,440
Gorilla Cookies & Strawberry Pie,Gorilla Cookies Auto,Fast Buds,"LED / 100W Mars TS 600,LED / 100W Mars TS 600,","BioBizz,RQS Organic Nutrients,B.A.C.,",True,Manual,"Soil Grow Medium,",,"LST,FIMing,Defoliation,",,FLOWERING,,,
Cream Brulee and no speck gain!,Cream Brulee Auto,Hypno Seeds,150 watt,"BioBizz,Aptus,Green House Feeding,Nortembio,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,,0.36,11,1,80,412
Original Auto Northern Lights,Northern Lights Auto,Fast Buds,100 watt,"General Hydroponics (GHE),Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,",1,11,1,47.5,47.5
The Patients,Purple Lemonade Auto,Fast Buds,660 watt,"Gaia Green,Xtreme Gardening,",True,Manual,"Peat Moss Organic Grow Medium,",Directly In Substrate,"LST,Defoliation,",29.73,10,3,,
หีฉ่ำ,Juicy Pussy Auto,Hypno Seeds,,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,,,9,1,22,80
Single plant SCROG,White Widow,Seedsman,315 watt,"Professor's Nutrients,Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"ScrOG,",Custom,8,1,225,
Banana Sherbert Original Sensible Seeds,Banana Sherbet,Original Sensible Seeds,400 watt,"BuildASoil,Rootwise Soil Dynamics,",True,Manual,"Gorilla Grow Tent GGT 4x4,",Paper Towel,"Topping,Defoliation,",4.88,16,1,,
Seedsman Black Sugar,Black Sugar,Seedsman,400 watt,"BuildASoil,Rootwise Soil Dynamics,",True,Manual,"Gorilla Grow Tent GGT 4x4,Soil Grow Medium,",,,4.88,16,1,,
