diary_name,strain,strains_company,light_watt,nutrients,indoor,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Lemon Haze Auto Expert Seeds,Lemon Haze Auto,Expert Seeds,250 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",,"LST,",Custom,11,,,
cali og,og,Custom Breeder & Strain,,,True,Manual,,,"HST,Main-Lining,",,12,,,
Red pure auto,Red Pure Auto CBD,Sweet Seeds,"LED / 600W Custom,","Green House Feeding,Atami,",True,Manual,,Paper Towel,"Defoliation,SoG,",,11,28,,
"GOING LOCO, DOWN IN......",Acapulco Gold Autoflower,MSNL,140 watt,"Gen1:11,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Defoliation,LST,",,13,1,71,
Gorilla Cookies Auto by Fastbuds,Gorilla Cookies Auto,Fast Buds,150 watt,"General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,",Directly In Substrate,"LST,",7.62,14,3,187.11,0.28
Frambo 4 sweet seeds testing TS1000,Tropicanna Poison XL Auto,Sweet Seeds,150 watt,"Bio Tabs,Atami,",True,Manual,"Soil Grow Medium,",Paper Towel,,0.8,9,1,15,400
Gorilla Glue #4,Gorilla Glue #4,Original Sensible Seeds,480 watt,,True,,"AC Infinity Cloudlab 743D Advance Grow Tent 4x3 (48"" X 36"" X 72""),Expanded Clay Grow Medium,",Peat Pellet,,0.9,0,2,,
"wedding cake, killer buds, nyc diesel",Auto NYC Diesel,Advanced Seeds,1000 watt,"PLAGRON.,",True,Manual,"Coco Coir Grow Medium,",,,,8,1,,123
Mad Science,Durban Poison,Custom Breeder & Strain,"LED / 240W XS2000,","Dr. Earth,Fox Farm,",True,Manual,"Soil Grow Medium,Other Grow Medium,",Other,"Main-Lining,Defoliation,",,15,3,,170
Gold Digger(GDP x Trophy Wife),SurfrSeeds - Gold Digger (GDP x Trophy Wife),Custom Breeder & Strain,200 watt,,True,Manual,"Soil Grow Medium,",,,,8,,,
Fenos Seleccionados y Hunting de Radical,Radical Juice,Ripper Seeds,550 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Other Grow Medium,",,"SoG,ScrOG,Topping,Defoliation,",2,13,32,,580
Critical+2.0 Auto by Seedsman,Seedsman - Critical+2.0 Auto,Custom Breeder & Strain,,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Rice hulls Grow Medium,",,"FIMing,Topping,",,FLOWERING,,,
GreenSeeds-CBD26:1 compolti x lemon kush,Green Seeds - CBD 26:1 ratio (Compolti x Lemon Kush),Custom Breeder & Strain,900 watt,"General Hydroponics (GHE),",True,Manual,"BloomGrow GT 48''X24''X72'',Soil Grow Medium,Perlite Grow Medium,Worm castings Grow Medium,",Other,"Topping,12-12 From Seed,",,20,,,
Ethos Crescendo,Crescendo RBX1,ETHOS Genetics,300 watt,,True,Manual,"Pro mix hp Grow Medium,",Other,,,9,,,
Gary’s Eyez Photo period,Seed Junky Genetics - Gary’s Eyez,Custom Breeder & Strain,760 watt,"New Millenium,General Hydroponics (GHE),FloraFlex,Terpinator,",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Coco Coir Grow Medium,Perlite Grow Medium,",,"ScrOG,Topping,LST,Defoliation,",1.22,11,1,,
Putang by Mass Medical,PuTang,Mass Medical Strains,760 watt,"General Hydroponics (GHE),Aurora Innovations (Roots Organics),FloraFlex,Terpinator,",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Coco Coir Grow Medium,Perlite Grow Medium,",,,1.22,11,1,,
Grape Skunk,Grape Skunk,Quebec Cannabis Seeds QCS,150 watt,"Advanced Nutrients,General Hydroponics (GHE),Terpinator,",True,Manual,"sunshine mix Grow Medium,",Glass Of Water,"Defoliation,",1.52,12,1,,
Flap Jacks 2.0 Photoperiod,Flap Jacks,In House Genetics,760 watt,"New Millenium,General Hydroponics (GHE),FloraFlex,Terpinator,",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Coco Coir Grow Medium,Perlite Grow Medium,",,"ScrOG,Topping,LST,Defoliation,",1.22,11,1,,
Roji OG,Roji OGS,Quebec Cannabis Seeds QCS,150 watt,"Advanced Nutrients,General Hydroponics (GHE),Terpinator,",True,Manual,"sunshine mix Grow Medium,",Glass Of Water,"Defoliation,",1.52,12,1,,
Hash Plant,Ethos Hash Plant BX1,ETHOS Genetics,300 watt,"Gaia Green,General Hydroponics (GHE),",True,Manual,"BloomGrow GT 48''X24''X72'',Soil Grow Medium,Perlite Grow Medium,Worm castings Grow Medium,",Other,"Topping,",,22,,,
Lemon OG Kush,Lemon OG Kush,Quebec Cannabis Seeds QCS,150 watt,"Advanced Nutrients,General Hydroponics (GHE),Terpinator,",True,Manual,"sunshine mix Grow Medium,",Glass Of Water,"Defoliation,",1.52,12,1,,
Bloody Skunk Auto (Red Family),Bloody Skunk Auto®,Sweet Seeds,"LED / 450W Custom,LED / 100W Custom,","Fox Farm,Gaia Green,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,",6,11,1,,
Upside down cake - dwc,Pineapple Upside Down Cake,Humboldt Seed Company,100 watt,"J.R. Peters, Inc.,",True,Hydroponics,"Expanded Clay Grow Medium,",Paper Towel,"DWC,Topping,LST,ScrOG,FIMing,",,10,,,
Grow tent 3,Lambs Breath Autoflower,Crop King Seeds,450 watt,"Fish Head Farms,Remo Nutrients,",True,Hydroponics,"Mineral Wool Grow Medium,",Rockwool Cube,"LST,",Custom,13,,,
North Thunderfuck - Farm #11,North Thunderfuck Automatic,Royal Queen Seeds,174 watt,"RQS Organic Nutrients,PLAGRON.,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,",0.72,11,2,106,
"Automaticas Psycho Mix ""BSF""",AK XXL Auto,BSF Seeds,,"Top Crop,Grotek,",True,Manual,"Coco Coir Grow Medium,Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,",,10,1,,270
Critical 2.0/Blue Dream Auto !#420J,Blue Dream Auto,Garden Of Green,"LED / 150W (×2) VS1500,LED / 150W (×2) VS1500,",,True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"HST,LST,Defoliation,",,FLOWERING,,,
Chocolate Heaven,Chocolate Heaven,G13 Labs,240 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Hydroton Pebbles Grow Medium,Biochar Grow Medium,Alfafa meal Grow Medium,Kelp meal Grow Medium,Guano Grow Medium,Neem meal Grow Medium,Volcanic rock dust Grow Medium,Gypsum Grow Medium,",,"Defoliation,LST,Topping,",0.19,16,1,241,141
konguette III syg'jeleüvœu,Gorilla Cookies Auto,Fast Buds,55 watt,"BioBizz,",True,Drip,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,",0.16,12,1,29.15,
Berry Queen,Strawberry Eclair,G13 Labs,260 watt,"Gaia Green,",True,Manual,"Soil Grow Medium,",,"Defoliation,Main-Lining,LST,Topping,",2.44,17,1,,
SintrexGrow North Thunderfuck Autoflower,North Thunderfuck Automatic,Royal Queen Seeds,,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Rockwool Cube,"12-12 From Seed,Defoliation,",,12,1,90,
Critical Autopot,Critical,Royal Queen Seeds,480 watt,"Gold Label,",True,Hydroponics,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,LST,Defoliation,HST,",0.1,13,1,91.2,
Granny grow - Royal Bluematic,Royal Bluematic,Royal Queen Seeds,600 watt,"RQS Organic Nutrients,BioBizz,",True,Manual,"light mix Grow Medium,",Directly In Substrate,"Defoliation,LST,",,16,1,14.4,
First try of reveg. With a clone.,Da Critical,Philosopher Seeds,150 watt,"Hesi,BioBizz,Advanced Nutrients,General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,",Rockwool Cube,"Defoliation,ScrOG,Reveg,Main-Lining,Topping,",0.55,18,,57.5,1
Purple Queen RQS Autopot,Purple Queen,Royal Queen Seeds,480 watt,"Gold Label,Growth Technology,",True,Hydroponics,"Coco Coir Grow Medium,Perlite Grow Medium,",,,0.2,14,2,64,64
Marshydro GT 4'*4'*6'5 - Biscotti x Purp,Biscotti croisé purple punch,Custom Breeder & Strain,150 watt,"Growth Technology,Green House Feeding,Advanced Nutrients,",True,,"Soil Grow Medium,Vermiculite Grow Medium,Perlite Grow Medium,Bat guano Grow Medium,HumusLombric Grow Medium,Trichodermas arsinum ghe Grow Medium,Air dôme Grow Medium,",Rockwool Cube,"Defoliation,Topping,ScrOG,HST,",0.55,17,1,113,100
Stawnana purps,Strawberry Banana Purps Auto,Ganja Farmer Seeds,140 watt,"Gen1:11,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"LST,Defoliation,",,12,1,42,
Run 4 WAX,Banana Purple Punch Auto,Fast Buds,300 watt,"RQS Organic Nutrients,BioBizz,General Hydroponics (GHE),Advanced Hydroponics of Holland,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",,,0.72,12,2,176,
Auto (Glueberry O.G.) (Skywalker Haze),Auto Skywalker Haze,Dutch Passion,600 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,",7,13,2,,
Mexican Airlines Auto,Mexican Airlines Auto,Fast Buds,150 watt,"General Hydroponics (GHE),Terra Power,",True,Manual,"Coco Coir Grow Medium,Vermiculite Grow Medium,",Other,"LST,Defoliation,",Custom,11,2,158,158
Gorila Zkittlez,Gorilla Zkittlez Auto,Fast Buds,300 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Topping,LST,",,11,1,,
Blue Sunset Sherbert x 2,Blue Sunset Sherbert,Barney'S Farm,310 watt,"Monkey Nutrients,Advanced Nutrients,",True,Manual,"Biobizz allmix Grow Medium,",Paper Towel,,,14,2,,45
Rynos grow tent,Gelato Auto,Herbies Seeds,600 watt,"Cronk Nutrients,True Plant Science (TPS),Fish Head Farms,Mammoth Microbes,Aurora Innovations (Roots Organics),",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Coco Coir Grow Medium,Perlite Grow Medium,",,,1.22,11,1,,85.05
Grimace,Purple Punch,ILGM,1080 watt,"Bio Diesel Nutrients,",True,Manual,"Gorilla Grow Tent GGT 2x4,Coco Coir Grow Medium,Coco chips Grow Medium,",,"HST,LST,Defoliation,Topping,",0.84,15,2,793.79,3401.94
Mimosa Cake Auto,Mimosa Cake Auto,Fast Buds,200 watt,,True,Manual,"Promix-HP Grow Medium,Worm castings Grow Medium,",Directly In Substrate,,,2,1,,
juary's closet,Blackberry Gum,Seedstockers,100 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,1,11,1,,160
Pre 98 Bubba & Dirty Blonde,Pre-98 Bubba,Twenty20,650 watt,"General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,Defoliation,",1.52,12,4,,340.19
Strawberry gelatti,Strawberry gelatti,SinCity Seeds,,"Oregon’s Only (Nectar for the Gods),Fish Head Farms,South Cascade Organics,",,,,,"Defoliation,LST,Topping,",30.48,13,3,210,
Watermelon Zkittles X Velvet Moon - GHS,AlienZ,Green House Seed Co.,730 watt,"Growth Technology,Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,2.32,17,4,,1022
FBT2302,FBT2302,Fast Buds,150 watt,,True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,",0.61,7,1,,28.35
FBT2306,FBT2306,Fast Buds,150 watt,"Real Growers,",True,Manual,"Soil Grow Medium,",Glass Of Water,,0.61,8,1,,28.35
Shkiper kush,OG Kush,Custom Breeder & Strain,400 watt,,True,,"Soil Grow Medium,",,"LST,ScrOG,",1,15,1,,442
Original Chemdawg Auto,Chemdawg Auto,Fast Buds,600 watt,"BIOCANNA,Cronk Nutrients,",True,Manual,"Soil Grow Medium,",,"Topping,",,12,1,130,
Dreams of a White Xmas,Auto American Pie,Pyramid Seeds,250 watt,"Aurora Innovations (Roots Organics),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"LST,Defoliation,",0.98,11,1,,
Super Orange Haze (Mephisto Genetics),Super Orange Haze,Mephisto Genetics,"LED / 100W (×2) Custom,LED / 450W Custom,","Fox Farm,",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,Defoliation,",,12,1,25.9,32
RQS Northern Lights Automatic (Freebie),Northern Light Automatic,Royal Queen Seeds,95 watt,"Advanced Nutrients,Vitalink,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"LST,Defoliation,",0.37,18,1,,334
Ochopintre Auto |,Ochopintre Auto,Caucasian Seeds,240 watt,,True,Manual,"Soil Grow Medium,",,,Green Box,10,1,56,55
Anesia//marshydro//imperiumX,IMPERIUM X®,Anesia Seeds,480 watt,"RQS Organic Nutrients,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"12-12 From Seed,HST,Defoliation,",,12,1,,
The high chameleon//marshydro//mendo t,Mendo T,The High Chameleon,480 watt,"RQS Organic Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Rqs nutrients Grow Medium,",,"12-12 From Seed,HST,Defoliation,",,12,1,,
Grease Monkey x Cartel Runtz,Grease Monkey x Cartel Runtz,Custom Breeder & Strain,250 watt,"Agrobacterias,Terranabis,",True,Manual,,,"LST,Topping,",,5,,,
Purple Punch,Purple Punch Auto,Fast Buds,680 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Glass Of Water,"Defoliation,LST,",0.6,9,1,235,1427
TRprogrower...,Northern Light,Royal Queen Seeds,960 watt,"Canna,Advanced Nutrients,",True,Drip,"Coco Coir Grow Medium,Expanded Clay Grow Medium,",Directly In Substrate,"ScrOG,LST,Topping,Main-Lining,Defoliation,",2.9,17,6,,
TRprogrower... (ROYALQUEEN Gelato Coo.),Cookies Gelato,Royal Queen Seeds,1600 watt,"Canna,Advanced Nutrients,",True,Drip,"Coco Coir Grow Medium,Expanded Clay Grow Medium,",Directly In Substrate,"ScrOG,Topping,LST,Main-Lining,Defoliation,",4.5,18,8,,
Jack Herer Legal Marijuana in Thailand,Jack Herer Auto,Fast Buds,1210 watt,"Advanced Nutrients,",True,Hydroponics,"Mineral Wool Grow Medium,",Rockwool Cube,"LST,",2.8,13,,500,450
Gorilla Sherbet F1,Gorilla Sherbet F1 Fast Version,Sweet Seeds,240 watt,"Cyco Platinum Series,Green House Feeding,",True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,LST,",1,13,4,,
Sweet Skunk #2,Sweet Skunk Fast Version®,Sweet Seeds,240 watt,"Cyco Platinum Series,Green House Feeding,",True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,LST,",1,13,2,,
First indoor autoflowers,Gorilla Cookies Auto,Fast Buds,240 watt,,True,Manual,"Soil Grow Medium,",,"LST,Defoliation,",,12,4,,170
White Runtz,white runtz,Custom Breeder & Strain,200 watt,"Advanced Nutrients,",,,"Soil Grow Medium,",,"LST,",,12,,121,
Auto flowering,Blackberry Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",True,Hydroponics,"Other Grow Medium,",,"LST,Defoliation,",Custom,8,1,,385
Gelato auto,Gelato Auto,Fast Buds,310 watt,,True,Manual,"Mineral Wool Grow Medium,Soil Grow Medium,",Rockwool Cube,,0.7,9,1,35,60
Grapes and Cream (PhinestCannabis),Cannarado Genetics - Grapes and cream by PHINEST CANNABIS,Custom Breeder & Strain,200 watt,,True,Manual,"CoolGrows 32″X 32″X 63″ Indoor Hydroponics Mylar Grow Tent Room For Plant Growing,Soil Grow Medium,",,,,8,,,
Candy kush express (fast flowering),Candy Kush Express,Royal Queen Seeds,150 watt,"Canna,Top Crop,Advanced Nutrients,Mammoth Microbes,BioBizz,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,FIMing,ScrOG,Defoliation,",0.8,11,1,,
1° indoor 4 cepas,Unknown Kush,Delicious Seeds,250 watt,"Top Crop,BioBizz,Mammoth Microbes,Advanced Nutrients,Terranabis,",True,Manual,"Soil Grow Medium,",,"Defoliation,",0.8,11,,,
Og kush auto,Og kush auto senoma seeds,Custom Breeder & Strain,100 watt,"Fox Farm,Botanicare,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,",,10,1,,190
Testing some dank for GHSC,Caramel Apple Gelato X Gelato #41,Green House Seed Co.,"LED / 480W FC-E 4800,",,,Manual,,Paper Towel,"ScrOG,Topping,Defoliation,",,24,,,
Pink Rozay x strawberry banana,Pink Rozay x Strawberry Banana Auto,Original Sensible Seeds,"LED / 300W SE3000,","Athena,",True,Manual,"CoolGrows GT 48x48x80,Soil Grow Medium,",Paper Towel,"Defoliation,",4,10,1,,
SoMango,Auto Sweet Soma,00seeds,356 watt,"Element Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,,11,,,
Big in Japan - Shogun(RQS),Shogun,Royal Queen Seeds,100 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"FIMing,Defoliation,LST,Topping,Main-Lining,",0.4,28,1,30,120
Purple haze auto fem,Purple Haze Auto,Original Sensible Seeds,600 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Directly In Substrate,"LST,Defoliation,",0.45,13,1,,30
Second run,Auto Blueberry,00seeds,400 watt,"Hesi,PLAGRON.,",True,Manual,"Plagron Lightmix Grow Medium,",Directly In Substrate,"LST,ScrOG,Topping,Defoliation,",1,18,1,,1300
Gorilla Cookies Auto,Gorilla Cookies Auto,Fast Buds,750 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",Directly In Substrate,,,9,1,,
Bulk Seed Bank Auto Grow,Auto Cocopopo,BulkSeedBank,750 watt,,True,Manual,"Soil Grow Medium,Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",Directly In Substrate,,,12,1,,
Autos Vaco,White Widow Automatic,White Label,300 watt,"PLAGRON.,",True,Manual,"Soil Grow Medium,",,"LST,",1,10,1,,
Apple Fritter Auto x3,Apple Fritter Automatic,Zamnesia Seeds,1000 watt,,True,Manual,"Soil Grow Medium,",,"LST,",,12,2,,140
Pink Rozay Auto x3,Pink Rozay Automatic,Zamnesia Seeds,1000 watt,,True,Manual,"Soil Grow Medium,",,"LST,",,12,3,,280
Emerald Fire OG Auto x3,Emerald Fire OG Auto,Humboldt Seed Company,1000 watt,,True,Manual,"Soil Grow Medium,",,"LST,",,12,2,,191
Anesia2022//marshydro//metrop,Tahiti Vibez Auto,Anesia Seeds,300 watt,"Metrop,",True,Manual,"Soil Grow Medium,",Glass Of Water,"HST,Defoliation,",,10,1,112,
Greenhouse2022//marshydro//metrop,Kings Juice Auto,Green House Seed Co.,300 watt,"Metrop,",True,Manual,"Soil Grow Medium,",Glass Of Water,"HST,Defoliation,",,10,1,122,
Original sensible2022//marshydro//metrop,Pink Rozay x Strawberry Banana Auto,Original Sensible Seeds,300 watt,"Metrop,",True,Manual,"Soil Grow Medium,",Glass Of Water,"HST,Defoliation,Stress hydrique,",,10,1,118,
SIMONJG11,Fastbuds gorilla glue fastbuds skittles,Custom Breeder & Strain,310 watt,,True,Manual,"My own organic mix Grow Medium,Soil Grow Medium,",,"LST,",,9,,,
Sugar Bomb Punch,Sugar Bomb Punch,Dutch Passion,240 watt,"Cyco Platinum Series,Green House Feeding,",True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,LST,",1,13,4,,
Cookies haze kannabia (first indoor),Cookies Haze,Kannabia Seed Company,250 watt,"Canna,Top Crop,Mammoth Microbes,BioBizz,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"FIMing,Defoliation,LST,ScrOG,",0.8,15,1,,
Sour stomper,Sour Stomper,Mephisto Genetics,480 watt,"Fish Head Farms,",True,Manual,"Soil Grow Medium,",,"LST,",Custom,12,1,,79.38
CRITICAL XXL BSF EXTERIOR EN CHILE,Critical +2 XXL Auto,BSF Seeds,,"BioBizz,",True,Manual,"ligh mix bio bizz Grow Medium,",Paper Towel,"12-12 From Seed,LST,",,10,2,,270
MİMOSA CAKE AUTO,Mimosa Cake Auto,Fast Buds,,,,Manual,,,"Defoliation,",,FLOWERING,,,
gorilla cookies auto (fast buds),Gorilla Cookies Auto,Fast Buds,1000 watt,"Nulife Technologies,Superthrive,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,",,11,1,20.13,20
Black Frozen,Frozen Black Cherry,Anesia Seeds,390 watt,"BioBizz,Hesi,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,Defoliation,",0.8,17,1,74,
Blackberry auto - fastbuds,Blackberry Auto,Fast Buds,310 watt,,True,Manual,"Batmix Grow Medium,Lightmix Grow Medium,",,,1,8,2,,20
CALAMITY JANE,Calamity Jane,Buddha Seeds,310 watt,"Top Crop,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,"HST,Defoliation,",Custom,10,14,415,5000
Gush Mints,Gush Mints,Purple City Genetics,200 watt,,True,Manual,"CoolGrows 32″X 32″X 63″ Indoor Hydroponics Mylar Grow Tent Room For Plant Growing,Soil Grow Medium,Perlite Grow Medium,",,"LST,ScrOG,",0.91,18,2,,240
Forbidden Runtz,Forbidden Runtz Auto,Fast Buds,650 watt,"Gaia Green,",True,Manual,"AC Infinity Cloudlab 866 Advance Grow Tent 5x5 (60"" X 60"" X 80""),Other Grow Medium,",,,7.62,9,2,3373.59,243.81
RQS Autumn Cup Purple Queen Auto,Purple Queen Automatic,Royal Queen Seeds,150 watt,"RQS Organic Nutrients,Canna,",True,Manual,"Soil Grow Medium,",Peat Pellet,"Topping,LST,Defoliation,",0.25,14,1,46.7,239
Moby Dick Auto,Moby Dick Auto,Barney'S Farm,100 watt,"BioBizz,",True,Manual,"Freedom Farms Grow Medium,",Directly In Substrate,"LST,Defoliation,",0.64,14,1,90,120
Dos Si Dos Auto,Dos Si Dos Auto,Barney'S Farm,100 watt,"BioBizz,",True,Manual,,Paper Towel,"LST,Defoliation,",0.64,15,1,50,89
Zkittlez OG Auto,Zkittlez OG Auto,Barney'S Farm,"LED / 100W Custom,","BioBizz,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",0.64,16,1,122,122
GRC x BBC in autopots,GRC x BBC,Custom Breeder & Strain,300 watt,"Remo Nutrients,",True,Hydroponics,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Flush,Topping,Supercropping,ScrOG,Defoliation,",2.44,14,2,120,
FASTBUDS CHERRY COLA,Cherry Cola Auto,Fast Buds,150 watt,,True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,Defoliation,",Custom,12,1,68.5,70.87
Super Sativa Selection under MarsH 1/2,Choco Haze,Zamnesia Seeds,300 watt,"Dynomyco,BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,1.2,17,,,220
Cookies Gelato - Farm #11,Cookies Gelato Automatic,Royal Queen Seeds,174 watt,"RQS Organic Nutrients,PLAGRON.,",True,Manual,"Soil Grow Medium,",Directly In Substrate,,0.72,11,1,61,
WSE Blackberry Kush UnitFarm UF4000V2,Blackberry Kush feminized seeds,Weedseedsexpress,400 watt,,True,Manual,"Soil Grow Medium,",Glass Of Water,"Defoliation,Topping,LST,",2.74,17,2,147.4,478
gypsy,Critical Kush Auto,Barney'S Farm,600 watt,"Advanced Nutrients,House & Garden,",True,Manual,"Soil Grow Medium,",,,,7,9,,630
Apple Betty #2,Apple Betty,Herbies Seeds,,"Advanced Nutrients,",,,,,"LST,ScrOG,",,12,2,,340.19
Mountaintop Mint - clones,Mountaintop Mint,Humboldt Seed Company,200 watt,"Cutting Edge Solutions,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"ScrOG,SoG,Topping,",0.91,25,2,42.52,816.47
Acapulco gold auto (Auto seeds) DWC,Acapulco Gold,Auto Seeds,480 watt,"Blue Planet Nutrients,Athena,",True,Hydroponics,"Clay pebbles Grow Medium,Water Grow Medium,Rockwool Grow Medium,",Glass Of Water,"Root pruning,Defoliation,LST,Lollipopped,",5.02,13,1,,300
banapurp,Banana Purple Punch Auto,Fast Buds,100 watt,"BioBizz,Growth Technology,",True,Manual,"Autre Grow Medium,",Paper Towel,"LST,Defoliation,",,8,1,11,80
Gg4 in dwc,bsb genetics gorilla glue #4,Custom Breeder & Strain,480 watt,,True,Hydroponics,"Water Grow Medium,",,,,10,1,,
lemonade session,lemon cake,Custom Breeder & Strain,,,True,Manual,"Soil Grow Medium,Soil Grow Medium,",,"LST,Topping,",,FLOWERING,,,
Strawberry Banana - FastBuds,Strawberry Banana Auto,Fast Buds,200 watt,"PLAGRON.,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Other,"Defoliation,LST,Lollipopping,Defoliation,",0.6,14,1,61,
Chocolate Wafflez,Chocolate Wafflez,Paradise Seeds,330 watt,"Bio Tabs,",True,Manual,"Soil Grow Medium,",Directly In Substrate,,0.24,13,2,90.3,324.1
Apple Fritter,Apple Fritter,Zamnesia Seeds,330 watt,"Bio Tabs,",True,Manual,"Soil Grow Medium,",Directly In Substrate,,0.12,13,1,49.7,169.4
Green gelato super auto,Green Gelato Automatic,Royal Queen Seeds,,"Green House Feeding,",True,Manual,"Coco Coir Grow Medium,",Glass Of Water,"Defoliation,",0.8,12,3,,80
Tiny pot challenge. Ice cream cup,Ice cream cake local breeder,Custom Breeder & Strain,240 watt,"General Hydroponics (GHE),Fox Farm,",True,Manual,"Soil Grow Medium,",Glass Of Water,"12-12 from third node in second week.,LST,FIMing,Defoliation,",2.44,11,1,2.9,17
My First Autoflower,Bruce Banner Auto,Ganja Farmer Seeds,300 watt,"Dr. Earth,PLAGRON.,",True,Manual,"Worm Castings Grow Medium,Sphagnum Peat moss Grow Medium,Lava rock Grow Medium,",Directly In Substrate,"LST,",9.75,12,1,56.98,229.63
AlienZ In Mars,AlienZ,Green House Seed Co.,"LED / 480W FC-E 4800,",,,Manual,,Paper Towel,"ScrOG,Topping,Defoliation,",,24,,,
Cloud walker on Mars,Cloud Walker,Green House Seed Co.,"LED / 480W FC-E 4800,",,True,Manual,,Paper Towel,"ScrOG,",,24,,,
Still a Newbie,Durban Sunrise Auto,Twenty20,300 watt,"BuildASoil,Dynomyco,",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,Defoliation,",,9,1,,43
Ethos Candy Store,Candy Store RBX,ETHOS Genetics,"LED / 760W Custom,LED / 760W Custom,","New Millenium,General Hydroponics (GHE),FloraFlex,Terpinator,",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Coco Coir Grow Medium,Perlite Grow Medium,",,"ScrOG,Topping,LST,Defoliation,",,FLOWERING,,,
SouthMissGardens,Northern Lights,Seedsman,100 watt,"Gaia Green,",True,Manual,"Soil Grow Medium,Other Grow Medium,",Glass Of Water,"LST,",,12,1,,70.87
Random Auto 'From Vegas',Random Gifted Strain,Custom Breeder & Strain,100 watt,"Gaia Green,",True,Manual,"Soil Grow Medium,",,"LST,Defoliation,",,11,1,,85.05
1st time blueprint,Forbbiden blueprint - el Krem,Custom Breeder & Strain,"LED / 480W FC-E 4800,",,True,Manual,,Paper Towel,"ScrOG,Topping,Defoliation,",,24,,,
