diary_name,strain,strains_company,light_watt,nutrients,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Zona D'ombra,Lemon haze auto,Custom Breeder & Strain,300 watt,"Top Crop,",Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,Other Grow Medium,",,,,19,2.0,120.0,320.0
ViparspectraKS5000xSmoothieAutoFastBuds,Smoothie Auto,Fast Buds,500 watt,,Manual,"Soil Grow Medium,",,,12.48,13,1.0,,180.0
BLUES,Blueberry,Dutch Passion,530 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,",Paper Towel,"SoG,Topping,Defoliation,",1,13,5.0,,185.0
Pineapple upside-down cake,Pineapple Upside Down Cake,Humboldt Seed Company,1560 watt,"Oregon’s Only (Nectar for the Gods),Plant Success (Plant Revolution),",Drip,"Custom super soil coco based Grow Medium,Autopots bottom water with top feed Grow Medium,H2O w/ silica, orca, king crab ph 6.4 Grow Medium,",,"LST,Topping,ScrOG,",24.38,12,,,
WeddingGlue&CherryCola&KiwiBand,Cherry Cola Auto,Fast Buds,200 watt,"Real Growers,Fox Farm,",Manual,"King rootz Grow Medium,",Glass Of Water,"LST,Defoliation,ScrOG,",Custom,10,1.0,67.0,67.0
Tropicana Cookies,Tropicana Cookies Auto,Fast Buds,260 watt,"PLAGRON.,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,",1,10,3.0,250.0,
Froot by the Foot,Froot by the Foot,Atlas Seed,200 watt,,Manual,"Soil Grow Medium,",,,Custom,9,1.0,60.88,60.95
AK-47 Extrm Auto,Ak 47 XTRM Auto,Amsterdam Marijuana Seeds AMS,240 watt,"Root Farm,General Hydroponics (GHE),Botanicare,",Manual,"Soil Grow Medium,",Glass Of Water,"Defoliation,",9.75,13,4.0,204.3,938.8
Bruce Banner Auto,Bruce Banner Auto,Sweet Seeds,"LED / 615W ZEUS 600W PRO 2.9,",,Manual,"Bio Bizz All-mix Grow Medium,",,,1.44,12,4.0,,
Blue dreamatic fast buds,Blue Dream Auto,Fast Buds,,"Emerald Harvest,",Manual,"Soil Grow Medium,",,"LST,Defoliation,",,12,,,
First grow in living soil hugelkultur,10th Planet,ETHOS Genetics,600 watt,,Manual,"Other Grow Medium,",,"LST,ScrOG,Topping,",,14,4.0,,1077.28
Black sugar,Black Sugar,Seedsman,680 watt,,Hydroponics,"Vermiculite Grow Medium,",,"LST,ScrOG,",,18,1.0,441.0,
F2 testing,Saiyan Lettuce F2ZkZMLNGM,Custom Breeder & Strain,245 watt,,Manual,"Soil Grow Medium,",Directly In Substrate,,0.3,10,1.0,,20.0
Mimosa cake auto 12/12,Mimosa Cake Auto,Fast Buds,270 watt,"Advanced Nutrients,Top Crop,Green House Feeding,",Manual,"Perlite Grow Medium,Coco Coir Grow Medium,Expanded Clay Grow Medium,",,"12-12 From Seed,",0.64,10,1.0,160.0,280.0
Living Soil AutoPot,Amnesia Zkittlez Auto,Fast Buds,245 watt,,Hydroponics,"Soil Grow Medium,",Glass Of Water,"LST,",,11,1.0,56.7,85.05
Sour Apple Auto,Sour Apple Autoflower,Humboldt Seed Company,100 watt,"Fox Farm,Botanicare,",Manual,"Coco Coir Grow Medium,",,,,10,1.0,,28.35
Cultivo interior,Seriosa,Serious Seeds,480 watt,,Manual,"Soil Grow Medium,",,"Topping,",1.2,16,2.0,,160.0
Auto mokum’s tulip,Auto Mokum's Tulip,Dutch Passion,650 watt,"B.A.C.,",Manual,"Soil Grow Medium,",,"LST,Defoliation,",1,10,1.0,160.0,679.0
Multi Cultivar Run (A/F/S),Auto Mimosa Punch,Dutch Passion,208 watt,"NPK Industries,",Manual,"CoolGrows GT 48x48x80,ProMix BX Grow Medium,Soil Food - Worm Castings Grow Medium,",Paper Towel,,,13,1.0,,42.52
3M ⛛ The magic land,Blubonik,Genehtik,100 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,Vermiculite Grow Medium,Humus Grow Medium,Bocashi Grow Medium,Minerals Grow Medium,",Directly In Substrate,"Lamp change,I add mulch,Defoliation,Maximum brightness,More lights,Green Mulch,Just enjoying,Live dry amendments,Live Mulch,Foliar spray,Lamp replacement,Watching buds fatten,Foliar application,Dry amendment,Topping,Pot transplant,Living mulch,Dry amendments,1 hour less light,LST,",0.18,22,1.0,233.0,723.0
BCN Critical XXL Auto (BCN1),BCN Critical XXL Autoflower,Seedstockers,310 watt,"Botanicare,Advanced Nutrients,",Manual,"Coco Coir Grow Medium,",Paper Towel,"LST,Defoliation,Super Cropping,",2,16,3.0,110.0,
Blackberry Gum (BG1),Blackberry Gum Autoflower,Seedstockers,310 watt,"Botanicare,Advanced Nutrients,",Manual,"Coco Coir Grow Medium,",Paper Towel,"LST,Defoliation,Super Cropping,",Custom,17,1.0,32.0,
SexBud Nr. 2,SexBud,Female Seeds,200 watt,"Advanced Nutrients,",Manual,"Coco Coir Grow Medium,",,"Topping,Defoliation,LST,",,20,1.0,,
Gelat.OG from Seedsman #1,Gelat.OG,Seedsman,300 watt,"Dynomyco,Down To Earth,General Hydroponics (GHE),Real Growers,BuildASoil,",Manual,"CoolGrows 32″X 32″X 63″ Indoor Hydroponics Mylar Grow Tent Room For Plant Growing,Coco Coir Grow Medium,Perlite Grow Medium,",,,5.02,16,3.0,216.0,
SoC - 21 clones,Critical Cheese,Dinafem,200 watt,"BioBizz,Advanced Nutrients,Shogun,",Drip,"Soil Grow Medium,Perlite Grow Medium,",,"Defoliation,SoG,",,13,5.0,65.0,
Peyote Zkittlez (Seedsman Cup),Peyote Zkittlez,Seedsman,250 watt,"Green House Feeding,",Manual,"Soil Grow Medium,",Paper Towel,,0.6,10,1.0,2.7,5.5
ViparspectraKS5000 x Runtz XL,Runtz XL Auto,Sweet Seeds,500 watt,,Manual,"Soil Grow Medium,",,,12.48,14,1.0,,230.0
1: Sweet Cheese,Sweet Cheese Fast Version®,Sweet Seeds,400 watt,"Fox Farm,Advanced Nutrients,General Hydroponics (GHE),Terpinator,",Manual,"Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Topping,Defoliation,LST,",0.3,13,1.0,39.69,
Sweetest of skunks F1 compost grow,Sweet Skunk Fast Version®,Sweet Seeds,,,Manual,"Soil Grow Medium,",,"LST,Topping,FIMing,Defoliation,",,19,2.0,,16877.6
Sweet skunk fast version,Sweet Skunk Fast Version®,Sweet Seeds,300 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Defoliation,LST,HST,Topping,ScrOG,",,16,,40.0,
Northern Lights Auto,Northern Lights Auto,Seedsman,300 watt,"Aurora Innovations (Roots Organics),",Manual,"Soil Grow Medium,",Directly In Substrate,,0.3,15,1.0,82.0,
FB | ORANGE SHERBET AUTO x2,Orange Sherbet Auto,Fast Buds,620 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,",Paper Towel,"Topping,LST,",,12,2.0,181.0,763.0
Trop Poison XL Auto,Tropicanna Poison XL Auto,Sweet Seeds,450 watt,,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,1.22,15,5.0,459.83,
Testing Fastbuds 2313,FBT2313,Fast Buds,110 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,0.76,10,,,
Amnesia zkittles,Amnesia Zkittlez Auto,Fast Buds,310 watt,,,,,,,4,1.0,9.0,
Testing FBT2314,Apricot Auto,Fast Buds,120 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,0.76,10,1.0,,
0.1% chance rare feminized auto MALE,Gelato Auto,Fast Buds,400 watt,"Terpinator,Fox Farm,",Manual,"Soil Grow Medium,",Directly In Substrate,,0.99,5,1.0,,
FB | BRUCE BANNER AUTO x2,Bruce Banner Auto,Fast Buds,620 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,",Paper Towel,"LST,",,12,2.0,125.0,948.0
Sour Apple AUTO,Sour Apple Autoflower,Humboldt Seed Company,315 watt,"Fish Head Farms,Real Growers,FloraFlex,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,",0.84,13,1.0,,
Pineapple Express Auto by Fast Buds,Pineapple Express Auto,Fast Buds,150 watt,"Blue Planet Nutrients,URB Natural,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Other,"FIMing,LST,Defoliation,",Custom,11,1.0,,28.35
Purple Punch OG Auto @SSSC,Purple OG Punch,Super Sativa Seed Club,465 watt,"Aptus,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,",0.3,12,1.0,306.0,
FB | MIMOSA CAKE AUTO x2,Mimosa Cake Auto,Fast Buds,620 watt,"Advanced Nutrients,",Manual,"Fox farm Happy Frog Grow Medium,Fox farm Ocean Forest Grow Medium,",Paper Towel,"LST,Defoliation,",,12,2.0,251.0,1210.0
Mephisto Marley’s Grin,Illuminauto #51 - Marley's Grin,Mephisto Genetics,650 watt,"Advanced Nutrients,Real Growers,Mammoth Microbes,",Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Soil Grow Medium,",Glass Of Water,,1.22,12,1.0,,
Lemon haze 10. Gün (İLK GROW),Lemon Haze Feminized,WeedSeedShop,150 watt,,Manual,"Soil Grow Medium,",,,2,10,1.0,,
Amnnesia haze,Hata,Custom Breeder & Strain,480 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,",,"ScrOG,",4,9,4.0,,3500.0
Royal Gorila Automatic RQS,Royal Gorilla Automatic,Royal Queen Seeds,300 watt,"BioBizz,PLAGRON.,Ecothrive,",Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,LST,",2,13,1.0,41.0,107.0
Ethos ZZ,Zweet Auto R BX2,ETHOS Genetics,300 watt,"Green House Feeding,",Manual,"Soil Grow Medium,",,"LST,ScrOG,",0.72,10,1.0,,454.0
Barney's farm LSD & Pineapple Chunk,Unknown,Custom Breeder & Strain,450 watt,,Manual,"AC Infinity Cloudlab 866 Advance Grow Tent 5x5 (60"" X 60"" X 80""),",Other,"Manifolding,Topping,LST,Main-Lining,",,16,,,
Erano le nuove bimbe..tempo di Raccolta,Banana Purple Punch Auto,Fast Buds,1200 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,,1.5,9,3.0,,210.0
Micro grow No2. Alienz n Kush.,AlienZ,Green House Seed Co.,200 watt,"Growth Technology,BioBizz,",Manual,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),",Directly In Substrate,"Topping,",,18,,,
First photoperiod,Expert Seeds - Future,Custom Breeder & Strain,150 watt,,Manual,"Soil Grow Medium,",Directly In Substrate,,,18,1.0,,343.03
Strawberry Cake Auto by TeamQuality420,Strawberry Cake Auto,Ganja Farmer Seeds,100 watt,"Diablo Nutrients,Dakine 420,",Manual,"Soil Grow Medium,",Directly In Substrate,"LST,Defoliation,",,10,1.0,,70.87
Winter 2022 -Purple Skunk Auto (Sensi),Purple Skunk Automatic,Sensi Seeds,352 watt,"PLAGRON.,Wonderland Agronutrients,Gold Label,B.A.C.,Atami,",Manual,"Soil Grow Medium,Perlite Grow Medium,",,,0.75,11,1.0,,170.0
first indoor (mini-)grow,Runtz Auto,Barney'S Farm,65 watt,"PLAGRON.,",Manual,"Soil Grow Medium,",Paper Towel,"FIMing,ScrOG,",0.07,12,1.0,16.0,16.0
I only want to see you bathing in the..,Purple Punch Auto,Fast Buds,240 watt,"Green Buzz Nutrients,Mills Nutrients,Green House Feeding,Aptus,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,,0.32,10,1.0,51.0,243.0
Runtz (fast) Humboldt Seed Organization,Runtz Fast Flowering,Humboldt Seed Organization,400 watt,"Botanicare,General Hydroponics (GHE),Lotus Nutrients,",Manual,"Other Grow Medium,Soil Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",2.32,18,2.0,396.89,1417.47
Green poison 'sweed seeds',Green Poison®,Sweet Seeds,650 watt,"PLAGRON.,",Manual,"Soil Grow Medium,",Glass Of Water,"LST,Topping,ScrOG,Defoliation,",1.44,13,7.0,220.0,1560.0
Oracle Octane by Anesia Seeds,Oracle Octane,Anesia Seeds,200 watt,"BioBizz,Atami,Canna,",Manual,"Biobizz light mix Grow Medium,",Directly In Substrate,,1.2,11,1.0,,
MAC STOMPER,Sunken tresure MAC STOMPER,Custom Breeder & Strain,800 watt,"Hesi,BIOCANNA,Canna,BioBizz,Aptus,",Manual,"Soil Grow Medium,",,"SoG,",0.75,7,13.0,,
Auto future #1,Auto Future #1,Anesia Seeds,250 watt,"Advanced Nutrients,",Hydroponics,"Perlite Grow Medium,",Paper Towel,"Topping,LST,Defoliation,ScrOG,",0.8,12,2.0,238.0,
Afghani F3,Universally Seeded- Afghani F3,Custom Breeder & Strain,"LED / 0W X420 Targeted,LED / 0W X420 Targeted,","Lotus Nutrients,CX-Horticulture,",Manual,"Gorilla Grow Tent GGT 2x4,Coco Coir Grow Medium,Perlite Grow Medium,Biochar Grow Medium,",,"LST,HST,Topping,FIMing,Defoliation,",4.88,8,1.0,,595.34
Auto Lavender and auto purple OG punch,Seeds Mafia - auto lavender,Custom Breeder & Strain,150 watt,"RQS Organic Nutrients,",Manual,"Other Grow Medium,",,"Topping,",,10,2.0,,630.0
Winter mix,Zkittles glue,Custom Breeder & Strain,300 watt,"General Hydroponics (GHE),",Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,FIMing,",Custom,8,,,
Fog Dog Auto,Fog Dog,Atlas Seed,600 watt,"Neptune's Harvest,Real Growers,",Manual,"Soil Grow Medium,",,"LST,",3.05,14,1.0,13.0,13.5
AMIRANI,Amirani Auto,Caucasian Seeds,150 watt,"Advanced Nutrients,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,Mineral Wool Grow Medium,Coco Coir Grow Medium,",,"LST,LST,Defoliation,Defoliaton,SoG,Defoliation,",,11,1.0,,278.0
Autumn cup RQS,Royal Skywalker,Royal Queen Seeds,,"RQS Organic Nutrients,BioBizz,",Manual,,Glass Of Water,"LST,Topping,",0.91,12,1.0,70.87,192.78
Gorilla Cookies Auto,Gorilla Cookies Auto,Ganja Farmer Seeds,1000 watt,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,",,11,,63.0,
Gorilla Punch by FastBuds / organic,Gorilla Punch Auto,Fast Buds,100 watt,,Manual,"Soil Grow Medium,",,"LST,Defoliation,SoG,",Custom,5,1.0,26.0,26.5
Operace Mája,Gorilla Cookies Auto,Fast Buds,450 watt,"Advanced Nutrients,",Manual,"BioBizz Light Mix Grow Medium,BioBizz Light-Mix Grow Medium,",Glass Of Water,"Defoliation,LST,",1.2,12,4.0,,
LSD-50 by FastBuds/ 2-Phenos /organic,LSD-25 Auto,Fast Buds,100 watt,,,"Soil Grow Medium,",,"Defoliation,LST,SoG,",Custom,5,2.0,,38.0
Fucking incredible auto (beaver seeds),Fucking incredible auto (Beaver seeds),Custom Breeder & Strain,600 watt,"Fox Farm,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,,Custom,0,1.0,,21.0
Strawberry Cough,Strawberry Cough,MSNL,"LED / 450W SF-4000,","BuildASoil,Plant Success (Plant Revolution),Fox Farm,Down To Earth,",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,Main-Lining,ScrOG,",7.62,17,1.0,,170.1
Seedsman Blueberry,Blueberry,Seedsman,450 watt,"Down To Earth,Blue Planet Nutrients,Plant Success (Plant Revolution),",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,ScrOG,Topping,",7.62,19,1.0,,136.08
The Sin by Anesia Seeds,The Sin,Anesia Seeds,200 watt,"BioBizz,Atami,Canna,",Manual,"Biobizz light mix Grow Medium,",Directly In Substrate,,1.2,11,1.0,,
Pink Lemonade mmmmmm,Pink Lemonade,34 Street Seed Co.,"LED / 0W X 465W PRO LED,LED / 310W SQ300W Pro,","Gaia Green,Dynomyco,",Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Soil Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",1.49,16,4.0,396.04,2721.55
Ep.1.1 | ~CHRONICLES of PURPLE~ | FstBds,Blackberry Auto,Fast Buds,,"PLAGRON.,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,,,11,1.0,4.6,
Ep.4 | ~CHRONICLES of PURPLE~ | FastBuds,LSD-25 Auto,Fast Buds,,"PLAGRON.,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,,,10,1.0,5.3,
Ep.2 | ~CHRONICLES of PURPLE~ | OUTDOOR,Red Hot Cookies,Sweet Seeds,,"PLAGRON.,",Manual,,Paper Towel,"HST,Topping,LST,Main-Lining,Defoliation,",,21,1.0,21.0,
Ep.3 | ~CHRONICLES of PURPLE~ | OUTDOOR,Tropicanna Poison F1 Fast Version,Sweet Seeds,,"PLAGRON.,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",,17,1.0,24.0,
First DWC - Auto Blackberry,Auto Blackberry Kush,Dutch Passion,60 watt,"Remo Nutrients,General Hydroponics (GHE),",Hydroponics,"Mineral Wool Grow Medium,",Paper Towel,"LST,Topping,ScrOG,Defoliation,",,11,1.0,,150.0
Rainbow Runtz Hermaphrodite!,Rainbow Runtz,Hypno Seeds,600 watt,"BioBizz,",Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,,20,7,10.0,1.0,25.0
The High Chameleon - Lemon T s1 #3,Lemon T S1,The High Chameleon,480 watt,"Green Buzz Nutrients,",Manual,,Peat Pellet,,12.48,13,1.0,42.0,120.0
GreenHouseSeeds-WaternelonOGxMangoAuto#3,Watermelon OG X Mango Auto,Green House Seed Co.,480 watt,,Manual,,Peat Pellet,,12.48,14,1.0,97.0,270.0
The High Chameleon - Lemon T s1 #1,Lemon T S1,The High Chameleon,480 watt,"Green Buzz Nutrients,",Manual,,Peat Pellet,,12.48,13,1.0,38.0,110.0
The High Chameleon- Street T #3,Street T,The High Chameleon,480 watt,,Manual,"Biobizz light mix Grow Medium,",Peat Pellet,,12.48,12,1.0,92.0,240.0
The High Chameleon - Street T #2,Street T,The High Chameleon,480 watt,"Green Buzz Nutrients,",Manual,"Biobizz light mix Grow Medium,",Peat Pellet,,1.2,12,1.0,35.0,160.0
The High Chameleon - Street T #1,Street T,The High Chameleon,480 watt,"Green Buzz Nutrients,",Manual,"Bio bizz light mix Grow Medium,",Peat Pellet,,1.2,13,1.0,90.0,160.0
The High Chameleon - Mendo T #3,Mendo T,The High Chameleon,480 watt,"Green Buzz Nutrients,",Manual,"Biobizz light mix Grow Medium,",Peat Pellet,,1.2,12,1.0,,140.0
The High Chameleon - Mendo T #2,Mendo T,The High Chameleon,480 watt,"Green Buzz Nutrients,",Manual,"Biobizz light mix Grow Medium,",Peat Pellet,,1.2,12,1.0,,170.0
The High Chameleon - Mendo T #1,Mendo T,The High Chameleon,480 watt,"Green Buzz Nutrients,",Manual,"Biobizz light mix Grow Medium,",Peat Pellet,,1.2,11,1.0,,160.0
SugarBombPunchxViparspectraXS4000,Sugar Bomb Punch,Dutch Passion,480 watt,"Green Buzz Nutrients,",Manual,"Bio-bizz light mix Grow Medium,",Peat Pellet,,1.2,15,1.0,72.0,190.0
Next up!,OG Kush Auto,Custom Breeder & Strain,200 watt,"General Hydroponics (GHE),Terpinator,",Hydroponics,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Expanded Clay Grow Medium,",Peat Pellet,"Ponytailing,LST,Defoliation,Lollipopping,ScrOG,",2.44,10,1.0,,
HyperGluexViparspectraXS4000,Hyper Glue,Anesia Seeds,480 watt,"Green Buzz Nutrients,",Manual,"Bio-bizz light mix Grow Medium,",Peat Pellet,,1.2,15,1.0,,150.0
LavaCake x ViparspectraXS4000,Lava Cake,Zamnesia Seeds,480 watt,"Green Buzz Nutrients,",Manual,"Bio bizz light mix Grow Medium,",Peat Pellet,"HST,",1.2,15,1.0,,170.0
Devil Cream Auto DWC,Devil Cream Auto®,Sweet Seeds,200 watt,"General Hydroponics (GHE),Dakine 420,Terpinator,",Hydroponics,"Expanded Clay Grow Medium,",Peat Pellet,"LST,Defoliation,",2.44,8,1.0,,
Borderline Xtrm x Viparspectra XS4000,Borderliner XTRM,Amsterdam Marijuana Seeds AMS,480 watt,"Green Buzz Nutrients,",Manual,"Bio-bizz light mix Grow Medium,",Peat Pellet,"HST,",1.2,15,1.0,,190.0
Hella Jelly x ViparspectraXS4000,Hella Jelly,Humboldt Seed Company,480 watt,"Green Buzz Nutrients,",Manual,"Bio-bizz light mix Grow Medium,",Peat Pellet,,1.2,16,1.0,,180.0
Ice Cream x Viparspectra XS4000,Ice Cream,Paradise Seeds,480 watt,"Green Buzz Nutrients,",Manual,"Bio-bizz light mix Grow Medium,",Peat Pellet,,1.2,15,1.0,,150.0
GanjaGelato x ViparspectraXS4000,Ganja Gelato,Ganja Farmer Seeds,480 watt,"Green Buzz Nutrients,",Manual,"Bio bizz light mix Grow Medium,",Peat Pellet,,1.2,15,1.0,,160.0
Runtz x Viparspectra XS 4000,Runtz,Zamnesia Seeds,480 watt,"Green Buzz Nutrients,",Manual,"Bio-bizz light mix Grow Medium,",Peat Pellet,,1.2,15,1.0,,170.0
LemonOGxViparspectraXS4000,Lemon OG,Super Sativa Seed Club,480 watt,"Green Buzz Nutrients,",Manual,"Bio bizz light mix Grow Medium,",Peat Pellet,,1.2,17,1.0,,230.0
CrystalWhite x ViparspectraXS4000,Crystal White,Spliff Seeds,480 watt,"Green Buzz Nutrients,",Manual,"Bio-bizz light mix Grow Medium,",Peat Pellet,,1.2,15,1.0,,150.0
Gelato cookie x Viparspectra XS4000,Gelato Cookies,Ganja Farmer Seeds,480 watt,"Green Buzz Nutrients,",Manual,"Bio-bizz light mix Grow Medium,",Peat Pellet,,1.2,16,1.0,,180.0
PurplePunchCookieXviparspectraXS4000,Purple Punch Cookies,Original Sensible Seeds,480 watt,"Green Buzz Nutrients,",Manual,"Bio-bizz light mix Grow Medium,",Peat Pellet,,1.2,15,1.0,,160.0
Sensi Star x ViparspectraXS4000,Sensi Star,Paradise Seeds,150 watt,"Green Buzz Nutrients,",Manual,"Biobizz light mix Grow Medium,",,,1.2,7,1.0,,170.0
GreenHouseSeeds-WaternelonOGxMangoAuto#2,Watermelon OG X Mango Auto,Green House Seed Co.,480 watt,,Manual,"Biobizz light mix Grow Medium,",Peat Pellet,,1.2,10,1.0,,140.0
GreenHouseSeeds-WaternelonOGxMangoAuto#1,Watermelon OG X Mango Auto,Green House Seed Co.,480 watt,,Manual,"Biobizz light mix Grow Medium,",Peat Pellet,,1.2,10,1.0,,140.0
GHS-CloudWalker x WatermelonZkittlez#2,HighCloudZ,Green House Seed Co.,480 watt,,Manual,"Biobizz light mix Grow Medium,",Peat Pellet,,1.2,12,1.0,,160.0
GHS-CloudWalker x WatermelonZkittlez #1,HighCloudZ,Green House Seed Co.,480 watt,,Manual,"Biobizz light mix Grow Medium,",Peat Pellet,,1.2,12,1.0,,160.0
Marzo 4 variedades de kannabia,Dream Sherbet,Kannabia Seed Company,300 watt,,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"SoG,",Custom,13,,,
Fizzy cherry cola fast budz,Cherry Cola Auto,Fast Buds,"LED / 0W SF1000D,LED / 0W SF1000D,","BioBizz,",Manual,"Soil Grow Medium,",Directly In Substrate,"LST,Defoliation,",,9,,,
Concours RQS- Royal Gorilla-12/12,Royal Gorilla,Royal Queen Seeds,"LED / 150W Mars TS 1000,LED / 150W Mars TS 1000,","Canna,Advanced Nutrients,",Manual,"Coco Coir Grow Medium,",,"12-12 From Seed,",Custom,FLOWERING,,,
Concours RQS- Kali Dog-12/12,Kali Dog,Royal Queen Seeds,"LED / 150W Mars TS 1000,LED / 150W Mars TS 1000,","Canna,Advanced Nutrients,",Manual,"Coco Coir Grow Medium,",,"12-12 From Seed,",Custom,FLOWERING,,,
Dark Devil Auto x2,Dark Devil Auto®,Sweet Seeds,750 watt,"Real Growers,Fox Farm,Advanced Nutrients,",Manual,"Soil Grow Medium,",Directly In Substrate,,2.74,8,2.0,,20.0
Sherbadelic (Power sherb x sunset runtz),Power,Exotic Genetix,310 watt,"J.R. Peters, Inc.,Cutting Edge Solutions,Botanicare,Fox Farm,Aptus,",Hydroponics,"Soil Grow Medium,Vermiculite Grow Medium,",,"Defoliation,Main-Lining,ScrOG,LST,",0.28,9,1.0,,
Zkittlez Photo,Zkittlez,Original Sensible Seeds,430 watt,"Advanced Nutrients,",Manual,"Soil Grow Medium,",Glass Of Water,,,16,1.0,127.57,
Just the two of us,Pineapple Chunk,Barney'S Farm,480 watt,,Drip,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"ScrOG,Topping,LST,Defoliation,",0.84,12,2.0,450.0,5200.0
Crescendo RBx1,Crescendo RBX1,ETHOS Genetics,"LED / 120W Custom,","General Hydroponics (GHE),",Hydroponics,"Mineral Wool Grow Medium,",Rockwool Cube,"Defoliation,FIMing,ScrOG,Topping,LST,",0.47,19,1.0,174.0,920.0
Northern Light Auto RQS,Northern Light Automatic,Royal Queen Seeds,"LED / 200W SF-2000,LED / 200W SF-2000,","PLAGRON.,Advanced Nutrients,Canna,",Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",Other,"FIMing,Topping,HST,LST,Defoliation,",Spider Farmer,FLOWERING,,,
White Widow Grow,White Widow,Green House Seed Co.,1200 watt,"Green House Feeding,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Defoliation,LST,FIMing,Topping,",0.25,17,1.0,115.3,772.0
Runtz Muffin Grow,Runtz Muffin,Barney'S Farm,1200 watt,"Green House Feeding,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,FIMing,LST,",0.25,17,1.0,140.0,819.0
AK 47 grow,AK 47,Serious Seeds,1200 watt,"Green House Feeding,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Defoliation,FIMing,Topping,LST,",0.25,17,1.0,135.4,949.0
Laughing Buddha Grow,Laughing Buddha,Barney'S Farm,1200 watt,"Green House Feeding,General Hydroponics (GHE),",Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"FIMing,LST,",0.25,17,1.0,87.2,569.0
Pink Kush Auto,Pink Kush CBD 30:1 Auto,Seedsman,,"Fox Farm,",Manual,"Coco Coir Grow Medium,Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,,,9,1.0,,32.0
Mephisto Limiteds,Skylar White,Mephisto Genetics,"LED / 130W,LED / 130W,","Advanced Nutrients,",Manual,"AC Infinity Cloudlab 422 Advance Grow Tent 2x2 (24"" X 24"" X 48""),Soil Grow Medium,",Paper Towel,,,FLOWERING,,,
Purple Lemonade Auto - FastBuds,Purple Lemonade Auto,Fast Buds,300 watt,"General Hydroponics (GHE),True Plant Science (TPS),Humboldts Secret,Botanicare,Element Nutrients,",Hydroponics,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Expanded Clay Grow Medium,",,,0.91,14,1.0,198.0,198.0
