diary_name,strain,strains_company,light_watt,nutrients,indoor,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Sweet Pure CBD #2,Sweet Pure CBD®,Sweet Seeds,100 watt,"BioBizz,Jungle indabox,Advanced Hydroponics of Holland,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",3.88,13,1,0.18,0.03
Danes Bubblecake,Danes Bubblecake,Custom Breeder & Strain,"LED / 640W Custom,","Mills Nutrients,",True,Aeroponics,,,,Custom,8,,,
Oldskool Coffeeshop Tour: Jack Herer,Jack Herer,Green House Seed Co.,245 watt,"BioBizz,TNC (The Nutrient Company),RQS Organic Nutrients,Bio Tabs,",True,Manual,,Paper Towel,"LST,",7.75,9,1,,9.03
Super Sativa Seed Auto Creeper,Auto Creeper,Super Sativa Seed Club,205 watt,"Plant Success (Plant Revolution),BuildASoil,Dyna-Gro,Real Growers,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Leaf Tucking,Lolipopping,LST,",13.12,12,2,4.83,
Skywalker x CDLC - First Grow!,Mephisto Genetics - Skywalker x Creme De La Chem,Custom Breeder & Strain,150 watt,"General Hydroponics (GHE),Grotek,Vitalink,",True,Hydroponics,"Root Riot Grow Medium,",Other,"LST,Defoliation,ScrOG,",24.76,13,1,7.76,7.76
Orange diesel,Orange Diesel Auto,Original Sensible Seeds,,"Canna,",True,Manual,,,"HST,Defoliation,LST,",,7,1,1.76,4.23
First,Skunk Dream CBD Femini,Custom Breeder & Strain,,,True,Manual,,Directly In Substrate,,,17,3,,
Chronyc Ryder,Chronic Ryder,Doctor'S Choice,300 watt,,True,Manual,"Rop Crop Havy mix Grow Medium,",Glass Of Water,"Defoliation,LST,",4.31,7,1,,10.58
Doctor's Choice Auto #1,Doctor's Choice #1,Doctor'S Choice,300 watt,,True,Manual,"Top Crop Havy Mix Grow Medium,",Glass Of Water,"Defoliation,LST,",4.31,7,1,3.67,11.29
Cheese Sus Christ Superstar Auto,Gummy Mintz,Mosca Seeds,1350 watt,"FloraFlex,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Glass Of Water,"ScrOG,12-12 From Seed,LST,FIMing,Topping,Defoliation,",6.56,13,1,,1
Clone Crazy,Chem Squeezey,Custom Breeder & Strain,2760 watt,"FloraFlex,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"ScrOG,Defoliation,LST,",6.56,8,10,,3
First run of photos,Mandarin Sunset,ETHOS Genetics,310 watt,"Oregon’s Only (Nectar for the Gods),Cultured Biologix,",True,Manual,"Soil Grow Medium,",,"LST,HST,Topping,",,19,2,,
New fast bud strain,Cherry Cola Auto,Fast Buds,"LED / 720W Custom,LED / 720W Custom,",,True,Manual,"Mineral Wool Grow Medium,",Rockwool Cube,"LST,FIMing,Defoliation,Début de flusch,",,VEGETATION,,,
Gorilla Cookies Auto,Gorilla Cookies Auto,Fast Buds,150 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,",Custom,10,1,1.76,3.53
Banana punch outdoor grow,Banana Punch,Barney'S Farm,,"Hesi,",True,Manual,"Soil Grow Medium,",,"Topping,",,16,3,,4.23
Auto Skywalker Haze - DWC,Auto Skywalker Haze,Dutch Passion,300 watt,,True,Hydroponics,"Expanded Clay Grow Medium,",,,,5,1,,
HulkBerry_16,Hulkberry Automatic,Royal Queen Seeds,,,True,Hydroponics,,,"LST,",,11,1,1.16,
"First Grow, don't die on me!",3 Bears OG,Mephisto Genetics,100 watt,"Fox Farm,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Defoliation,Topping,LST,",,11,1,,5
Indoor by M《Black Kush 98》,Black Kush 98,Gea Seeds,500 watt,"Grotek,Canna,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Expanded Clay Grow Medium,Perlite Grow Medium,Other Grow Medium,",Directly In Substrate,"Defoliation,Topping,",,10,,,
Indoor by M 《Cherry Dream》,Cherry Dream,Kannabia Seed Company,500 watt,"Canna,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,Coco Coir Grow Medium,Other Grow Medium,",Directly In Substrate,"Defoliation,Topping,",,10,,,
Purple Lemonade AUTO,Purple Lemonade Auto,Fast Buds,315 watt,"Growth Technology,Botanicare,Real Growers,Fox Farm,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,",,10,,,
Fruity OG Kush,Fruity OG Kush,Quebec Cannabis Seeds QCS,,"PRO-MIX,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Compo Grow Medium,",Paper Towel,"Defoliation,",,11,,,
AdirondackGreen - 2021 #2,Skywalker OG,ILGM,400 watt,"General Hydroponics (GHE),",True,Hydroponics,"Hydro Crunch Grow Room Tent 4x 4x 6.5,Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,ScrOG,Main-Lining,Defoliation,AutoPot,",26.25,23,2,,11.64
Dutch Outdoor King Kush CBD feminised,A.M.S.,Green House Seed Co.,,"PLAGRON.,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Topping,Main-Lining,",,14,1,,
Grand Daddy Purple,Grandaddy Purple,Blimburn Seeds,,"Advanced Nutrients,",True,Manual,"Strawberry Fields Grow Medium,",Peat Pellet,"FIMing,LST,HST,Defoliation,",,22,1,16.94,24
Candyland by GOG,Candyland,Garden Of Green,,"Advanced Nutrients,Aurora Innovations (Roots Organics),",True,,"Coco loco Grow Medium,",Peat Pellet,"LST,HST,Defoliation,",,14,1,9.7,9.7
msnl Auto magnum 1st grow,Magnum Automatic,MSNL,450 watt,"Fox Farm,Black Magic,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,",21.52,11,1,4.11,4.11
Purple Lemonade Auto 420 FastBuds,Purple Lemonade Auto,Fast Buds,150 watt,"Advanced Nutrients,Canna,Aptus,",True,Hydroponics,"Coco Coir Grow Medium,",Glass Of Water,"Defoliation,Topping,LST,SoG,low stress training,FIMing,super cropping,",2.69,14,1,,70.55
Gorilla Zkittlez Fem x4,Gorilla Zkittlez,Barney'S Farm,480 watt,"Advanced Nutrients,Hesi,BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,LST,Defoliation,ScrOG,",12.92,14,4,,20.92
"Afghan Original,.Unit Farm UFS3000",Afghan Original,Divine Seeds,200 watt,,True,Manual,"Soil Grow Medium,",Glass Of Water,"Topping,Defoliation,",26.25,20,1,3.14,12.75
Sweet Tropicanna poison XL AUTO,Tropicanna Poison XL Auto,Sweet Seeds,1450 watt,"Advanced Nutrients,Purpinator,Fox Farm,Plant Success (Plant Revolution),Terpinator,",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,ScrOG,Defoliation,",645.83,11,1,12.88,9.7
First time Ochopintre Auto,Ochopintre Auto,Caucasian Seeds,240 watt,"Agrobeta,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,Green Box,9,1,1.38,1.38
Bubble OG Gum by Ganja Farmer Seeds!,Bubble OG Gum Auto,Ganja Farmer Seeds,300 watt,"Future Harvest,",True,,"Soil Grow Medium,",Paper Towel,"Defoliation,",3,11,1,5.64,21.31
Stardawg Auto by FastBuds Round Two!,Stardawg Auto,Fast Buds,300 watt,"Future Harvest,",True,Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,",347.47,11,1,,24.48
apple fritter auto,Apple Fritter Automatic,Zamnesia Seeds,"LED / 100W SF-1000,","PLAGRON.,BioBizz,",True,Manual,"batmix plagron Grow Medium,",Directly In Substrate,"LST,Topping,",6.46,11,1,1.93,6.67
Purple Punch 2nd Round,Purple Punch,Barney'S Farm,480 watt,"BioBizz,",True,Manual,"Coco Coir Grow Medium,Soil Grow Medium,Vermiculite Grow Medium,Perlite Grow Medium,",,"LST,Topping,Defoliation,",12.92,14,4,9.52,
WW X BB with Grand Daddy Purple Tent 2,White Widow x Big Bud,Female Seeds,1200 watt,"BioBizz,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Glass Of Water,"SoG,Defoliation,",7.75,11,6,0.78,10
Guerilla grow super sativa seed club,Black Lebanon,Super Sativa Seed Club,,"Cellmax,Bio Nova,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Defoliation,LST,Topping,",,21,1,7.76,13.76
PURPLE PUNCH AUTO,Purple Punch Auto,Barney'S Farm,,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,LST,Defoliation,",,12,1,,15.87
Green Crack Auto - Fast Buds,Green Crack Auto,Fast Buds,300 watt,"Canna,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Living soil Grow Medium,",,"LST,Defoliation,",,14,2,10.78,
Northern Lights Auto by Seedsman,Northern Lights Auto,Seedsman,"LED / 250W P2500,LED / 250W P2500,","General Hydroponics (GHE),",True,Hydroponics,"Expanded Clay Grow Medium,",Rockwool Cube,"LST,Defoliation,Co2 bag drop =/,",Custom,FLOWERING,,,
FBT 2211,Tropicana Cookies Auto,Fast Buds,150 watt,"General Hydroponics (GHE),NPK Industries,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",6.56,11,1,4.94,
Orange Sherbet/Mars Hydro TS 600,Orange Sherbet Auto,Fast Buds,100 watt,"Canna,BIOCANNA,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"LST,Defoliation,",,11,1,0.63,
Lemon AK Auto & Gorilla Auto,Lemon AK Auto,Fast Buds,220 watt,"Advanced Nutrients,Atami,",True,Manual,"Soil Grow Medium,",,"LST,",,13,2,,8.47
Girl Scout Cookies,Girl Scout Cookies,Garden Of Green,150 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,FIMing,Defoliation,",,13,4,4.27,
VIPARSPECTRA XS2000 MONSTER ZKITTLEZ,Monster Zkittlez,Zamnesia Seeds,720 watt,"Top Crop,Grotek,Hesi,Purpinator,PLAGRON.,",True,Manual,,Other,"SoG,ScrOG,HST,Topping,Defoliation,LST,",15.5,14,1,,1.94
PurpleOG Punch Auto - Ganja Farmer Seeds,Purple OG Punch Auto,Ganja Farmer Seeds,300 watt,"RQS Organic Nutrients,Advanced Hydroponics of Holland,BioBizz,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"LST,",0.97,7,1,1.34,7.05
First Grow,Cookies Gelato Automatic,Royal Queen Seeds,300 watt,"BioBizz,Zamnesia,RQS Organic Nutrients,",True,Manual,"Soil Grow Medium,",,"LST,Defoliation,",,11,1,2.3,9.52
Organic grow + unknow seed outdoor,Unknow,Custom Breeder & Strain,,,True,Manual,"Other Grow Medium,",,"Topping,LST,Defoliation,",,31,1,,1.94
It's the Godfather (Godfather bomb),Godfather Bomb,Bomb Seeds,140 watt,"Hesi,Shogun,Buddhas Tree,CX-Horticulture,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Defoliation,Topping,LST,",,14,1,3.21,
Micah,Amnesia haze auto,Custom Breeder & Strain,200 watt,"FloraFlex,Xtreme Gardening,",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,",,8,,,
Caucasian Medea Auto,Medea Autoflowering,Caucasian Seeds,200 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,Custom,9,1,1.59,1.62
Petoquaske encouleur,Rainbow Donut Auto,Anesia Seeds,220 watt,"BioBizz,",True,Drip,"Soil Grow Medium,",Paper Towel,"Defoliation,LST,",1.72,12,1,1.86,12.17
Kopala AUto,Kopala Auto,Caucasian Seeds,200 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,,Custom,10,1,4.66,4.66
dos si dos auto,Do-Si-Dos Automatic,Zamnesia Seeds,"LED / 100W SF-1000,","PLAGRON.,BioBizz,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"LST,FIMing,",,9,1,0.77,3.55
Afghani Gold,Afghani Gold,Spliff Seeds,600 watt,"Microbe Life Hydro,Impello Biosciences,Mammoth Microbes,",True,Manual,"Soil Grow Medium,",,"Defoliation,Topping,",,22,1,,
Gorilla Punch Auto - Fast Buds,Gorilla Punch Auto,Fast Buds,240 watt,"Advanced Nutrients,Canna,Growth Technology,",True,Manual,"Gorilla Grow Tent GGT 2x4,Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"HST,Topping,LST,Defoliation,",2.58,12,1,4.62,35.27
Mimosa X Orange punch,Mimosa x Orange Punch,Barney'S Farm,"LED / 300W Mars TSL 2000,","Advanced Nutrients,",True,Manual,"peat moss Grow Medium,",Paper Towel,"Topping,Defoliation,ScrOG,",7.53,16,3,9.92,49.38
Blue Skunk,Purple Skunk,Custom Breeder & Strain,680 watt,,True,Manual,"Living soil Grow Medium,Perlite Grow Medium,",Peat Pellet,"12-12 From Seed,Defoliation,",13.12,9,1,2.43,10.86
Blue Gelato,Purple Gelato OG,Custom Breeder & Strain,680 watt,,True,Manual,"Living soil Grow Medium,Perlite Grow Medium,",Peat Pellet,"12-12 From Seed,Defoliation,",13.12,9,1,2.96,13.55
White Gelato,Purple Gelato OG,Custom Breeder & Strain,680 watt,,True,Manual,"Living soil Grow Medium,Perlite Grow Medium,",Peat Pellet,"12-12 From Seed,Topping,Defoliation,",13.12,9,1,2.05,8.78
Ganja Runtz Auto/RainbowCandy XL Contest,Ganja Runtz Auto,Ganja Farmer Seeds,120 watt,"BuildASoil,",True,Manual,"Gorilla Grow Tent GGT 4x4,Soil Grow Medium,",Directly In Substrate,,13.12,10,1,1.98,10.65
Maine urban grows (207),Critical Purple Autoflowering,Growers Choice Seeds,"LED / 1200W COB 1200W,LED / 1200W COB 1200W,",,True,Manual,"Growers choice seeds- pineapple Express autoflower Custom Breeder & Strain,Gorilla Glue Autoflowering Growers Choice Seeds,Growers choice seeds- deep chunk regular photos Custom Breeder & Strain,Growers choice seeds- gir scout cookies regular photos Custom Breeder & Strain,Soil Grow Medium,Other Grow Medium,Perlite Grow Medium,Other Grow Medium,",,"LST,",,15,1,,4.3
Cherry Gar-See-Ya R1 / Gorilla Cookies,Cherry Gar-see-ya R1,ETHOS Genetics,300 watt,"Advanced Nutrients,Botanicare,Plant Success (Plant Revolution),Purpinator,FloraFlex,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Other Grow Medium,Coco Coir Grow Medium,",Glass Of Water,"Topping,LST,ScrOG,Defoliation,",Custom,18,,2.82,
God Of Egypt Anubis,Auto Anubis,Pyramid Seeds,160 watt,"General Hydroponics (GHE),Advanced Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,",4.74,11,1,2.47,5.36
Summer autos Divine Seeds,Auto Amnesia,Divine Seeds,,,True,Manual,"Soil Grow Medium,",,,,7,1,,
Diary Nashagenetics,Runtz xGushers,Custom Breeder & Strain,800 watt,"Green House Feeding,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Expanded Clay Grow Medium,Coco Coir Grow Medium,",Peat Pellet,"Topping,LST,FIMing,Main-Lining,Defoliation,",21.53,18,1,,2.36
Gorilla Ghost,Gorilla Ghost,BSF Seeds,300 watt,"Advanced Nutrients,",True,Drip,"Soil Grow Medium,",Paper Towel,"Defoliation,",10.76,12,8,12.24,38.73
3M ♔ Qᴜєєᴎ M꘠tիєᴙ►Ɽeløaɗ,Queen Mother,Original Delicatessen,126 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,Minerals Grow Medium,Humus Grow Medium,Bocashi Grow Medium,",Directly In Substrate,"Descent to hell,Last watering,FIMing,Topping,LST,Dry amendments,Defoliation,Foliar H2O2,",1.94,15,1,3.88,13.33
Auto Lemon AK(x2),Lemon AK Auto,Fast Buds,"LED / 225W HLG 225,LED / 225W HLG 225,LED / 200W P2000,","Fox Farm,Down To Earth,",True,Manual,"CoolGrows 32″X 32″X 63″ Indoor Hydroponics Mylar Grow Tent Room For Plant Growing,Soil Grow Medium,Perlite Grow Medium,",,,,FLOWERING,,,
BlumenBot DZ1 - Skywalker OG,Original Harvest - Skywalker OG,Custom Breeder & Strain,200 watt,,True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,HST,Topping,Defoliation,",13.12,15,1,,4.44
BlumenBot Solo - Beta Test - SSH,Coastal Genetics - Super Silver Haze,Custom Breeder & Strain,200 watt,"Canna,Terpinator,NPK Industries,Green Planet Nutrients,",True,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Topping,Defoliation,LST,HST,",13.12,24,1,,3.56
Mars Hydro - High Voltage,High Voltage Fast,High Speed Buds,150 watt,"PLAGRON.,BioBizz,",True,,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"ScrOG,LST,Topping,Defoliation,",5.27,16,1,4.94,
Mephisto Wedding (Mephisto Genetics),Mephisto's Wedding Auto,Mephisto Genetics,310 watt,"Canna,",True,Manual,"Coco Coir Grow Medium,",Peat Pellet,,,8,,,
Bruce Banner Autoflower Batch #1 7/22,Bruce Banner Auto,MSNL,2000 watt,"Advanced Nutrients,Botanicare,Espoma,StepWell Soil Inc,Earth Juice,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Peat Pellet,"LST,HST,Topping,Defoliation,ScrOG,",52.49,14,3,,45.72
Fat Banana Auto,Fat Banana Automatic,Royal Queen Seeds,150 watt,"BioBizz,",True,Manual,"Bio soil Grow Medium,Coco Coir Grow Medium,Expanded Clay Grow Medium,Worms Grow Medium,",Paper Towel,"LST,Defoliation,",Mammoth Tents,14,1,,
WSE Girl Scout Cookies,Girl Scout Cookies feminized seeds,Weedseedsexpress,,,True,Manual,"Soil Grow Medium,",Glass Of Water,"Topping,Defoliation,",,22,1,4.79,21.73
Shaman & Critical Kush,Critical Kush,Barney'S Farm,,"Aptus,Canna,",True,Manual,"Soil Grow Medium,",Other,"Defoliation,LST,Super Cropping,lollipopping,Topping,Main-Lining,",,26,2,5.36,
Wedding Cake AUTO,Wedding Cake Auto,Blimburn Seeds,750 watt,,True,Manual,"Perlite Grow Medium,peat moss Grow Medium,",,"Topping,LST,Defoliation,",Custom,14,,,
Kush mintz,Kush Mintz,Barney'S Farm,"LED / 450W SF-4000,LED / 200W SF-2000,",,True,Manual,,,,Custom,11,5,,
White Skunk,Purple Skunk,Custom Breeder & Strain,680 watt,,True,Manual,"Living soil Grow Medium,Perlite Grow Medium,",Peat Pellet,"12-12 From Seed,Defoliation,",13.12,9,1,1.27,3.17
Blue Sky,Skywalker OG,ILGM,680 watt,,True,Manual,"Living soil Grow Medium,Perlite Grow Medium,",Peat Pellet,"12-12 From Seed,Defoliation,",13.12,9,1,2.93,8.18
White Sky,Skywalker OG,ILGM,680 watt,,True,Manual,"Living soil Grow Medium,Perlite Grow Medium,",Peat Pellet,"12-12 From Seed,Topping,Defoliation,",13.12,9,1,2.47,6.91
Runtz #3 (AUTO) by Zamnesia,Runtz Auto,Zamnesia Seeds,150 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,",3.88,14,1,1.9,5.15
Auto Afghan 3,BulkFeminizedSeeds Auto Afghan,Custom Breeder & Strain,,,True,Manual,,,,,10,1,1.06,0.04
AMS Trio of Dips,Blue Dream Xtrm,Amsterdam Marijuana Seeds AMS,730 watt,"Green Planet Nutrients,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Main-Lining,Defoliation,",82.02,12,2,,
CA124 hybrid of the best genetic,CA124 Purp,Custom Breeder & Strain,130 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,",,"LST,12-12 From Seed,Defoliation,",3.44,12,1,,
Gelato #41 X Gelato 41# Auto,Gelato #41 X Gelato #41 Auto,Green House Seed Co.,300 watt,"Emerald Harvest,Hesi,Advanced Nutrients,RQS Organic Nutrients,Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,",10.76,10,1,3.35,16.93
Guava X Gelato #41 Auto,Guava X Gelato #41 Auto,Green House Seed Co.,300 watt,"Advanced Nutrients,Emerald Harvest,Green Buzz Nutrients,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"ScrOG,LST,Topping,Defoliation,",10.76,11,1,4.02,18.7
Strawberry Gorilla Fast Buds,Strawberry Gorilla Auto,Fast Buds,150 watt,,True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,",13.12,7,1,3.3,5
Amnesia Zkittles,Amnesia Zkittlez Auto,Fast Buds,130 watt,"Fox Farm,",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,",13.12,8,1,,10
Blue Haze X Gelato#41 Auto,Blue Haze X Gelato #41 Auto,Green House Seed Co.,300 watt,"Advanced Nutrients,Emerald Harvest,Green Buzz Nutrients,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"ScrOG,Topping,LST,Defoliation,",10.76,11,1,5.22,25.4
Pink Runtz Auto,Pink Runtz,Auto Seeds,300 watt,"Emerald Harvest,Hesi,Advanced Nutrients,Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,",10.76,10,1,4.76,21.52
Outdoor photoperiods,Humboldt Sour Diesel,Humboldt Seed Company,,"Fox Farm,",True,Manual,"Soil Grow Medium,",,"Defoliation,HST,Hard prune,Pinch,LST,",,22,2,,88.15
Headband OG,Headband OG,MSNL,690 watt,"Canna,Botanicare,",True,Drip,"Coco Coir Grow Medium,Perlite Grow Medium,",Other,"Topping,pruning,Defoliation,",52.49,13,1,14.29,71.99
Blueberry Headband Auto,Blueberry Headband Auto,Emerald Triangle Seeds,150 watt,,True,Manual,,,,24.22,15,1,3.71,
Welcome to my lair,Sundae Batter,Green Point Seeds,1000 watt,"Neptune's Harvest,Bloom City Organics,Down To Earth,Fox Farm,",True,Manual,"Fox farms happy frog Grow Medium,Fox farms ocean forest Grow Medium,Perlite Grow Medium,",Paper Towel,"ScrOG,Defoliation,LST,FIMing,HST,Topping,",,15,2,3.5,
Purple Punch,Purple Punch,Custom Breeder & Strain,"LED / 150W (×2) Mars TS 1000,","Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"Defoliation,Topping,",13.12,14,2,9,29.19
Amnesia Skunk Auto,Amnesia Skunk Automatic,Zamnesia Seeds,150 watt,,True,Manual,,,,24.22,13,1,4.18,
Mexican Airlines,Mexican Airlines Auto,Fast Buds,150 watt,,True,Manual,,,,24.22,11,1,3.53,
White Widow !,White Widow x Big Bud,Female Seeds,600 watt,"General Hydroponics (GHE),Platinium Hydroponics,BioBizz,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"ScrOG,",10.76,20,6,8.82,46.21
NL Guerrilla Indoor Windows Growth,Northern Lights Fem,Sensi Seeds,,,True,Manual,"Soil Grow Medium,",Paper Towel,,,25,2,3.39,20.21
Gorilla Sherbet (Sweet Seeds),Gorilla Sherbet F1 Fast Version,Sweet Seeds,215 watt,"General Hydroponics (GHE),Real Growers,",True,Hydroponics,,Paper Towel,"Defoliation,",10.76,10,1,2.29,16.05
Pineapple Poison (SSSC),Pineapple Poison,Super Sativa Seed Club,215 watt,"General Hydroponics (GHE),Real Growers,",True,Hydroponics,,Paper Towel,"Defoliation,",10.76,10,1,4.06,35.27
Green Gelato Scrog Coco,Green Gelato,Royal Queen Seeds,415 watt,"General Hydroponics (GHE),Hesi,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,Topping,ScrOG,Defoliation,",31,23,3,17.28,
Cinderella Jack Auto - Dutch Passion,Auto Cinderella Jack,Dutch Passion,240 watt,"Advanced Nutrients,Canna,Growth Technology,",True,Manual,"Gorilla Grow Tent GGT 2x4,2nd Are you a Dutch Passion Master Grower? Win up to €500 worth of cannabis seeds! Awards,Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"HST,Topping,LST,Defoliation,",2.58,12,1,4.06,35.27
Critical kush #3,Critical Kush,Barney'S Farm,,,True,Manual,,Paper Towel,"Main-Lining,Topping,",,29,2,5.26,21.87
Skunk T // The High Chameleon,Skunk T,The High Chameleon,300 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Other,"LST,Topping,Defoliation,",7.75,15,3,8.04,25.15
First Grow - White Widow,White Widow,White Label,310 watt,"PLAGRON.,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Other,"Main-Lining,Topping,Defoliation,ScrOG,LST,",10.76,16,2,8.11,
Fortune Cookie,Fortune Cookie,Humboldt Seed Company,515 watt,"House & Garden,Botanicare,General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,",Directly In Substrate,,,12,4,4,
Ak47 and haze,AK47 Xtrm,Amsterdam Marijuana Seeds AMS,,,True,Manual,"Soil Grow Medium,",Directly In Substrate,,,14,2,,
Mr.Nice´s SKUNK´s Reg Grow,G13 Skunk,Mr.Nice,250 watt,"Advanced Nutrients,BioBizz,PLAGRON.,",True,Manual,"BioBizz ALLMix Grow Medium,",Peat Pellet,"LST,Defoliation,",6.89,30,1,,
2nd Grow / Royal Gorilla,Royal Gorilla,Royal Queen Seeds,"LED / 120W GCx 4,LED / 120W GCx 4,","Green House Feeding,",True,Manual,"Soil Grow Medium,",,"HST,ScrOG,Main-Lining,Topping,LST,Defoliation,",Custom,VEGETATION,,,
Gorilla Breath 22,Gorilla Breath,Humboldt Seed Organization,,"Platinium Hydroponics,BioBizz,Advanced Nutrients,General Hydroponics (GHE),Atami,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Worm humus Grow Medium,Expanded Clay Grow Medium,",Paper Towel,"Defoliation,",,25,1,2.15,
GDP breeding project,Auto GDP,MSNL,200 watt,"PRO-MIX,",True,Manual,"Promix Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,Seasoil Grow Medium,",,"12-12 from clone or seed,LST,FIMing,Defoliation,Topping,",Custom,23,1,22.65,
Dos si dos 33,Dos Si Dos 33,Barney'S Farm,650 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"SoG,Topping,",12.92,9,16,,14.11
RoofGrow [outdoor '22],Bad Guy,Custom Breeder & Strain,,,True,Manual,"Soil Grow Medium,ZION Grow Medium,",Paper Towel,"LST,Defoliation,",,23,1,3.53,
Grow Nation Season 3B 2022 grow,Mandarin Cookies R1 V2,ETHOS Genetics,400 watt,"Emerald Harvest,",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,Defoliation,",13.12,15,4,,10.58
Strawberry Cake Auto - Ganja Farmer,Strawberry Cake Auto,Ganja Farmer Seeds,240 watt,"Advanced Nutrients,Canna,Growth Technology,",True,Manual,"Gorilla Grow Tent GGT 2x4,Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"HST,Topping,LST,Defoliation,",2.58,12,1,3.56,35.27
Organically ganjah farmer,Critical,Ganja Farmer Seeds,,,,,,Paper Towel,"LST,",,20,,,
Organically ganjah farmer,Critical 3.0,Ganja Farmer Seeds,,,,,,Paper Towel,"Defoliation,",,20,,,
Seedsman - OG kush fem.,The White OG,Seedsman,"LED / 60W SF-600,","General Hydroponics (GHE),Green House Feeding,",True,Manual,,Glass Of Water,"Croping,Topping,LST,SuperCroping,Main-Lining,Defoliation,",,16,1,68.78,158.38
