diary_name,strain,strains_company,light_watt,nutrients,indoor,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Petokasque jytien.,Rainbow Donut Auto,Anesia Seeds,220 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,LST,",1.72,11,1,1.38,9.91
Purple Lemonade Auto,Purple Lemonade Auto,Fast Buds,400 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,LST,",10.76,10,1,,4.23
Cream mandarine XL auto,Cream Mandarine XL Auto®,Sweet Seeds,1250 watt,"Fox Farm,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,",2.15,8,1,,7.05
Daiquiri Lime,Auto Daiquiri Lime,Dutch Passion,150 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"ScrOG,",5.27,9,1,,
Ethos runtz s1 multipass,Ethos runtz s1,Custom Breeder & Strain,600 watt,,True,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,",Directly In Substrate,"Topping,ScrOG,",,11,,,
Barney’s RUNTZ AUTO,Runtz Auto,Barney'S Farm,128 watt,,True,Manual,"Soil Grow Medium,",,,2.15,11,1,,
Ghost Toof (Mephisto Genetics),Ghost Toof,Mephisto Genetics,310 watt,"Canna,",True,Manual,"Coco Coir Grow Medium,",Peat Pellet,"LST,",,10,,,
The white OG,The White OG,Seedsman,,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,",,,,12,1,7.51,24.69
Early Season Outdoor Grow 2022/23,Runtz 13,G13 Labs,,"BIOCANNA,Professor's Nutrients,Bio Diesel Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"12-12 From Seed,LST,Topping,HST,",,5,2,,4.23
Ethos Mandarin Cookies R1 V2,Mandarin Cookies R1 V2,ETHOS Genetics,"LED / 650W FC-E 6500,LED / 650W FC-E 6500,",,True,Manual,"Soil Grow Medium,",,"LST,Topping,",,12,7,3.88,13.3
First Hydro Grow - Ebb Flow,Lemon Cream Kush,Spliff Seeds,480 watt,"Canna,General Hydroponics (GHE),",True,Hydroponics,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,ScrOG,",4,10,1,,0.04
Birdie 2.0,Trainwreck,New420Guy Seeds,550 watt,"Fox Farm,",True,Manual,"Other Grow Medium,",,"Defoliation,Topping,LST,",Custom,12,,,
Holy Grail Clone,Holy Grail Kush,DNA Genetics,"LED / 150W Mars TS 1000,LED / 100W SF-1000,","General Hydroponics (GHE),Real Growers,Blue Planet Nutrients,",True,Manual,"Fox farm soil Grow Medium,",,"Topping,LST,Defoliation,",26.25,7,1,,4
Sweet Red Hot Cookies - SS - MH,Red Hot Cookies,Sweet Seeds,310 watt,"Growth Technology,Green House Feeding,Hesi,Atami,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Expanded Clay Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",15.5,15,1,1.94,9.07
Gorilla Cookies Auto,Gorilla Cookies Auto,Fast Buds,150 watt,"BioBizz,BIOCANNA,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Paper Towel,"Topping,LST,Defoliation,ScrOG,",9.69,11,1,,1.83
BLACKBERRY AUTO,Blackberry Auto,Fast Buds,440 watt,"PLAGRON.,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,,5.38,7,1,0.88,5.19
PURPLE PUNCH OG AUTO,Purple Punch OG XL Auto,Sweet Seeds,440 watt,"PLAGRON.,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,,5.38,7,1,0.78,5.36
Ripper - Northen Lights x OG Badazz,Northen Lights x OG Badazz,Ripper Seeds,310 watt,"BioBizz,Advanced Nutrients,",True,Manual,"Bio Bizz All Mix Grow Medium,",,"LST,FIMing,Defoliation,",Custom,14,,,
Ripper - RADICAL JUICE,Radical Juice,Ripper Seeds,310 watt,"BioBizz,Advanced Nutrients,",True,Manual,"Bio Bizz All mix Grow Medium,",Glass Of Water,"LST,FIMing,Defoliation,",Custom,14,,,
Ripper - UK Cheese x Zombie Kush,UK Cheese x Zombie Kush,Ripper Seeds,310 watt,"BioBizz,Advanced Nutrients,",True,Manual,"Bio Bizz All mix Grow Medium,",Glass Of Water,"LST,FIMing,Defoliation,",Custom,14,,,
Banana PP TEST 42FB - Mars Hydro FC3000,Banana Purple Punch Auto,Fast Buds,300 watt,"Canna,PLAGRON.,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,",3.88,11,1,1.73,7.62
Sweet Cheese #1,Sweet Cheese®,Sweet Seeds,150 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,HST,Topping,Main-Lining,",,12,,,
Amnesia,Amnesia Haze Automatic,Royal Queen Seeds,400 watt,"Green House Feeding,",True,Manual,"Soil Grow Medium,",,,10.76,13,5,,4.23
Slurrcane #7,Slurricane #7 S1,In House Genetics,,,True,Manual,,,"LST,ScrOG,Defoliation,",,18,,,
Super lemon Haze,Super Lemon Haze,Green House Seed Co.,"LED / 150W Mars TS 1000,LED / 150W Mars TS 1000,","PLAGRON.,BioBizz,General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,,15,1,,6.35
Fat Pete's Cookies Auto SSSC,Fat Pete's Cookies Auto,Super Sativa Seed Club,,"Advanced Nutrients,Fox Farm,Mammoth Microbes,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,",,16,1,5.2,
Grapefruit,Grapefruit Auto,Fast Buds,,"Green House Feeding,",True,Manual,"Soil Grow Medium,",Glass Of Water,,10.76,9,2,,0.71
Runtz,Runtz Auto,Zamnesia Seeds,,"Green House Feeding,",True,Manual,"Soil Grow Medium,",Glass Of Water,,10.76,9,1,,0.53
Night Queen auto,Auto night queen,BulkSeedBank,240 watt,"PLAGRON.,Vitalink,",True,Hydroponics,,,"LST,Defoliation,12-12 From Seed,",3.88,10,1,,16.93
41_Strawberry Gorilla_พี่ตุ๋ย,Strawberry Gorilla Auto,Fast Buds,,,True,Hydroponics,,,"LST,ScrOG,",,11,1,1.59,
Ethos Haze & Nightowl Judy Gemstone gift,Judy Gemstone,Night Owl Seeds,1300 watt,,True,Hydroponics,"Coco Coir Grow Medium,",,"LST,Defoliation,",,10,1,,3
Cherry Alien Auto ft MarsHydro,Cherry Alien Auto,Original Sensible Seeds,1300 watt,,True,Hydroponics,"Coco Coir Grow Medium,",Glass Of Water,"LST,Defoliation,",,11,4,,
Fastbuds first try,Banana Purple Punch Auto,Fast Buds,"LED / 150W Custom,LED / 200W Custom,","BioBizz,",True,Manual,"Soil Grow Medium,Expanded Clay Grow Medium,",Glass Of Water,"LST,Defoliation,",,FLOWERING,,,
Northern Lights Auto,Northern Lights Auto,Seedsman,610 watt,"Fox Farm,",True,Manual,"Soil Grow Medium,",Peat Pellet,"Topping,LST,",13.12,11,2,8.6,8.6
GanjaFarmerSeeds Amnesia Haze comp,Amnesia Haze,Ganja Farmer Seeds,250 watt,"BioBizz,Advanced Nutrients,",True,Manual,"BIOBIZZ Light MIX Grow Medium,",Glass Of Water,"Defoliation,",6.89,14,1,,1.94
Herz og#2,Herz OG,Exotic Seed,250 watt,"BioBizz,Advanced Nutrients,",True,Manual,"BIOBIZ LightMIX Grow Medium,",,"Defoliation,",6.89,13,1,,1.06
Connoisseur Genetics Mango n Cheese,Orange N Mango,Connoisseur Genetics,250 watt,"BioBizz,Advanced Nutrients,",True,Manual,"BioBIZZ LightMIX Grow Medium,",Glass Of Water,"Topping,LOVE,Defoliation,",6.89,14,1,,1.76
Skywalker OG Auto Barney’s,Skywalker OG Auto,Barney'S Farm,800 watt,"Advanced Nutrients,PLAGRON.,Plant Success (Plant Revolution),Terra Power,",True,Manual,"Soil Grow Medium,",Glass Of Water,"ScrOG,",,11,,,
THC BOMB Auto Bomb Seeds,THC Bomb Auto,Bomb Seeds,800 watt,"Advanced Nutrients,PLAGRON.,Plant Success (Plant Revolution),Terra Power,",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,ScrOG,",,11,2,,
8+Strains Lambton County,Panama Red,Custom Breeder & Strain,,"NPK Industries,Green Planet Nutrients,Optic Foliar,Dynomyco,General Hydroponics (GHE),",True,Manual,"ProMix Grow Medium,Perlite Grow Medium,Azomite Grow Medium,Coco Coir Grow Medium,Soil Amended ; Flower Week 19,Soil Amended; FLOWER Week 20,Soil Amended: Final Application Week 25,",Glass Of Water,"Super-Crop,Transplanting,Foliar Misting,LST,Milk Application for POWDERY MILDEW,SOIL FLUSH,Transplant 18th,FIMing,Clone,Defoliation,",,31,1,17.39,128.01
Pakistan valley,Pakistan Valley,World Of Seeds,,"FloraFlex,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,"Topping,ScrOG,",,16,1,,
Los mas fast,Crystal METH,Fast Buds,,,True,Manual,"Soil Grow Medium,",,,,17,2,,45.86
Wappa - SunPro Sunboy 150w - DWC,Wappa,Paradise Seeds,150 watt,,True,Hydroponics,"Mineral Wool Grow Medium,Expanded Clay Grow Medium,",,,,10,4,4.52,
First indoor grow. Sugar bomb punch,Sugar Bomb Punch,Dutch Passion,75 watt,"Miracle-Gro,",True,Manual,"Soil Grow Medium,Expanded Clay Grow Medium,",,"Defoliation,",Custom,13,1,,0.35
VIPARSPECTRA XS2000 NORTHERN #5 x HAZE,Northern Lights #5 x Haze Fem,Sensi Seeds,720 watt,"Grotek,Top Crop,Hesi,Purpinator,PLAGRON.,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Other,"SoG,ScrOG,HST,Topping,Defoliation,LST,",15.5,14,1,1.94,1.94
Greenhouse grow,Amnesia Zkittlez Auto,Fast Buds,,"BioBizz,",True,Manual,"Soil/worm casings/perlite/coco Grow Medium,",Peat Pellet,,,10,2,,
Seedsman Peyote Gorilla,Peyote Gorilla,Seedsman,600 watt,"BuildASoil,Neptune's Harvest,",True,Manual,"CoolGrows 32″X 32″X 63″ Indoor Hydroponics Mylar Grow Tent Room For Plant Growing,Soil Grow Medium,",Paper Towel,"Topping,Defoliation,ScrOG,",9,17,3,,16.4
#VIPARSPECTRA XS2000 SWEET CHERRY PIE,Sweet Cherry Pie,Sweet Seeds,720 watt,"Top Crop,Grotek,Hesi,Purpinator,Bio Nova,",True,Manual,,Other,"Defoliation,Topping,ScrOG,LST,HST,SoG,",15.5,17,1,1.94,2.12
#VIPARSPECTRA XS2000 PSICODELICIA,Psicodelicia®,Sweet Seeds,720 watt,"Top Crop,Grotek,Hesi,Purpinator,Bio Nova,",True,Manual,,Other,"Defoliation,SoG,LST,Topping,HST,ScrOG,",15.5,17,1,,1.76
What The Fuck,Jean-O's Genetics,Custom Breeder & Strain,250 watt,"Botanicare,",True,,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Mineral Wool Grow Medium,Expanded Clay Grow Medium,",,,,10,1,2.52,
Gorilla Cookies Auto,Gorilla Cookies Auto,Fast Buds,"LED / 165W (×4) Q4WL Gen2,LED / 320W (×2) EVO 5-120,","Advanced Hydroponics of Holland,BioBizz,PLAGRON.,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"SoG,wachsen und gedeihen,LST,",32.29,10,18,,38.8
FastBuds Grow,Amnesia Zkittlez Auto,Fast Buds,150 watt,"Dynomyco,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Glass Of Water,"Topping,",3.88,13,1,3.46,13.86
Dutch Passion contest,Auto Cinderella Jack,Dutch Passion,150 watt,"Dynomyco,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Glass Of Water,"Topping,",41.76,13,1,3.46,13.86
Lemon Haze Auto ~>Organic Earthbox<~,Super Lemon Haze,ILGM,600 watt,"Boom Nutrients,Botanicare,Fish Head Farms,Humboldts Secret,Aurora Innovations (Roots Organics),",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,Defoliation,ScrOG,",40,14,1,3.67,12.91
First Grow RQS Skunk XL,Skunk XL,Royal Queen Seeds,340 watt,"Hesi,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Ernte,Defoliation,FIMing,Topping,LST,HST,",16.79,12,4,4.29,34.05
DUNKAWOOS,Dunkaroos,Green Point Seeds,350 watt,"General Hydroponics (GHE),Botanicare,Purpinator,",True,Manual,"Rockwool Grow Medium,Coco Coir Grow Medium,",Rockwool Cube,"LST,Topping,Defoliation,",13.12,12,2,,5
Outdoor Ruderalis (photoperiod),Ruderalis Skunk,Sensi Seeds,,"BuildASoil,Down To Earth,Aurora Innovations (Roots Organics),Fox Farm,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,LST,HST,Defoliation,",,29,1,,18
Alien OG auto: Aeque Genetics,Aeque Genetics: Alien OG Autoflower,Custom Breeder & Strain,480 watt,"Dynomyco,Blue Planet Nutrients,Gen1:11,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Grow stone Grow Medium,",Glass Of Water,"LST,Defoliation,",16.46,12,1,6.4,19.4
Peyote Gorilla,Peyote Gorilla,Seedsman,310 watt,"Aurora Innovations (Roots Organics),",True,Manual,"Gorilla Grow Tent GGT 8x16,Soil Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,",0.33,15,1,2.12,
Banana Purple Punch Auto 2022,Banana Purple Punch Auto,Fast Buds,550 watt,"Nortembio,",True,Manual,"HID / 400W 400W HPS Grow Bulb,Pro Mix Hp Grow Medium,",Paper Towel,"LST,Defoliation,",4,11,2,5.36,
Original Auto Russian !!! - Indoor,Russian Auto,Fast Buds,360 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,ScrOG,",10.76,8,1,0.16,0.16
Gorilla cookies auto 2nd outdoor grow,Gorilla Cookies Auto,Fast Buds,,,True,Manual,"Soil Grow Medium,",,"Topping,LST,Defoliation,",,FLOWERING,,,
Red mandarine F1- MARS HYDRO,Red Mandarine F1 Fast Version®,Sweet Seeds,150 watt,,True,,"Soil Grow Medium,",,,6.46,14,1,0.88,5.29
Outdoor purple haze,Wi,Custom Breeder & Strain,,"PLAGRON.,Canna,Bio Nova,",True,Manual,"Perlite Grow Medium,Soil Grow Medium,",Other,"Defoliation,LST,",,18,1,,35.27
Wedding Glue,Wedding Glue Auto,Fast Buds,680 watt,"Advanced Nutrients,",True,Manual,,Glass Of Water,"LST,Defoliation,",5.38,9,1,3.95,19.75
Planet of the Grapes,Planet Of The Grapes,ETHOS Genetics,260 watt,"Fish Head Farms,Plant Success (Plant Revolution),Dynomyco,Microbe Life Hydro,South Cascade Organics,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Topping,Defoliation,ScrOG,",118.11,16,,,38.63
PuTang,PuTang S1,Mass Medical Strains,"LED / 100W (×2) Custom,LED / 100W (×2) Custom,","Plant Success (Plant Revolution),Dynomyco,Fish Head Farms,Microbe Life Hydro,South Cascade Organics,",True,Manual,"AC Infinity Cloudlab 632 Advance Grow Tent 36” X 20” X 62”,Soil Grow Medium,",Directly In Substrate,"LST,Topping,Defoliation,ScrOG,",,FLOWERING,,,
Alien Rock Candy,Alien rock candy,Custom Breeder & Strain,"LED / 150W Custom,","Fish Head Farms,Plant Success (Plant Revolution),Dynomyco,South Cascade Organics,Microbe Life Hydro,",True,Manual,"AC Infinity Cloudlab 422 Advance Grow Tent 2x2 (24"" X 24"" X 48""),Soil Grow Medium,",Paper Towel,"Topping,LST,Defoliation,ScrOG,",118.11,16,1,,12.8
Cheese Auto (grow 5),Cheese Auto,Fast Buds,400 watt,"Living Soils,",True,Manual,"Living S Grow Medium,",Paper Towel,"Leaf tucking,LST,Defoliation,",10.76,11,1,,
Ganja Farmer Seeds Bubble OG Gum NFT,Bubble OG Gum,Ganja Farmer Seeds,240 watt,"Canna,",True,Hydroponics,"Mineral Wool Grow Medium,",Glass Of Water,"ScrOG,FIMing,Lollipop,Defoliation,",6.89,14,1,8.82,
White Widow Auto,White Widow Auto,Seedsman,,,True,Manual,,,"Defoliation,",10.76,11,3,6.07,6.07
First Grow - Barney's Wedding Cake Auto,Wedding Cake Auto,Barney'S Farm,240 watt,"Real Growers,Gaia Green,Fox Farm,Down To Earth,",True,Manual,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Soil Grow Medium,",,"LST,Defoliation,",26.25,11,1,,4.52
WHAT????,Gorilla Punch Auto,Fast Buds,"LED / 252W Roleadro 1200W 2nd Gen,",,True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",,,32.81,8,1,,5
Blue Dream #20,Blue Dream Auto,Fast Buds,,"General Hydroponics (GHE),Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,",,"LST,Defoliation,",,13,1,,
Coco coir SS1,Bruce Banner Auto,Fast Buds,300 watt,"FloraFlex,Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Defoliation,",Custom,10,2,5.29,
Chem Beyond Diesel CBD,Chem Beyond Diesel® C.B.D,Sweet Seeds,100 watt,"BioBizz,Jungle indabox,Advanced Hydroponics of Holland,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",3.88,14,1,0.41,3.7
Cindy - Cinderella,Cinderella Auto,Fast Buds,300 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,Other Grow Medium,",,"LST,",96.88,10,1,1.83,12.35
BubbleGum Auto 2022,BubbleGum Auto,Fast Buds,550 watt,"Nortembio,",True,Manual,"HID / 400W 400W HPS Grow Bulb,Pro Mix HP Grow Medium,",Paper Towel,"LST,Defoliation,",6.56,11,2,6.07,
Northern Spice (F1),B-Dubs Beans - Northern Spice F1,Custom Breeder & Strain,300 watt,"General Hydroponics (GHE),Botanicare,",True,Drip,"Perlite Grow Medium,Expanded Clay Grow Medium,",Paper Towel,"FIMing,LST,Defoliation,SoG,",26.25,20,1,1.75,
Tropical punch,Calibiza,Custom Breeder & Strain,,"BioBizz,Canna,",True,Manual,"Other Grow Medium,",,"Defoliation,",,7,7,,7.05
Zkittlez,Zkittlez,The Bakery Seed Co.,475 watt,"Canna,Plant Magic,Buddhas Tree,",True,Hydroponics,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,",12.92,15,1,,4.84
Afghan kush,Afghan kush silver leaf,Custom Breeder & Strain,475 watt,"Canna,Plant Magic,Buddhas Tree,",True,Hydroponics,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,",12.92,15,1,,2.28
Dr Dosi,Dr Ray Dr Dosi,Custom Breeder & Strain,475 watt,"Canna,Plant Magic,Buddhas Tree,",True,Hydroponics,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,",12.92,14,1,,10.89
gelato cake,Gelato Kiss,Elev8 Seeds,,"PLAGRON.,BioBizz,",True,Manual,"Soil Grow Medium,",,,5.38,13,1,,2
Blue Cheese Autoflower by Royal Seeds,Blue Cheese Automatic,Royal Queen Seeds,"LED / 100W Mars TS 600,","PLAGRON.,",True,Watering from bottom,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",,"LST,",,12,1,2.89,9.88
Girl Scout Cookies GSC - FastBuds,Girl Scout Cookies Auto,Fast Buds,200 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",,"LST,Defoliation,",6.46,12,1,0.92,3.53
AK Choco Kush ( Amsterdam Genetics ),AK Choco Kush,Amsterdam Genetics,182 watt,"Green House Feeding,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Topping,",7.1,16,1,0.67,2.36
Blue Magic ( Amsterdam Genetics ),Blue Magic,Amsterdam Genetics,182 watt,"Green House Feeding,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Topping,",7.1,15,1,0.67,2.65
Purple Lemonade - Fastbuds,Purple Lemonade Auto,Fast Buds,100 watt,"Advanced Nutrients,",True,,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,,,8,1,1.23,10.58
Kush Mint x Gelato #41 (Green House) #2,Kush Mint X Gelato #41,Green House Seed Co.,182 watt,"Green House Feeding,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Topping,",7.1,17,1,0.56,3.39
Cherry Cola - Fastbuds,Cherry Cola Auto,Fast Buds,100 watt,"Advanced Nutrients,",True,,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,,,8,1,0.71,3.53
