diary_name,strain,strains_company,light_watt,nutrients,indoor,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Garden Guerilla Grow 2022,Do-Si-Dos Automatic,Zamnesia Seeds,,,True,Manual,"Soil Grow Medium,",,"LST,ScrOG,",,12,2,,1.48
Fat banana - MARS HYDRO,Fat Banana,Royal Queen Seeds,150 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,6.46,13,1,0.95,0.95
Red mandarine - Main-lining -MARS HYDRO,Red Mandarine F1 Fast Version®,Sweet Seeds,100 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Main-Lining,Topping,Defoliation,",6.46,21,1,0.67,0.67
Red mandarine topping,Red Mandarine F1 Fast Version®,Sweet Seeds,100 watt,,True,,,,"Topping,",6.46,8,1,,0.25
Fastbuds blackberry auto,Blackberry Auto,Fast Buds,450 watt,"Gaia Green,",True,,"Coco Coir Grow Medium,Perlite Grow Medium,Dynomyco Grow Medium,Earthworm castings Grow Medium,",Directly In Substrate,"LST,SoG,Defoliation,",52.49,8,3,,123
Jack Herer Auto with Black Dog LED,Jack Herer Auto,Crop King Seeds,400 watt,"Advanced Nutrients,South Cascade Organics,",True,Manual,"HP Pro Mix Grow Medium,",Directly In Substrate,"Topping,Defoliation,",2.5,12,4,,
HARVESTED! 650g OG KUSH x6 in 90 DAYS,OG's Kush,Blimburn Seeds,"LED / 680W Mars FC 6500,","Advanced Nutrients,",True,,"Coco Coir Grow Medium,",,"Topping,LST,ScrOG,",24.22,12,6,22.93,107.06
Quick One | The First Grow,Quick One,Royal Queen Seeds,150 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",Other,,3.88,12,2,5.29,22.93
Fast flowering OGZK Humboldt/ PurpleHaze,Fast Flowering OGKZ,Humboldt Seed Organization,128 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,",,"LST,Topping,",10.76,13,1,,19.4
Gorilla Cookies Auto FastBuds,Gorilla Cookies Auto,Fast Buds,300 watt,"Atami,Hesi,",True,Manual,"Soil Grow Medium,",Paper Towel,,,9,1,,1.98
Masterkush Humboldt,Master Kush,Humboldt Seed Organization,300 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,LST,",10.76,15,1,,14.11
Bruce Banner Auto FastBuds,Bruce Banner Auto,Fast Buds,300 watt,"Atami,Hesi,",True,Manual,,Paper Towel,,,9,1,,2.12
Strawberry Pie Auto FastBuds,Strawberry Pie Auto,Fast Buds,300 watt,"Atami,Hesi,",True,Manual,"Soil Grow Medium,",Paper Towel,,,9,71,,0.04
White Widow Auto,White Widow Autoflower,Marijuana Seed Breeders - MSB,250 watt,"Canna,Botanicare,Real Growers,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,Topping,Defoliation,",2.48,15,1,,23.53
1L Double Ape,Gorilla Glue Autoflower,ILGM,120 watt,"Real Growers,Botanicare,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,Topping,",13.12,12,2,,
KmintZ Clone Pheno #1,Kmintz,Ripper Seeds,410 watt,"Green Buzz Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Other,"Topping,",15.5,16,1,1.69,7.87
Overfed MW - cut early: 1st Try FEM,Hawaii Maui Waui,Nirvana,125 watt,"BioBizz,TNC (The Nutrient Company),",True,Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,Topping,LST,",172.22,11,1,1.06,1.23
Triple G automatic outdoor 2022,Triple G Automatic,Royal Queen Seeds,,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,Defoliation,",,10,1,1.59,4.23
GELATO 33 X FRENCH COOKIES,French Macaron,T.H.Seeds,600 watt,"Canna,BioBizz,Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Defoliation,LST,Topping,12-12 From Seed,",,11,2,,
Outdoor Autos 2022,AK-37 Auto,Custom Breeder & Strain,,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Promix Grow Medium,",,"Defoliation,",,13,4,7.83,77.6
Zkittlez auto FastBuds,Zkittlez Auto,Fast Buds,150 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,Coco Coir Grow Medium,",Rockwool Cube,"LST,ScrOG,",,8,,,
FBT 2212,FBT2212,Fast Buds,,"Advanced Nutrients,",True,,"Soil Grow Medium,",,"LST,Defoliation,",,11,1,,3.71
Hulkberry & Stress Killer,Hulkberry,Royal Queen Seeds,150 watt,,True,Manual,,,,8.61,12,1,2.26,
Grow2022,Auto Amnesia Gold,Pyramid Seeds,,"PLAGRON.,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Flushing,LST,Defoliation,Topping,",,12,1,,0.56
Quick one RQS - Natural grow,Quick One,Royal Queen Seeds,,"PLAGRON.,",True,Manual,"Other Grow Medium,Soil Grow Medium,",Paper Towel,,,12,1,1.07,
Blue Cheese RQS,Blue Cheese,Royal Queen Seeds,300 watt,"General Hydroponics (GHE),",True,,"Coco Coir Grow Medium,Perlite Grow Medium,",,"HST,Defoliation,Topping,",,18,1,7.76,7.05
SWEET PURE AUTO CBD,Sweet Pure Auto CBD®,Sweet Seeds,310 watt,"Top Crop,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Paper Towel,"Defoliation,",10.76,10,9,176.37,70.55
Blaze early start,Auto Banana Blaze,Dutch Passion,,"Bio Tabs,PLAGRON.,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"LST,HST,",,12,3,1.41,3.17
ALOHA OG (UNITFARMLED),Sensi Skunk,Sensi Seeds,360 watt,"PLAGRON.,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Topping,Defoliation,",8.61,17,1,3.07,13.05
8 plants test,Gorilla Girl®,Sweet Seeds,315 watt,"Organics Nutrients,",True,Manual,"Soil Grow Medium,",,"LST,Defoliation,",Custom,16,,,
Mimosa Cake Auto x2,Mimosa Cake Auto,Fast Buds,240 watt,,True,Manual,"Soil Grow Medium,",,"LST,",,11,2,,
Stardawg Auto,Stardawg Auto,Fast Buds,240 watt,,True,Manual,"Soil Grow Medium,",,,,11,3,,
Alaskan Purple Auto x2,Alaskan Purple Auto,Seedsman,240 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",,,,11,2,,
OG Kush Auto,OG Kush Auto,Seedsman,240 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",,,,11,1,,
Zkittlez Auto,Zkittlez Auto,Seedsman,240 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",,,,11,1,,
Cream Cookies Auto,Cream Cookies Auto,Fast Buds,240 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",,,,11,,,
Og Kush auto,Og kush,Custom Breeder & Strain,,"Advanced Nutrients,General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,",,"Topping,Defoliation,LST,",,14,1,12.35,
Blueberry auto dutch,Auto Blueberry,Dutch Passion,60 watt,"BioBizz,Nortembio,Madame Grow,",True,Manual,"Expanded Clay Grow Medium,Soil Grow Medium,",Directly In Substrate,"Defoliation,",1.72,8,1,0.55,
Twisted Cookies Auto,Twisted Cookies,Twisted Tree Autoflowers,150 watt,"Dr. Earth,Fox Farm,Bloom City Organics,True Plant Science (TPS),General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,",,8,3,,
MarsHydro SP-3000 x White Widow Fast,White Widow Fast,Seedsman,300 watt,"Fox Farm,",True,Manual,"Promix Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,",26.25,17,4,,
A I E T I,Aieti Auto,Caucasian Seeds,730 watt,"General Hydroponics (GHE),",True,Manual,"Gorilla Soil GGF Grow Medium,Gorilla Coco GGF Grow Medium,",,,7.53,13,1,4.94,8.11
BOCHI,Bochi Auto,Caucasian Seeds,480 watt,"General Hydroponics (GHE),",True,Manual,"Gorilla Soil GGF Grow Medium,Gorilla Coco GGF Grow Medium,",,,6.46,13,1,,7.41
Gary Payton Reveg,Garypa,Custom Breeder & Strain,310 watt,"Advanced Nutrients,General Hydroponics (GHE),",True,Hydroponics,"Expanded Clay Grow Medium,Rapid rooters Grow Medium,",,"HST,",Custom,12,1,,17.92
Bochi Auto 2x,Bochi Auto,Caucasian Seeds,150 watt,"General Hydroponics (GHE),",True,Manual,,,,2.8,10,2,,8.43
FROSTY STRAINS,Purple #40,Purple City Genetics,"LED / 250W Series 3 Samsung LM301H 250 Watt Grow Light,LED / 250W Series 3 Samsung LM301H 250 Watt Grow Light,LED / 250W Custom,","Green House Feeding,BioBizz,",True,Manual,"Banana sherbet Growers Choice,Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Topping,Defoliation,",,FLOWERING,,,
Amirani | Auto,Amirani Auto,Caucasian Seeds,150 watt,"Top Crop,",True,Manual,"Soil Grow Medium,",,"LST,",3.77,9,1,,16.16
First Attempt - Central Virginia Outdoor,Grape Gushers Auto,Tastebudz Genetics,,,True,Manual,"Soil Grow Medium,",,"Natural,",,10,1,,
Sunset Sherbet Cali geneticz-Hydro Grow,Sunset sherbet,Custom Breeder & Strain,100 watt,"General Hydroponics (GHE),",True,Hydroponics,"Expanded Clay Grow Medium,",Paper Towel,"LST,Defoliation,",,12,,,
BlumenBot DZ1 - Purple Kush,Purple Kush,Growers Choice Seeds,200 watt,"Canna,NPK Industries,Terpinator,Green Planet Nutrients,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Topping,Defoliation,Main-Lining,",4,24,1,,5.48
Medea Auto Quick Grow,Medea Autoflowering,Caucasian Seeds,100 watt,,True,Manual,"Soil Grow Medium,",,"LST,",2.15,9,1,,0.21
Ocho Auto | Ochopintre By Cacuasian Seed,Ochopintre Auto,Caucasian Seeds,300 watt,"General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,",,,4.31,9,1,,1.83
Skywalker OG Auto,Skywalker OG Auto,Barney'S Farm,400 watt,"Advanced Nutrients,",True,Drip,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Defoliation,",15.5,12,1,3.35,33.51
DurbinThai/Cind 99 *Marshydro Fc4800*,DurbinThai/Cinderella 99 clone,Custom Breeder & Strain,480 watt,"Gaia Green,",True,Manual,"100% Fox Farm Ocean Floor Grow Medium,",,"LST,HST,Defoliation,Topping,Main-Lining,",,20,1,4.07,12.17
Auto Gagarin,extream seeds,Custom Breeder & Strain,,,True,,"Soil Grow Medium,",Paper Towel,"12-12 From Seed,Defoliation,",,12,1,0.21,0.21
Autoflorevin go,Chemdawg Auto,Fast Buds,230 watt,"Zamnesia,BioBizz,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,",Directly In Substrate,"Topping,",6.46,10,1,1.83,10.02
Psilocybe cubensis Golden Teacher,Golden Teacher,Custom Breeder & Strain,,,True,Manual,,,,,FLOWERING,,,
Jack Orange Gea seeds.,Jack Orange,Gea Seeds,200 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,",,"FIMing,LST,Defoliation,",10.76,19,3,,43.49
Rainbow Berries & Peanut Butter Pie,Raw Genetics Rainbow Berries,Custom Breeder & Strain,300 watt,"Dyna-Gro,",True,Manual,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Other Grow Medium,",Paper Towel,"Topping,LST,ScrOG,Defoliation,",29.53,15,2,,4.8
Tutti,Tutti Gelato,Exclusive Seeds Bank,,,True,Manual,,Glass Of Water,"Topping,SoG,Defoliation,",,30,,,
Peanut putter pie mother,Raw Genetics- Peanut Butter Pie,Custom Breeder & Strain,,"Heavy 16,House & Garden,Fish Head Farms,Plant Success (Plant Revolution),Mammoth Microbes,",True,Manual,"Coco Coir Grow Medium,",Paper Towel,"ScrOG,LST,Topping,Defoliation,",,19,,,
Purple Pear - SkiMask Seeds,purple pear - Skimask Seeds,Custom Breeder & Strain,250 watt,"Green Planet Nutrients,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Peat Pellet,"Defoliation,",Custom,15,1,,14.82
Strawberry Gorilla Auto and Grow Dots,Strawberry Gorilla Auto,Fast Buds,150 watt,"Real Growers,",True,Hydroponics,"Soil Grow Medium,",Paper Towel,,7.38,8,1,1.23,
Fastbuds Strawberry Banana,Strawberry Banana Auto,Fast Buds,660 watt,,True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",,11,,,
FastBuds Strawberry Pie Auto,Strawberry Pie Auto,Fast Buds,600 watt,,True,Manual,"Soil Grow Medium,",,,7.38,10,4,,
WSE Chiquita Banana Indoor,Chiquita Banana feminized seeds,Weedseedsexpress,400 watt,,True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",10.76,26,2,,26.19
Big bud,Big Bud,Sensi Seeds,990 watt,"General Hydroponics (GHE),Advanced Nutrients,",True,Hydroponics,,Other,"Topping,Main-Lining,Defoliation,",23.68,19,1,,21.16
bleberry auto x4,Blueberry Auto,Seedsman,500 watt,"Remo Nutrients,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",,12,2,,0.85
Blue Moby,Blue Moby Fem (Humboldt),Seedstockers,440 watt,"Namaste Nutrientes,Advanced Nutrients,",True,Manual,"Other Grow Medium,",Paper Towel,"Croopers,Topping,",10.76,15,3,3.67,43.74
Amirani Auto Mega Grow,Amirani Auto,Caucasian Seeds,200 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,HST,",1076.39,9,1,,2.7
White Cookies Auto - Window Grow,White Cookies Auto - Dane Strains,Custom Breeder & Strain,,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,Leaf tucking,",,9,1,0.88,3.53
Red Gorilla Girl XL Auto,Red Gorilla Girl XL Auto,Sweet Seeds,270 watt,"Advanced Nutrients,Grotek,Hesi,Canna,Emerald Harvest,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Other,"Topping,LST,Defoliation,",10.76,11,1,3.17,21.16
Triple G Auto,Triple G Automatic,Royal Queen Seeds,300 watt,"Advanced Nutrients,Grotek,Hesi,Canna,Emerald Harvest,",True,Manual,,Other,"Topping,LST,Defoliation,",10.76,11,1,3.53,22.93
"LSD Auto, Strawberry Banana Auto, T.C.P.",LSD-25 Auto,Fast Buds,150 watt,,True,Manual,"Other Grow Medium,",Directly In Substrate,"Defoliation,",52.49,10,1,2.19,5
Cookies Gelato Auto,Cookies Gelato Automatic,Royal Queen Seeds,300 watt,"Advanced Nutrients,Grotek,Hesi,Canna,Emerald Harvest,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Other,"Topping,LST,Defoliation,",10.76,11,1,5.5,24.69
Ayahuasca Purple,Ayahuasca Purple,Custom Breeder & Strain,600 watt,"Mills Nutrients,Green Planet Nutrients,",True,Manual,"Coco Coir Grow Medium,Soil Grow Medium,",,"Defoliation,",161.46,14,38,282.16,28.22
Sweet ZZ 2022 outdoor,Sweet ZZ Automatic,Royal Queen Seeds,,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Defoliation,Topping,LST,",,13,2,1.23,1.23
Light of Jah Auto AMS,Light of Jah Auto,Amsterdam Marijuana Seeds AMS,480 watt,"Blue Planet Nutrients,Dynomyco,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Growstone Grow Medium,",Glass Of Water,"LST,Defoliation,",54,14,1,5.09,21.16
My First Grow New Beginnings855,Gelato Autoflower,ILGM,1150 watt,"Botanicare,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,"Just naturally grown with love,",Custom,14,,,
AK48,AK 48 feminized seeds,Weedseedsexpress,360 watt,"PLAGRON.,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Soil Grow Medium,",Directly In Substrate,"Repotting,LST,Lollipopping,Defoliation,Topping,ScrOG,SoG,Cropping,Main-Lining,",8.61,23,1,11.39,55.03
Ethos Faceoff,Planet Of The Grapes,ETHOS Genetics,480 watt,"General Hydroponics (GHE),Remo Nutrients,Oregon’s Only (Nectar for the Gods),House & Garden,Microbe Life Hydro,",True,Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Coco Coir Grow Medium,Perlite Grow Medium,",Peat Pellet,"LST,Topping,FIMing,Defoliation,",16,14,1,13,13
AUTO SWISS GELATO DWC,Gelato Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",True,Hydroponics,"Expanded Clay Grow Medium,",Peat Pellet,"ScrOG,Leaf Tucking,HST,Lollipopping,Defoliation,LST,",7.53,14,1,12.11,46.56
B O C H I,Bochi Auto,Caucasian Seeds,480 watt,"General Hydroponics (GHE),",True,Aeroponics,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,Gorilla Soil GGF Grow Medium,",,,5.38,13,1,4.41,6.7
Royal Gorilla,Royal Gorilla,Royal Queen Seeds,,"Mills Nutrients,Jungle indabox,Bio Nova,",True,Manual,"Soil Grow Medium,",,"LST,",10.76,19,5,4.73,29.84
A M I R A N I,Amirani Auto,Caucasian Seeds,730 watt,"General Hydroponics (GHE),",True,Manual,"Gorilla Soil GGF Grow Medium,Gorilla Coco GGF Grow Medium,",,,10.76,13,1,6,7.41
Surprise,Don't know,Custom Breeder & Strain,300 watt,"Advanced Nutrients,",True,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,Bat guanno Grow Medium,Worms casting Grow Medium,",,"LST,Defoliation,",,9,1,,4.8
Cream Caramel Auto (Organic),Cream Caramel Auto®,Sweet Seeds,200 watt,"Bio Tabs,Green House Feeding,PLAGRON.,BioBizz,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,Other Grow Medium,",,"Topping,Defoliation,",,10,1,1.2,8.32
White Widow Auto Low Budget,White Widow Autoflower,ILGM,400 watt,"General Hydroponics (GHE),",True,Hydroponics,"Expanded Clay Grow Medium,",,,72.18,14,2,,
Zkittlez x Purple Punch Ripper Seeds,Zkittles x purple punch Ripper Seeds,Custom Breeder & Strain,"LED / 245W Mars SP 250,","Real Growers,T-REX,BioBizz,Dyna-Gro,General Hydroponics (GHE),",True,Manual,"Perlite Grow Medium,Vermiculite Grow Medium,Peatmoss Grow Medium,Popper clay Grow Medium,",,"LST,Defoliation,",13.13,20,1,2.5,3.46
first grow runtz purple punch banana,Runtz,Zamnesia Seeds,100 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",,"Defoliation,Topping,FIMing,LST,",3.88,18,2,3.7,3.7
Let's do this,Bruce Banner Fast Version,Homegrown Cannabis Co,,"Fox Farm,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,LST,",,15,,,
Fbt 2207,FBT2207,Fast Buds,"LED / 650W FC-E 6500,LED / 650W FC-E 6500,","FloraFlex,South Cascade Organics,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",,,,FLOWERING,,,
zkittlez auto,Zkittlez Auto,Original Sensible Seeds,300 watt,"Green House Feeding,Guanokalong,",True,Manual,"Coco Coir Grow Medium,",Other,,7.75,9,3,3.92,
"SCROG - Sensi Star, MK Ultra, Purple Urk",Sensi Star,Paradise Seeds,645 watt,"Botanicare,Atami,Fox Farm,",True,Manual,"LM-HP: Lambert High Porosity Grow Medium,Wiggle Worm Castings Grow Medium,",,"ScrOG,",25,16,1,12,16
Tastebudz- Critical Banana Smoothie Auto,Critical Banana Smoothie Auto,Tastebudz Genetics,310 watt,"Canna,BioBizz,Vitalink,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Wormcastings Grow Medium,",Paper Towel,"Defoliation,",52.49,12,1,,2
Budget 1st Grow - Lilac Diesel,Lilac Diesel,ETHOS Genetics,,,True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,,,13,1,,1.76
Outdoor Lemon OG- Cheese og AUTO,Lemon og,Custom Breeder & Strain,,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,hydroton Grow Medium,",Paper Towel,"Defoliation,",,10,2,4.41,
Mimosa/Critical,Critical Kush,Barney'S Farm,150 watt,"BioBizz,Terpinator,Purpinator,Bio Tabs,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,",,"LST,Defoliation,",8.61,9,1,1.8,3.36
Fresh Mexican Growkit,Fresh Mushroom Mexican,Custom Breeder & Strain,,,True,Manual,"Growkit Grow Medium,",,,,4,1,1.09,11.01
grandmommy purple and gorilla glue,Grandmommy Purple,Herbies Seeds,195 watt,,True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Topping,Defoliation,",,17,1,,2.8
First photoperiod,Cannacotta,Tastebudz Genetics,300 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Defoliation,",,11,1,,2.12
Gorilla Glue Auto - Fair Seeds,Gorilla Glue Auto,Custom Breeder & Strain,120 watt,"Hesi,Atami,Jungle indabox,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,LST,",9.04,11,1,0.77,4.09
HE'S OFF TO MEXICO,Mexican Airlines Auto,Fast Buds,200 watt,"Hesi,Buddhas Tree,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Defoliation,LST,",,11,1,,
AUTO AK IZI Seeds,AUTO AK XXL,Custom Breeder & Strain,300 watt,"General Hydroponics (GHE),",True,,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Directly In Substrate,"12-12 From Seed,Topping,LST,Defoliation,Main-Lining,",10.76,11,1,1.06,
Amnesia Haze,Amnesia Haze Auto,Fast Buds,100 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",,,6.67,11,2,,4.3
Rotten Peaches - Tino's Genetics,Tino's Genetics - Rotten Peaches,Custom Breeder & Strain,355 watt,"Gen1:11,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"Defoliation,",1.72,13,1,5.36,16.16
Tropicanna Banana by Barney's Farm,Tropicanna Banana,Barney'S Farm,240 watt,"Advanced Nutrients,Canna,Growth Technology,Atami,",True,Drip,"Gorilla Grow Tent GGT 2x4,Coco Coir Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",3.88,16,2,,70.55
Wedding Cake by Zamnesia,Wedding Cake,Zamnesia Seeds,240 watt,"Advanced Nutrients,Canna,Growth Technology,Atami,",True,Drip,"Gorilla Grow Tent GGT 2x4,Coco Coir Grow Medium,",Paper Towel,"Topping,Defoliation,",3.88,16,2,,70.55
Closet DWC grow,Black Jack CBD®,Sweet Seeds,100 watt,"Canna,Atami,",True,Hydroponics,"Other Grow Medium,",Glass Of Water,"DWC,ScrOG,LST,Topping,HST,Defoliation,",1.72,16,1,,2.66
[beginner grow]2x2 Super bud GHS 146g!!!,Super Bud,Green House Seed Co.,130 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",Peat Pellet,"ScrOG,SoG,FIMing,Defoliation,",3.88,11,7,5.17,31.75
13.1# 90x60x90 FCE4800 Multivar LST 12/,Dark Phoenix,Green House Seed Co.,480 watt,"PLAGRON.,",True,Manual,"Soil Grow Medium,",Paper Towel,"12-12 From Seed,LST,Defoliation,",,16,,,
Caramel & CBD fix auto,CBD Fix Automatic,Zamnesia Seeds,,"PLAGRON.,BioBizz,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,",,11,1,0.46,2.01
ZamiKache,Wedding Cake Automatic,Zamnesia Seeds,230 watt,"Zamnesia,BioBizz,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Vermiculite Grow Medium,Other Grow Medium,",Directly In Substrate,"LST,",6.46,11,1,1.8,8.64
Outdoor Automatic Run,Auto Future #1,Anesia Seeds,,"Green House Feeding,",True,Manual,"Soil Grow Medium,",Other,,,11,1,,
Amnesia Haze auto fastbuds,Amnesia Haze Auto,Fast Buds,600 watt,"Top Crop,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"LST,Defoliation,HST,Topping,",,9,1,,15.41
Gorilla Glue,Gorilla Glue Auto,Fast Buds,,,True,,,,,,12,,,
AUTO_BCN CRITICAL_P4000,BCN Critical XXL Autoflower,Seedstockers,400 watt,"General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,",,"Topping,",15.5,12,9,,16.93
Blueberry Kush Auto,Blueberry Kush Autoflower,Nirvana,100 watt,"Fox Farm,Gaia Green,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"LST,Leaf tucking,Defoliation,",,14,1,2.56,
1st Organic Season (3rd in Total),tropicana cookies,Custom Breeder & Strain,"LED / 300W Mars TSL 2000,LED / 300W Mars TSL 2000,","Dr. Earth,",True,Manual,"Coco Coir Grow Medium,fox farm ocean forest Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,Topping,Defoliation,",,FLOWERING,,,
AMNESIA LEMON - VIPARSPECTRA P4000,Amnesia Autoflower,Seedstockers,400 watt,"General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,",,"Topping,",15.5,10,5,,15.17
Burrrberry Auto,Blueberry Auto,Fast Buds,600 watt,"Microbe Life Hydro,Impello Biosciences,Mammoth Microbes,",True,Manual,"Soil Grow Medium,",,,,11,1,,
Blueberry Auto,Blueberry Auto,Fast Buds,600 watt,"Microbe Life Hydro,Impello Biosciences,Mammoth Microbes,",True,Manual,"Soil Grow Medium,",,,,11,1,,
Organic Gold,24k Gold,DNA Genetics,330 watt,,True,Manual,"Living soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Topping,Main-Lining,Defoliation,LST,Supercropping,",18.04,15,2,11.71,21.16
MAMBA NEGRA - PEV - P4000,Mamba Negra Autoflowering,Pev Seeds,400 watt,"General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,",Glass Of Water,"Topping,",15.5,9,4,,17.64
All good,Runtz Auto,Barney'S Farm,,"Canna,",True,Drip,"Perlite Grow Medium,Coco Coir Grow Medium,",Directly In Substrate,,10.76,10,1,,
Space cookies,Space Cookies Autoflowering,Crop King Seeds,327 watt,"Fox Farm,",True,Manual,,Paper Towel,"LST,Defoliation,",,10,2,,5
Sherbert the second,Sunset Sherbet Automatic,Zamnesia Seeds,165 watt,,True,Manual,"Soil Grow Medium,Volcanic lava rock Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,",Custom,7,,,
"Honey, super kush, c99 x2",Honey Cream (Royal Caramel),Royal Queen Seeds,,,True,,,,,,8,,,
420FB Stardawg Auto Organic,Stardawg Auto,Fast Buds,300 watt,"Ecothrive,BioBizz,",True,Manual,"Light mix Grow Medium,Perlite Grow Medium,",Glass Of Water,"Accidentally topped 3 nodes,LST,Leaf tucking,",Custom,16,1,,
420FB Forbidden Runtz Auto Organic,Forbidden Runtz Auto,Fast Buds,300 watt,"Ecothrive,BioBizz,",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,Defoliation,",6.89,11,3,,
FastBuds Blue Dream Auto,Blue Dream Auto,Fast Buds,220 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,Defoliation,",3.88,11,4,,10.58
