diary_name,strain,strains_company,light_watt,nutrients,indoor,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
Amnesia Haze x3,Auto Amnesia X3,Seeds Mafia,,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,",,10,,1.06,
Gorilla Glue hermalientje,Unkn,Custom Breeder & Strain,450 watt,"Bio Nova,",True,Manual,"Soil Grow Medium,",,"LST,FIMing,",Mammoth Tents,7,,14.11,
Platinum Terple - In House Genetics,Platinum Terple - In House Genetics,Custom Breeder & Strain,150 watt,"Advanced Hydroponics of Holland,PLAGRON.,",True,Hydroponics,"Expanded Clay Grow Medium,",Glass Of Water,"LST,Topping,Main-Lining,",8.61,13,1,2.12,3.53
Sugar Bomb Punch 2,Sugar Bomb Punch,Dutch Passion,1000 watt,"Advanced Nutrients,",True,Manual,"Coco Coir Grow Medium,Other Grow Medium,",,"Defoliation,LST,",,16,1,,
12 Oz 1 Plant Hulkberry SCROG,Hulkberry,Royal Queen Seeds,300 watt,"BioBizz,Hesi,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,ScrOG,",10.76,10,1,12,35
The Blackest of Berries DP,Auto Blackberry Kush,Dutch Passion,270 watt,"Fox Farm,",True,,"Soil Grow Medium,Foxfarm Ocean Forrest Grow Medium,",Directly In Substrate,,16,12,2,,1.45
Blueberry Cupcake round 2,Blueberry Cupcake,Humboldt Seed Company,450 watt,"Shogun,Mammoth Microbes,Botanicare,",True,Hydroponics,"Expanded Clay Grow Medium,",,"LST,",5.38,9,2,14.18,70.55
Hella Jelly round 2,Hella Jelly,Humboldt Seed Company,450 watt,"Shogun,Mammoth Microbes,Botanicare,",True,Hydroponics,"Expanded Clay Grow Medium,",,"Defoliation,",,6,2,,35.27
EASY GROWTH WITH ORANGE,Orange Sherbet Auto,Fast Buds,450 watt,"T-REX,",True,Manual,"Coco Coir Grow Medium,Other Grow Medium,",,"LST,Defoliation,",,10,1,1.19,3.75
Monkey Dog Seeds - Skunk Monkey,Monkey Dog Cannabis Seeds - Skunk Monkey,Custom Breeder & Strain,450 watt,"Fox Farm,",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Topping,LST,Defoliation,ScrOG,",172.22,14,1,2.5,4
Amnesia Zkittlez Auto,Amnesia Zkittlez Auto,Fast Buds,630 watt,"General Hydroponics (GHE),",True,Drip,"Roots Organic 707 Grow Medium,",Glass Of Water,"Defoliation,Lollipop,",1049.87,10,2,,14.82
Strawberry cake auto,Strawberry Cake Auto,Ganja Farmer Seeds,300 watt,"Athena,",True,Manual,"Soil Grow Medium,",Glass Of Water,"Defoliation,",43.06,10,1,,
All the CBD,Pink Kush CBD 30:1 Auto,Seedsman,400 watt,"Canna,",True,Manual,"Coco Coir Grow Medium,pearlite Grow Medium,Vermiculite Grow Medium,worm castings Grow Medium,",Glass Of Water,"Defoliation,LST,",Custom,10,2,,
Wedding cake | LA OG Kush | First grow,Wedding Cake,Barney'S Farm,300 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,10.76,9,2,2.5,
Ninja Smash and Strawberry Starburst,Dojo Seed Co - Ninja Smash,Custom Breeder & Strain,600 watt,"Gaia Green,",True,Manual,"Soil Grow Medium,",,"Topping,LST,Defoliation,ScrOG,",104.99,9,10,,
"Puple Glam Kush, Tropicana Cookies",Purple Glam Kush,BulkSeedBank,"LED / 250W Custom,","Divine Grow,General Hydroponics (GHE),Advanced Nutrients,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",,"FIMing,LST,Main-Lining,Topping,Defoliation,",,16,,,2.47
Purple Lemonade Auto,Purple Lemonade Auto,Fast Buds,300 watt,"Living Soils,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,Defoliation,",9.84,9,1,2.22,
Gorrilla glue birthday seeds.,Auto gorrilla glue,Custom Breeder & Strain,450 watt,"Advanced Nutrients,Plant Magic,BioBizz,",True,Manual,,Directly In Substrate,"Defoliation,LST,",16.4,9,2,,3.6
Glueberry O.G - Dutch Passion,Glueberry O.G.,Dutch Passion,,"PLAGRON.,",True,Manual,"Soil Grow Medium,",,"Topping,",,16,1,,21.16
Sweet ZZ - Organic/Scrog,Sweet ZZ,Royal Queen Seeds,150 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",,"LST,Topping,Defoliation,ScrOG,",3.23,11,1,5.29,26.1
Barney’s Farm Glue Gelato,Glue Gelato Auto,Barney'S Farm,190 watt,"Hesi,Emerald Harvest,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Directly In Substrate,"LST,12-12 From Seed,Defoliation,",15.07,12,1,2.65,3.37
Biscotti Mintz,Biscotti Mintz,Barney'S Farm,408 watt,,True,Manual,"Soil Grow Medium,",Directly In Substrate,,10.76,10,1,,3
Sour Amnesia Hortilab,Sour Amnesia,HortiLab Seeds,600 watt,,True,Manual,"Soil Grow Medium,",,,Mammoth Tents,9,,,
420 Fastbuds Auto Gorilla Ck/Purple Lem,Gorilla Cookies Auto,Fast Buds,300 watt,"BuildASoil,",True,Drip,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Soil Grow Medium,",,"LST,",16.4,10,1,,1
RiverGrow [outdoor '22],Fruit Gum,Custom Breeder & Strain,,,True,Manual,"Soil Grow Medium,ZION Grow Medium,",Paper Towel,"Defoliation,",,26,1,10.58,31.39
Sweet Mimosa XL auto,Sweet Mimosa XL Auto,Sweet Seeds,250 watt,"NPK Industries,",True,Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Sohum Living Soil Grow Medium,Rogue Rocket Earth Soil Grow Medium,XGarden Perlite Grow Medium,Harvest Hero Enhanced Perlite Grow Medium,",Directly In Substrate,"LST,",,11,3,,
Gorilla Cookies Auto,Gorilla Cookies Auto,Fast Buds,310 watt,"BioBizz,Advanced Nutrients,Botanicare,Terpinator,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",10.76,11,4,5.43,33.65
Mimosa Cake AUTO,Mimosa Cake Auto,Fast Buds,250 watt,"Advanced Nutrients,Canna,Aptus,Hesi,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Other Grow Medium,",,"LST,Defoliation,",6.46,8,1,2.19,21.09
"Fastbuds Test 2203, 2207, 2211 and 2212",FBT2207,Fast Buds,700 watt,"General Hydroponics (GHE),NPK Industries,Gaia Green,",True,Manual,"Soil Grow Medium,Vermiculite Grow Medium,",Paper Towel,"Defoliation,",Custom,11,1,,
Chem dawg photo,Chem dawg,Custom Breeder & Strain,900 watt,"Fox Farm,Lotus Nutrients,",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,HST,",180.45,10,1,,19.75
Freda - Fast Bud #2,Fast Bud #2 Auto®,Sweet Seeds,200 watt,"BioBizz,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"LST,",,12,,,
Photoperiod strains,Sativa Dream,Kannabia Seed Company,300 watt,"General Hydroponics (GHE),",True,Hydroponics,"Other Grow Medium,",,"Topping,",6.89,11,1,,22.93
Gorilla Zkittlez Auto,Gorilla Zkittlez Auto,Fast Buds,630 watt,"General Hydroponics (GHE),",True,Drip,"Roots Organic 707 Grow Medium,",Glass Of Water,"Defoliation,Lollipop,",1049.87,10,2,2.82,15.7
London Pound Cake X Gelato,Candy Rain,Cookies Seed Bank,"LED / 300W Custom,LED / 300W Custom,","Advanced Nutrients,Green House Feeding,",True,Hydroponics,,,,,FLOWERING,,,
Blackberry Auto,Blackberry Auto,Fast Buds,630 watt,"General Hydroponics (GHE),",True,Drip,"Roots Organic 707 Grow Medium,",Glass Of Water,"Defoliation,Lollipop,",1049.87,10,2,3,15.7
Northern lights auto,Northern Lights Auto,Seedsman,100 watt,"Fox Farm,",True,Manual,"fox farm ocean for Grow Medium,",Other,"LST,Defoliation,",Custom,16,2,3.5,7
Tante Lost Pearl,Lost Pearl,Green House Seed Co.,150 watt,"Green House Feeding,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Topping,LST,Defoliation,HST,",,13,3,,4.06
Kosher Cake,Kosher Cake Auto,Fast Buds,600 watt,"BioBizz,Dutchpro USA,Green Planet Nutrients,",True,,"Biobizz lightmix Grow Medium,",Glass Of Water,"Topping,LST,Defoliation,Flushing,",5.38,10,2,,23.46
Amnesia Haze Newbie,Amnesia Haze Automatic,Royal Queen Seeds,100 watt,,True,Manual,"Soil Grow Medium,",,"LST,",5.38,12,1,,4.2
Forbidden runtz auto,Forbidden Runtz Auto,Fast Buds,650 watt,"Green Buzz Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Paper Towel,,,8,,,
AUTO BANANA BLAZE Dutch passion,Auto Banana Blaze,Dutch Passion,310 watt,"BioBizz,",True,Manual,"Biobizz light mix Grow Medium,",Glass Of Water,,10.76,9,1,1.23,1.98
Gorilla Cookies by Fastbuds,Gorilla Cookies Auto,Fast Buds,100 watt,,True,Manual,"Soil Grow Medium,",Peat Pellet,"LST,",,10,,1.48,
Legalized Thailand - Euforia #2,Euforia,Dutch Passion,650 watt,,True,,"Soil Grow Medium,",,"ScrOG,Defoliation,Topping,",Custom,21,1,,
Multi strains fantasy,Liberty Haze,Barney'S Farm,340 watt,"Green Planet Nutrients,Plant Success (Plant Revolution),B.A.C.,Advanced Nutrients,Bio Tabs,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Plagron Coco 60/40 Grow Medium,",,"Uncle Ben's,HST,Topping,Defoliation,",,10,,,
Critical Red Autoflower BSF,Red Critical Auto,BSF Seeds,,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Rockwool Cube,"12-12 From Seed,",,10,1,,1.76
S04: Mimosa Lemon Auto by Expert Seeds,Mimosa Lemon Auto,Expert Seeds,600 watt,"Plant Success (Plant Revolution),Green House Feeding,General Hydroponics (GHE),",True,Hydroponics,"Mineral Wool Grow Medium,",Paper Towel,"LST,",2.58,6,1,,
S04: Amnesia Zkittlez aka Hadouken,Amnesia Zkittlez Auto,Fast Buds,600 watt,"RQS Organic Nutrients,Plant Success (Plant Revolution),Green House Feeding,General Hydroponics (GHE),Hesi,",True,Hydroponics,"Mineral Wool Grow Medium,",Rockwool Cube,"Topping,LST,ScrOG,Defoliation,",2.58,10,1,1.9,6.7
Amnesia Fast 2,Amnesia FAST,Seedsman,800 watt,"General Hydroponics (GHE),",True,Manual,"Perlite Grow Medium,Coco Coir Grow Medium,",,,3.23,11,1,2.12,8.29
004 auto.Official Test 1.,Test 004 auto,Seedsman,800 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,4.31,11,1,3.35,13.4
003 auto.Official Test 1.,Test 003 auto,Seedsman,800 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,3.23,11,1,,10.58
S04: FBT 2208 aka Cosmic Clusterfuck,FBT2208,Fast Buds,600 watt,"RQS Organic Nutrients,Green House Feeding,Plant Success (Plant Revolution),General Hydroponics (GHE),Hesi,",True,Hydroponics,"Mineral Wool Grow Medium,",Rockwool Cube,"Topping,Main-Lining,LST,ScrOG,Defoliation,",2.58,10,1,2.19,9.52
Night owl autos (my best grow),Blue Sprayed Shoes Remix,Night Owl Seeds,435 watt,"Green Planet Nutrients,NPK Industries,",True,Manual,"Soil Grow Medium,",,,29.53,13,1,6,51
Royal Critical Automatic,Royal Critical Automatic,Royal Queen Seeds,,"Advanced Nutrients,",True,Manual,,Other,"LST,",,14,1,,
Mango saphir,Mango Sapphire,Humboldt Seed Organization,100 watt,"Hesi,",True,Manual,"Soil Grow Medium,",,"12-12 From Seed,",Custom,10,10,,0.35
Solo cup wedding glue fastbuds,Wedding Glue Auto,Fast Buds,150 watt,"Fred T. Lizer,",True,Manual,"AC Infinity Cloudlab 422 Advance Grow Tent 2x2 (24"" X 24"" X 48""),Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,Defoliation,",52.49,11,1,0.99,
Mint Jelly Auto,Mint Jelly Autoflower,Humboldt Seed Company,480 watt,"Nature's Living Soil,Bloom City Organics,BuildASoil,Coast of Maine,Neptune's Harvest,",True,Manual,"Soil Grow Medium,",Other,"LST,Defoliation,",52.49,9,1,7.5,
Les claypot,Mimosa Cake Auto,Fast Buds,100 watt,,True,Drip,"Soil Grow Medium,",Peat Pellet,"HST,Topping,LST,",13.12,10,1,2.3,19
S04: Sweet Gelato Auto by Sweet Seeds,Sweet Gelato Auto®,Sweet Seeds,600 watt,"RQS Organic Nutrients,Plant Success (Plant Revolution),Green House Feeding,General Hydroponics (GHE),Hesi,",True,Hydroponics,"Soil Grow Medium,",Paper Towel,"LST,ScrOG,Defoliation,",2.58,9,1,0.53,1.69
S04: Green Gelato Auto - RQS,Green Gelato Automatic,Royal Queen Seeds,600 watt,"RQS Organic Nutrients,Green House Feeding,Plant Success (Plant Revolution),General Hydroponics (GHE),Hesi,",True,Hydroponics,"Mineral Wool Grow Medium,",Rockwool Cube,"Topping,LST,ScrOG,Defoliation,",2.58,10,1,2.29,12.17
S04: Gorilla Zkittlez aka Space Cowboy,Gorilla Zkittlez Auto,Fast Buds,600 watt,"RQS Organic Nutrients,Green House Feeding,General Hydroponics (GHE),Plant Success (Plant Revolution),Hesi,",True,Hydroponics,"Mineral Wool Grow Medium,",Rockwool Cube,"Topping,LST,ScrOG,Defoliation,",2.58,10,1,1.41,8.68
S04: Orange Sherbet - Fast Buds,Orange Sherbet Auto,Fast Buds,600 watt,"RQS Organic Nutrients,Green House Feeding,Plant Success (Plant Revolution),General Hydroponics (GHE),Hesi,",True,Hydroponics,"Mineral Wool Grow Medium,",Rockwool Cube,"Topping,LST,Defoliation,ScrOG,",2.58,10,1,0.63,3
Jammy Dodger's #2,Jammy Dodgers #2,Mephisto Genetics,230 watt,"General Hydroponics (GHE),Botanicare,Athena,Advanced Nutrients,",True,Hydroponics,"CoolGrows GT 24x24x55,Expanded Clay Grow Medium,",Rockwool Cube,"LST,Defoliation,",43.06,13,1,6.38,
4 Assed Monkey (Mephisto Genetics),4 Assed Monkey,Mephisto Genetics,310 watt,"Canna,",True,Manual,,Peat Pellet,"LST,",,14,1,,
Schwaggy grows his own meds,Dreamsicle,Exotic Genetix,710 watt,"J.R. Peters, Inc.,Real Growers,Technaflora,",True,Hydroponics,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Promix HP Grow Medium,",,,172.22,16,1,4.06,4.06
GG auto first grow,Gorilla Glue Auto,Fast Buds,"LED / 300W Mars TSL 2000,LED / 300W Mars TSL 2000,","Dutchpro USA,BioBizz,",True,Manual,"Soil Grow Medium,",Paper Towel,"Defoliation,LST,",,FLOWERING,,,
Killer RDWC,Killer Kush Fast Version®,Sweet Seeds,730 watt,"Atami,Jungle indabox,PLAGRON.,Canna,Hesi,",True,Hydroponics,"Mineral Wool Grow Medium,",Glass Of Water,"Defoliation,Topping,ScrOG,LST,",21.53,17,4,25.4,81.13
Testing G.G.,Ganja Gelato,Ganja Farmer Seeds,,,True,Manual,,Paper Towel,"Defoliation,",,16,,,
Grapefruit E.T.S,Grapefruit Krush,Emerald Triangle Seeds,,,True,Manual,,Paper Towel,,,16,,,
Creme De La Chem - Mephisto Genetics,Creme de la Chem,Mephisto Genetics,"LED / 200W SF-2000,LED / 200W SF-2000,","Fox Farm,General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,,FLOWERING,,,
First Grow 2020/2021,White Crystal Meth Auto,Original Sensible Seeds,38 watt,"Bio Nova,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"Defoliation,",Custom,10,2,,3.17
Auto Big Demon bred by Divine Seeds,Auto Big Demon,Divine Seeds,600 watt,"Remo Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,,8,1,,1.76
STRAWBERRY AMNESIA!!,Strawberry Amnesia,Herbies Seeds,600 watt,"Advanced Nutrients,Fox Farm,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,,,13,,,19.05
CannaBonsai - RQS Nortern Light,Northern Light,Royal Queen Seeds,100 watt,"PLAGRON.,Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"LST,Defoliation,",21.53,8,1,,0.16
Auto Kali Mist Coco,Auto Kali Mist,Custom Breeder & Strain,263 watt,"General Hydroponics (GHE),Growth Technology,",True,Manual,"Coco Coir Grow Medium,",,"LST,",10.76,14,1,,
Red strain-red smoke),Red Gorilla Girl XL Auto,Sweet Seeds,240 watt,"PLAGRON.,",True,Hydroponics,,Peat Pellet,"Defoliation,LST,ScrOG,",7.75,9,1,,9.17
"Rqs northern light auto, cheese auto",Northern Light Automatic,Royal Queen Seeds,300 watt,"PLAGRON.,RQS Organic Nutrients,",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,Defoliation,",10.76,12,1,,
Northern Light Auto,Auto Northern Light,Divine Seeds,240 watt,"General Hydroponics (GHE),PLAGRON.,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Peat Pellet,"LST,Defoliation,",2.58,11,1,,9.88
004 auto.Official Test 2.,Test 004 auto,Seedsman,800 watt,"General Hydroponics (GHE),",True,Manual,,,,,10,,3.17,12.52
003 auto.Official Test 2.,003 auto.Official Test 2.,Seedsman,800 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,2.15,10,1,1.94,7.41
Gelato #41 Olandese Auto,Gelato #41 Olandese,Dutchfem,800 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,3.23,10,1,2.82,10.41
Double Kush,Double Kush Cake Auto,Sensi Seeds,800 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,3.23,10,1,2.65,10.58
Braincracker 1,Green Crack Auto,Seedsman,800 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,3.23,10,1,2.65,9.88
W A P P A,Wappa,Paradise Seeds,800 watt,"General Hydroponics (GHE),",True,Manual,,,,2.15,10,1,,8.99
Mimo T,Mimo T,The High Chameleon,800 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,,10,1,,6.53
P U L P Friction,Pulp Friction,Green House Seed Co.,800 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,2.15,10,1,,6.35
Hella Jelly,Hella Jelly,Humboldt Seed Company,800 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,2.15,10,1,,6.17
Black Cherry Pie F6,Black Cherry Pie,Custom Breeder & Strain,,,True,Manual,,,"HST,FIMing,LST,Topping,Defoliation,",,11,1,10.12,29.14
Jungle Cake clone DWC Seed Junky,Jungle Cake,Seed Junky Genetics,450 watt,"Growth Technology,FloraFlex,General Hydroponics (GHE),",True,Hydroponics,,Other,"LST,Defoliation,super-cropping,HST,",13.12,16,1,9.95,23.92
Gelato first grow,Gelato,Custom Breeder & Strain,300 watt,"General Hydroponics (GHE),",True,Hydroponics,,,"LST,",10.76,8,1,,4
Andrews Super Skunk Auto,Super Skunk Auto,Custom Breeder & Strain,300 watt,"General Hydroponics (GHE),",True,Hydroponics,,Glass Of Water,"LST,",,13,,,
1st Grow,Bubble Runtz Auto,Tastebudz Genetics,300 watt,"Dr. Earth,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"LST,",820.21,13,1,,73
KC Flower,Mango Smile,Mephisto Genetics,130 watt,"General Hydroponics (GHE),Botanicare,",True,Hydroponics,"AC Infinity Cloudlab 722 Advance Grow Tent 2x2 (24"" X 24"" X 72""),Mineral Wool Grow Medium,",Paper Towel,"LST,Defoliation,",6.56,10,1,,6.35
Grow RQS 4 plants,Special Queen #1,Royal Queen Seeds,310 watt,"BIOCANNA,BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,"ScrOG,FIMing,LST,Topping,Defoliation,",10.76,15,2,2.12,
Blueberry Cupcake ~ HUMBOLDT SEEDS DWC,Blueberry Cupcake,Humboldt Seed Company,450 watt,"Shogun,Mammoth Microbes,Botanicare,",True,Hydroponics,"Expanded Clay Grow Medium,",,,10.76,14,2,,70.55
Rainbow belts x Apple Mint Pheno 4,Clearwater genetics - Rainbow belts x apple mint,Custom Breeder & Strain,410 watt,"Green House Feeding,",True,Manual,"Coco Coir Grow Medium,Soil Grow Medium,",Other,"Topping,",15.5,14,1,2.05,8.64
KmintZ Clone ( Kush mint x Zkittlez ),Kmintz,Ripper Seeds,410 watt,"Green House Feeding,",True,Manual,"Soil Grow Medium,Coco Coir Grow Medium,",Other,"Topping,",15.5,16,1,1.83,7.16
AUTO FEMZ!!! TRICROSS & MUCHACHA F5 INDR,TriCross,Atlas Seed,310 watt,"Dynomyco,Foop Organic Biosciences,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,Defoliation,Leaf tucking,FIMing,Topping,",,17,,5,
Gorilla Cookies Auto Fast Buds,Gorilla Cookies Auto,Fast Buds,"LED / 150W Mars TS 1000,","Green House Feeding,",True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,Defoliation,",,VEGETATION,,,
Gelato auto,Gelato Auto,Fast Buds,650 watt,"Green Buzz Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Paper Towel,,,8,,,
THE BIG CHED,Auto Big Cheese,Seeds Mafia,140 watt,"Gen1:11,CX-Horticulture,Buddhas Tree,",True,,"Soil Grow Medium,Perlite Grow Medium,",Directly In Substrate,"Defoliation,LST,",,12,1,,
"Unit Farm, UF-4000 Grow # 1",Bruce Banner Auto,Ganja Farmer Seeds,400 watt,"Dutch Science Nutrients,Plant Success (Plant Revolution),Purpinator,",True,Manual,"Soil Grow Medium,pro-mix, hp Grow Medium,",Directly In Substrate,"Topping,LST,Defoliation,",4,11,1,,11.36
Canna plants,Forbidden Runtz Auto,Fast Buds,,"Gaia Green,",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,Defoliation,",4,10,1,,1.41
Orange Sherbet Auto by FastBuds,Orange Sherbet Auto,Fast Buds,150 watt,"PLAGRON.,BioBizz,",True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,LST,Defoliation,",,12,1,,4.59
Green crack godfather og,Green Crack feminized seeds,Weedseedsexpress,1600 watt,"Superthrive,Miracle-Gro,Ozi Magic Grow Juice,Bio Diesel Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"Defoliation,LST,Topping,",,14,2,,40.92
Chocolate Thai x Purple Haze,Chocolate Thai x Purple Haze,Custom Breeder & Strain,,,True,Manual,,,,,8,1,1.62,10.58
STRAWBERRY MINT by Gecko Seeds,STRAWBERRY MINT by Gecko Seeds,Custom Breeder & Strain,720 watt,"Top Crop,",True,Manual,"Soil Grow Medium,",,"LST,HST,Topping,Defoliation,SoG,ScrOG,",15.5,2,1,1.94,1.94
#MARSHYDRO LEMONITE by Quantamon Seeds,LEMONITE by Quantamon Seeds,Custom Breeder & Strain,630 watt,"Top Crop,",True,Manual,"Soil Grow Medium,",Other,"HST,LST,SoG,ScrOG,Topping,Defoliation,FIMing,",15.5,2,2,5.29,5.29
Let's GO Pinky,pink starburst,Custom Breeder & Strain,"LED / 250W Series 3 Samsung LM301H 250 Watt Grow Light,","Fox Farm,",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Soil Grow Medium,",Paper Towel,"Defoliation,Dehumidifier,ScrOG,Carbon,Topping,FIMing,LST,Flip,Lollipop,",172.21,15,3,,3.6
Zkittlez Autoflower,Zkittlez Auto,Fast Buds,"LED / 200W SolarXtreme 250,LED / 200W SolarXtreme 250,","Mills Nutrients,",True,Manual,"Plagron lightmix Grow Medium,",Directly In Substrate,"Topping,LST,HST,ScrOG,Defoliation,",Custom,FLOWERING,,,
GOD'S GIFT DWC,God's Gift,BC Bud Depot,623 watt,"Canna,",True,Hydroponics,"Expanded Clay Grow Medium,",,"patience,HST,Topping,Defoliation,LST,",,19,,,
Fat Banana Auto Indoor,Fat Banana Automatic,Royal Queen Seeds,120 watt,,True,Manual,"Carolina soil Grow Medium,",Paper Towel,"Nature,Defoliation,",645.83,9,1,,3.63
Purple Punch,Purple Punch,Barney'S Farm,250 watt,"General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,Defoliation,LST,",26.25,17,2,,16
SSSC Pineapple Poison Run,Pineapple Poison,Super Sativa Seed Club,730 watt,"Blue Planet Nutrients,Foop Organic Biosciences,Botanicare,Superthrive,General Hydroponics (GHE),",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Pro-mix HP Grow Medium,Blue Ribbon Premium Compost Grow Medium,Mighty Plant Instant Compost Tea Grow Medium,Mykos Mycorrhizal Inoculant Grow Medium,",Paper Towel,"ScrOG,Topping,LST,Defoliation,Main-Lining,",16,16,2,9.14,35.59
Strawberry Cough Triploid,Strawberry Cough,ILGM,730 watt,"Blue Planet Nutrients,Foop Organic Biosciences,Botanicare,Superthrive,General Hydroponics (GHE),",True,Manual,"AC Infinity Cloudlab 844 Advance Grow Tent 4x4 (48"" X 48"" X 80""),Pro-Mix HP Grow Medium,Blue Ribbon Premium Compost Grow Medium,Mighty Plant Instant Compost Tea Grow Medium,Mykos Mycorrhizal Inoculant Grow Medium,",Paper Towel,"ScrOG,Main-Lining,LST,Defoliation,Topping,",16,16,1,4.27,20.81
White widow,White Widow,Green House Seed Co.,310 watt,"PLAGRON.,Top Crop,Hesi,",True,Manual,,,"Main-Lining,SoG,ScrOG,",,14,,,
Frosted Biscotti (Fem),Frosted Biscotti,SinCity Seeds,100 watt,,True,Manual,"Soil Grow Medium,",,,,9,,,
Autumn 2022,Strawberry Cheesecake Auto,Barney'S Farm,26 watt,"Hesi,Atami,Bio Nova,BioBizz,Agrobacterias,",True,Manual,"Soil Grow Medium,Other Grow Medium,Vermiculite Grow Medium,Perlite Grow Medium,",Paper Towel,"Defoliation,Supercropping,LST,ScrOG,",7.97,13,1,,2.54
Royal seeds Blue cheese auto 2nd,Blue Cheese Automatic,Royal Queen Seeds,150 watt,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Peat Pellet,"LST,",,11,1,,
100% Newbie with my fertilizer formula.,Gorilla Cookies Auto,Fast Buds,450 watt,"T-REX,",True,Manual,"Other Grow Medium,Other Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"Topping,HST,Defoliation,",,9,1,0.46,
Indoor/Outdoor Sensi Seeds,Mandarin Punch Feminized,Sensi Seeds,,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,Other Grow Medium,",Paper Towel,,Custom,18,1,,0.71
