diary_name,strain,strains_company,light_watt,nutrients,indoor,watering,soil,germination,grow_techniques,grow_room_size,weeks_to_harvest,num_of_plants,bud_dry_weight,bud_wet_weight
ORIGINAL line AK!,AK Auto,Fast Buds,680 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",,,2.15,10,1,2.01,5.19
ORIGINAL line Chemdawg,Chemdawg Auto,Fast Buds,680 watt,"General Hydroponics (GHE),",True,Manual,,,,2.15,10,1,1.66,5.11
ORIGINAL line Northern Light,Northern Lights Auto,Fast Buds,680 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,,1.08,10,1,1.16,3.7
"""ArtGrow""",Strawberry Pie Auto,Fast Buds,300 watt,"General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,",2.15,11,1,1.52,4.41
Strawberry Pie x 3,Strawberry Pie Auto,Fast Buds,,"General Hydroponics (GHE),Purpinator,",True,Manual,"Soil Grow Medium,",Paper Towel,,,11,1,,3.53
Little Blue,Blue Afghani,Custom Breeder & Strain,,"Botanicare,Fox Farm,",True,Manual,"Soil Grow Medium,",,"Topping,LST,",,10,,,
Tangerine Dream Auto,Auto Tangerine Dream,MSNL,,,,,,,,,16,2,,6.75
W70D! Haze (0-sad),W70D! Haze (0-sad),Custom Breeder & Strain,480 watt,"BioBizz,Real Growers,General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,",Directly In Substrate,"ScrOG,Lollipopping,Topping,",1.22,19,1,4.97,
Purple Frost Giant (WTTGT),Purple Frost Giant (WTTGT),Custom Breeder & Strain,480 watt,"BioBizz,Real Growers,General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,",Directly In Substrate,"ScrOG,Lollipopping,Topping,",13.13,19,1,6.21,
Booberry Cookies Rbx (ETHOS),Booberry Cookies RBX,ETHOS Genetics,480 watt,"BioBizz,Real Growers,General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,",Directly In Substrate,"ScrOG,Lollipopping,Topping,",13.13,19,1,4.73,
Yuhbary Auto,Auto Yuhbary,Anesia Seeds,300 watt,"Advanced Nutrients,Grotek,Hesi,Emerald Harvest,Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Other,"LST,Topping,Defoliation,",10.76,12,1,5.64,26.1
Northern Lights : revenge round,Northern Light Automatic,Royal Queen Seeds,,"RQS Organic Nutrients,PLAGRON.,BIOCANNA,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,LST,",,15,1,2.29,2.29
2nd indoor grow pineapple express auto,Pineapple Express Auto,Barney'S Farm,600 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,",Directly In Substrate,"LST,Defoliation,",,13,1,1.27,
North Thunderfuck Automatic,North Thunderfuck Automatic,Royal Queen Seeds,300 watt,"Advanced Nutrients,Grotek,Hesi,Emerald Harvest,Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Other,"Topping,Defoliation,LST,",16.15,13,1,4.23,25.75
Fastbud Strawberry gorilla#2,Strawberry Gorilla Auto,Fast Buds,"LED / 300W SE3000,","Real Growers,",True,Manual,"Soil Grow Medium,",Glass Of Water,"LST,Defoliation,",32.29,10,,2.36,
BSF Feminized,Gorilla Glue #4,BSF Seeds,195 watt,"Namaste Nutrientes,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,LST,Defoliation,ScrOG,",Custom,14,,,2.72
MOTHMAN OG,Mothman OG,Custom Breeder & Strain,,"Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Paper Towel,"Do nothing,",6.56,8,1,,0.18
Runtz XL + Gorilla Girl XL,Runtz XL Auto,Sweet Seeds,240 watt,"Bio Tabs,Guanokalong,PLAGRON.,",True,Drip,"Soil Grow Medium,Perlite Grow Medium,Expanded Clay Grow Medium,",Paper Towel,"LST,Defoliation,",,11,,,
4x4 feet of Himalayas,Master Kush Automatic,White Label,480 watt,"Aptus,BioBizz,PLAGRON.,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Expanded Clay Grow Medium,",Directly In Substrate,"LST,Defoliation,Flushing,",12.92,12,1,2.82,6.35
Royal Runtz auto outdoor 2022,Royal Runtz Automatic,Royal Queen Seeds,,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"Defoliation,LST,",,14,1,1.9,8.82
Zkittles,Zkittlez,Zkittlez,400 watt,"Botanicare,Aurora Innovations (Roots Organics),Plant Success (Plant Revolution),Growth Technology,Cutting Edge Solutions,",True,Manual,"Peat Moss Perlite Grow Medium,",,"Defoliation,LST,Topping,",52.49,10,7,,18
Purple punch auto,Purple Punch Auto,Barney'S Farm,200 watt,,True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,Topping,Main-Lining,Defoliation,",,12,,,
Grapefruit Auto - Dark Empire Seeds,Grapefruit Auto - Dark Empire Seeds,Custom Breeder & Strain,100 watt,"Cutting Edge Solutions,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,,6.56,16,1,1.27,7.55
Northern Lights auto - Dark Empire Seeds,Northern Lights auto - Dark Empire Seeds,Custom Breeder & Strain,100 watt,"Cutting Edge Solutions,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Paper Towel,"LST,",6.56,16,1,1.69,9.95
Gorilla Cookies Auto,Gorilla Cookies Auto,Fast Buds,300 watt,,True,Manual,"Top Crop Grow Medium,",Glass Of Water,"Defoliation,LST,",5.38,8,1,6.24,27.87
AIETI AUTO,Aieti Auto,Caucasian Seeds,480 watt,"General Hydroponics (GHE),",True,Manual,,Glass Of Water,"Defoliation,LST,",6.46,9,1,6.03,28.92
critical 2,Critical + 2.0 Autoflowering,Dinafem,,,,,,,,,10,1,,1.06
MARSHYDRO TS1000 - FB42 new strain,Gorilla Punch Auto,Fast Buds,150 watt,"Canna,Advanced Nutrients,Green House Feeding,BioBizz,Top Crop,",True,Manual,"Soil Grow Medium,",Peat Pellet,"Topping,LST,Defoliation,",2.69,11,1,1.66,
#13 Cheese XL Auto - GFS,Cheese XL Auto,Ganja Farmer Seeds,200 watt,"BioBizz,Plant Magic,Monkey Nutrients,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"LST,",8.61,11,1,,7.37
Autos Mix | BSF y Dutch Passion,Auto Banana Blaze,Dutch Passion,160 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Other Grow Medium,",Paper Towel,"LST,Defoliation,",6.89,16,2,,
Og Blueberry Ghost auto - balcony,Auto Blueberry Ghost OG,Original Sensible Seeds,,,True,Manual,"Soil Grow Medium,",,,,15,1,,
Black Dom Auto BSF,Black Dom XXL Auto,BSF Seeds,,,True,Manual,"Soil Grow Medium,",Directly In Substrate,,,12,1,,2.22
+Speet Auto,+ Speed Auto®,Sweet Seeds,240 watt,"Botanicare,General Hydroponics (GHE),",True,Manual,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),peat moss Grow Medium,Perlite Grow Medium,Vermiculite Grow Medium,Soil Grow Medium,",Paper Towel,"LST,",9,12,3,3.81,25.79
Ethos W/W Rbx + AussieBakedBeans,White Wedding RBx,ETHOS Genetics,680 watt,,True,Manual,"High Powered Organics Grow Dirt Lite Grow Medium,",Other,"LST,ScrOG,Defoliation,Topping,",12.92,17,2,6.1,
Strawberry Cake Auto,Strawberry Cake Auto,Ganja Farmer Seeds,480 watt,"Blue Planet Nutrients,Dynomyco,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Grow stone Grow Medium,",Glass Of Water,"LST,Defoliation,",54,14,1,5.39,22.93
Mixxed of varieties,Think Different,Dutch Passion,80 watt,,True,Manual,"Soil Grow Medium,",,"LST,",1076.39,15,,,1.76
Outdoor project ‘22,Exotic kush - The Kush Brothers,Custom Breeder & Strain,,,True,Manual,,Glass Of Water,"Defoliation,",,19,,,
FastBuds Strawberry Gorilla Auto,Strawberry Gorilla Auto,Fast Buds,400 watt,"Advanced Nutrients,Terpinator,",True,Manual,"CoolGrows 2-In-1 GT 60x48x80,Soil Grow Medium,",Glass Of Water,"LST,",16,12,1,3.71,20.19
1st Grow: CBD Cream & Cheese 1:1 (GoG),Garden of Green - CBD Cream & Cheese,Custom Breeder & Strain,480 watt,"Dr. Earth,Plant Success (Plant Revolution),Impello Biosciences,Fox Farm,Aurora Innovations (Roots Organics),",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,Earthworm Castings Grow Medium,",Glass Of Water,"ScrOG,Double Main-Lining,Topping,LST,Defoliation,",16,16,2,,50.94
Sir Jack Auto,Sir Jack Auto,Exotic Seed,480 watt,"General Hydroponics (GHE),",True,Manual,"Fox Farms Ocean Forest potting soil Grow Medium,",Glass Of Water,"LST,Defoliation,",52.49,12,1,2.1,7.89
Pineapple Express take 2 + Amnesia haze,Pineapple Express Auto,Fast Buds,,"Botanicare,Humboldts Secret,",True,Manual,"Perlite Grow Medium,Soil Grow Medium,Other Grow Medium,",Glass Of Water,"LST,FIMing,",,9,1,1.06,5.29
Strawberry pie reg exterior,Strawberry pie eureka seeds,Custom Breeder & Strain,,,True,Manual,"Soil Grow Medium,",,"LST,",,9,1,,
Mandarin punch Auto Sensi,Mandarine Punch Auto,Sensi Seeds,,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"LST,",,12,1,1.48,
Jack Diesel Photoperiod Hybrid,Jack Diesel - Troy Farms Seeds,Custom Breeder & Strain,100 watt,"Real Growers,Fox Farm,Terpinator,Botanicare,True Plant Science (TPS),",True,,"Soil Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,peat moss Grow Medium,",,"Trellis,Topping,Main-Lining,",,16,,,
Multi Strain Autoflower,Auto Bubble Gum,00seeds,600 watt,"BioBizz,Real Growers,Remo Nutrients,General Hydroponics (GHE),",True,,"Soil Grow Medium,",,"LST,Defoliation,",Custom,9,,,
Banana purple punch auto,Banana Purple Punch Auto,Fast Buds,300 watt,"FloraFlex,",True,Manual,"Soil Grow Medium,",Paper Towel,"LST,",,9,4,5.64,5.64
Weeeds,Auto Biodiesel Mass XXL,Advanced Seeds,,,True,Manual,,,,,1,,,
Fastbuds multi strain same pot outdoor,Gorilla Zkittlez Auto,Fast Buds,,"Indica Nutrients,Bio Green,",True,Manual,"Coco Coir Grow Medium,",Glass Of Water,,,18,,0.35,
Ganja Farmer Seeds - Big Jack,Big Jack,Ganja Farmer Seeds,150 watt,,True,Manual,"Soil Grow Medium,Other Grow Medium,Perlite Grow Medium,",Other,"Topping,",8.61,16,1,2.66,12.95
WATERMELON ZKITTLEZ AUTO,Watermelon Zkittlez Auto,Barney'S Farm,,"Hesi,",True,Manual,"Soil Grow Medium,",Directly In Substrate,,,11,1,,
Banana OG x Purple Punch under 200w,Banana OG x Purple Punch,Custom Breeder & Strain,200 watt,"Cellmax,General Hydroponics (GHE),",True,Manual,"Soil Grow Medium,",Paper Towel,"Topping,Defoliation,",6.89,16,1,,6.03
Gorilla Glue,Gorilla Glue Auto,Fast Buds,450 watt,,True,Manual,"Coco Coir Grow Medium,",Directly In Substrate,"Topping,",,11,,,
Runtz outdoor,Runtz Auto,Barney'S Farm,"LED / 100W Mars TS 600,LED / 100W Mars TS 600,","PLAGRON.,Plant Success (Plant Revolution),",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,,,9,1,,
22 Gorilla Girl XL,Gorilla Girl XL Auto,Sweet Seeds,,"Grotek,Gaia Green,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Peat Grow Medium,Compost Grow Medium,",Glass Of Water,,,12,1,1.23,4.41
Alien Rock Candy (Pheno2),Alien Rock Candy,Custom Breeder & Strain,600 watt,"Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,Topping,Defoliation,",,9,3,,4
Fat Banana auto RQS,Fat Banana Automatic,Royal Queen Seeds,400 watt,"Canna,",True,Manual,"Soil Grow Medium,",,,10.76,12,2,,16.93
Alien Rock Candy (Pheno3),Alien Rock Candy,Custom Breeder & Strain,600 watt,"Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,",,9,5,,3
Rudeboi OG (Pheno2),Rudeboi OG,Custom Breeder & Strain,600 watt,"Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,",,9,2,,3
Rudeboi OG (Pheno1),Rudeboi OG,Custom Breeder & Strain,600 watt,"Canna,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,HST,",,9,3,,9
Fastbuds variety grow,Purple Punch Auto,Fast Buds,1050 watt,"Gaia Green,Xtreme Gardening,Humboldts Secret,",True,Manual,"Pro mix hp Grow Medium,Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,ScrOG,Defoliation,",4,9,1,,6
22 Gorilla Cookies,Gorilla Cookies Auto,Ganja Farmer Seeds,,"Grotek,Gaia Green,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Peat Grow Medium,Compost Grow Medium,Humalite Grow Medium,",Glass Of Water,,,12,2,1.9,7.37
ANUBIS/and OTHERs / 40x40x120,Anubis,Pyramid Seeds,215 watt,"Hesi,PLAGRON.,",True,Manual,"Coco Coir Grow Medium,Perlite Grow Medium,",Other,"Main-Lining,orthodox cross,LST,Defoliation,Topping,",,10,,,
Blue Dream (advanced nutrients),Blue Dream,Seedsman,200 watt,"Gaia Green,Advanced Nutrients,Fox Farm,",True,,"AC Infinity Cloudlab 642 Advance Grow Tent 4x2 (48"" X 24"" X 72""),Soil Grow Medium,",,,2,17,1,,
Black Sugar w/Gaia Green,Black Sugar,Seedsman,260 watt,"Gaia Green,Real Growers,",True,,"AC Infinity Cloudlab 733 Advance Grow Tent 3x3 (36"" X 36"" X 72""),Soil Grow Medium,Worm castings Grow Medium,Perlite Grow Medium,",,,6.56,18,1,4.94,
Strawberry Cookies,Strawberry Cookies,Super Sativa Seed Club,200 watt,"Lurpe Natural Solutions,",True,Manual,,Peat Pellet,"FIMing,",,14,1,0.88,
Gorilla Glue Auto run,Gorilla Glue river camp Cannabis,Custom Breeder & Strain,,"General Hydroponics (GHE),",True,,,Paper Towel,,,12,,,
Tangerine Dream Auto - Barneys Farm,Tangerine Dream Auto,Barney'S Farm,200 watt,"Advanced Nutrients,Monkey Nutrients,Earth Juice,General Hydroponics (GHE),",True,Manual,"Coco Coir Grow Medium,",Paper Towel,"LST,Defoliation,",8.61,13,1,,8.92
First Grow Semi-Budget Hydroponic RQS NL,Northern Light Automatic,Royal Queen Seeds,120 watt,"Growth Technology,Canna,",True,Hydroponics,"Coco Coir Grow Medium,Expanded Clay Grow Medium,",Directly In Substrate,"LST,ScrOG,Defoliation,",7.75,11,2,6.35,
Jamaican Dream,Jamaican Dream,Eva Seeds,"LED / 240W Custom,LED / 480W Custom,","Advanced Nutrients,",True,Manual,"Peat Grow Medium,Vermiculite Grow Medium,",Directly In Substrate,"Defoliation,Main-Lining,LST,",15.5,18,9,22.29,
Wedding Cake Auto,Wedding Cake Autoflower,ILGM,"LED / 600W Custom,","Advanced Nutrients,",True,Manual,"Gorilla Grow Tent GGT 5x5,Coco Coir Grow Medium,",Glass Of Water,,,10,1,1.76,1.76
Apricot chemdog,Chemdog Millionaire Guava,Garden Of Green,35 watt,,True,Manual,"Soil Grow Medium,Perlite Grow Medium,",,"FIMing,LST,HST,Defoliation,",Custom,13,1,,0.71
Samsquanch OG,Samsquanch OG,Mephisto Genetics,250 watt,"General Hydroponics (GHE),",True,,"AC Infinity Cloudlab 632D Advance Grow Tent 3x2 (36"" X 24"" X 60""),Coco Coir Grow Medium,Perlite Grow Medium,",,"LST,",6.56,12,1,,4
GSC #2,Girl Scout Cookies,Nirvana,,,True,Hydroponics,,,"HST,ScrOG,Defoliation,",,9,,9.88,
X4 hydroponic,custom breed in-house seeds,Custom Breeder & Strain,600 watt,"Canna,Gold Label,",True,Hydroponics,"Coco Coir Grow Medium,Perlite Grow Medium,",,"Topping,LST,",,8,,,
22 Gelato Auto,Auto Gelato,Female Seeds,,"Grotek,Gaia Green,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Pea Grow Medium,Compost Grow Medium,",Glass Of Water,"FIMing,",,12,1,0.92,3.17
22 Bruce Banner,Bruce Banner Auto,Ganja Farmer Seeds,,"Grotek,Gaia Green,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Peat Grow Medium,Peat Grow Medium,Humalite Grow Medium,",Glass Of Water,,,12,2,1.94,7.16
Strawberry Banana Auto,Strawberry Banana Auto,Fast Buds,,,True,Manual,,,,,1,1,,1.76
Forbidden Runtz Auto,Forbidden Runtz Auto,Fast Buds,,,True,Manual,,,,,1,1,,1.76
Jack Herer autoflower :-),Autoflower Jack Herer,I49 Seed Bank,600 watt,"General Hydroponics (GHE),South Cascade Organics,J.R. Peters, Inc.,",True,Hydroponics,"GA Grow Tent GT 48x48x80,Soil Grow Medium,Perlite Grow Medium,",Paper Towel,"Topping,Bottom Feeding,",52.49,11,6,18,180
Purple punch,Purple Punch Fem,Seedstockers,,,True,Manual,,,"Main-Lining,Defoliation,",,29,1,,12.17
Esqueje Tropicana cookies 2,tropicana cookies,Custom Breeder & Strain,,,True,,,,"Main-Lining,Defoliation,",,20,1,,
Chemdawg harvest,Chemdawg Auto,Fast Buds,250 watt,,True,Manual,"Perlite Grow Medium,Vermiculite Grow Medium,Coco Coir Grow Medium,",,,,10,1,2.89,2.93
Red mandarine,Red Mandarine F1 Fast Version®,Sweet Seeds,,,True,Manual,,,"LST,Topping,Main-Lining,Defoliation,",,31,1,,13.72
Skywalker OG Auto- Barney's Farm,Skywalker OG Auto,Barney'S Farm,380 watt,"Down To Earth,Fox Farm,Botanicare,Plant Success (Plant Revolution),",True,,"Soil Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",Paper Towel,"LST,Defoliation,",9.84,14,1,,0.93
22 Runtz,Ganja Runtz Auto,Ganja Farmer Seeds,,"Grotek,Gaia Green,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Peat Grow Medium,Compost Grow Medium,Humalite Grow Medium,",Glass Of Water,"FIMing,",,12,3,2.82,11.18
Trainwreak harvest,Trainwreck Auto,Fast Buds,400 watt,,True,Manual,"Vermiculite Grow Medium,Perlite Grow Medium,Coco Coir Grow Medium,",,,,9,1,,2.19
Haze XL autoflower in Autopots,Autoflower Haze XL,I49 Seed Bank,600 watt,"General Hydroponics (GHE),South Cascade Organics,J.R. Peters, Inc.,",True,Hydroponics,"GA Grow Tent GT 48x48x80,Soil Grow Medium,Perlite Grow Medium,",,"Topping,Defoliation,Bottom Feeding,",52.49,8,6,24,160
Wedding cheesecake Auto,Wedding Cheesecake Auto,Fast Buds,200 watt,"Aurora Innovations (Roots Organics),Botanicare,Advanced Nutrients,",True,Manual,,Paper Towel,"LST,Defoliation,Supercrop,",26.25,13,3,,12.88
SuperLemonHaze e AmnesiaMacGanja,Super Lemon Haze,Green House Seed Co.,480 watt,"Hesi,Advanced Nutrients,",True,Manual,"Soil Grow Medium,",Peat Pellet,"Defoliation,Topping,ScrOG,",,17,2,7.05,
“Stella” DarkStar #2,DarkStar,T.H.Seeds,480 watt,"General Hydroponics (GHE),",True,Manual,"Fox Farm Ocean Forest potting soil Grow Medium,",Paper Towel,"Defoliation,Topping,LST,HST,",52.49,16,1,7.32,18.33
22 Super Lemon Haze,Super Auto Lemon Haze,Original Sensible Seeds,,"Grotek,Gaia Green,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Compost Grow Medium,Peat Grow Medium,",Glass Of Water,"Topping,",,12,1,1.41,4.83
Mimosa Mania,Mimosa Evo,Barney'S Farm,450 watt,"Fox Farm,General Hydroponics (GHE),BioBizz,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"Topping,LST,",1.5,12,1,1.13,4.52
22 White Widow Auto,White Widow Auto,Fast Buds,,"Grotek,Gaia Green,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,Compost Grow Medium,",Glass Of Water,"ScrOG,LST,",,16,2,3.88,15.59
Where’s the meringue!,Lemon Pie Auto,Fast Buds,,"Dutch Science Nutrients,Fish Head Farms,StepWell Soil Inc,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"LST,Defoliation,",,6,1,,0.04
Forbidden Runtz Auto by 2Fast4Buds,Forbidden Runtz Auto,Fast Buds,310 watt,"BioBizz,",True,Manual,"Soil Grow Medium,Perlite Grow Medium,",Glass Of Water,"LST,Defoliation,leaf tucking,",10.76,9,1,2.65,2.65
Bruce Banner Auto 'Outdoor',Bruce Banner Auto,Fast Buds,,,True,Manual,"Soil Grow Medium,",Paper Towel,,,11,,,
Get Crackin,Green Crack Auto,Seedsman,,"Dutch Science Nutrients,Fish Head Farms,StepWell Soil Inc,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"LST,Defoliation,",,7,1,,0.04
Sweet Treat,Seedsman - Strawberry Shortcake Auto,Custom Breeder & Strain,,"Dutch Science Nutrients,Fish Head Farms,StepWell Soil Inc,",True,Manual,"Soil Grow Medium,",Directly In Substrate,"LST,Defoliation,",,7,1,,0.04
